V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0548,-4.8068,-12.864,-13.498,223.98,56.023,-2.9469,9.6463,0.60638,0.80564,18.039,10.984,8.6393,1.8273,1.6441,2.7497,10.139,15.203,4.9099,31.813
1.045,1.07,1.0557,-5.1289,-15.943,-16.244,239.86,34.183,-3.425,7.0604,1.7216,0.49543,26.22,10.805,5.6772,5.2601,10.167,1.6426,17.444,26.499,3.8635,18.44
1.045,1.07,1.0553,-4.3743,-12.256,-12.87,204.74,33.608,-4.3146,10.49,1.1276,-1.5316,25.619,6.7883,9.3203,3.1838,4.9323,1.2974,7.6507,16.119,5.3948,36.591
1.045,1.07,1.0549,-4.9148,-14.196,-14.749,229.65,41.928,-3.3594,10.515,1.5307,0.3102,30.307,6.6801,7.3711,4.0759,9.1404,1.0916,11.768,14.741,5.5753,32.342
1.045,1.07,1.058,-4.8004,-13.973,-14.286,224.45,40.116,-3.1599,9.7359,1.5955,-0.17608,23.811,9.361,6.0302,3.3376,6.7186,2.0237,15.828,15.985,4.1463,30.822
1.045,1.07,1.0525,-5.6828,-16.107,-17.736,264.12,61.645,-4.375,5.8783,0.5511,0.80754,45.968,10.61,3.2188,2.3036,6.3668,0.91148,13.481,13.121,5.1942,15.244
1.045,1.07,1.0581,-4.9792,-13.449,-13.899,231.83,62.407,-3.5636,8.5724,1.658,-0.54796,19.293,4.9975,5.3697,2.8454,3.5665,1.4687,11.104,19.081,4.4799,27.231
1.045,1.07,1.0545,-5.1659,-14.866,-15.793,240.57,50.83,-2.8586,4.8087,1.4787,1.2008,33.296,11.213,4.8785,2.8255,5.2769,0.63491,16.491,13.248,5.8461,13.919
1.045,1.07,1.0541,-5.632,-16.044,-17.074,262.09,62.518,-4.2573,8.8304,1.6674,-1.1781,35.971,6.4969,4.3524,3.7956,5.0647,1.6145,15.039,21.707,4.1155,23.093
1.045,1.07,1.0599,-4.8658,-13.63,-14.251,226.98,49.375,-4.8636,8.008,1.6823,0.45852,25.121,6.8004,3.7728,5.5973,4.6927,1.1777,11.994,15.022,3.7122,25.934
1.045,1.07,1.0477,-5.5939,-15.922,-16.531,260.1,66.824,-1.5919,6.9462,1.1128,0.14482,32.742,3.9759,9.1833,3.5556,4.4159,2.2353,19.074,18.701,8.6968,18.027
1.045,1.07,1.0537,-5.2927,-14.452,-15.523,245.97,65.275,-4.8376,6.1154,2.0565,0.14886,30.576,8.9087,6.9865,3.2926,4.6026,1.107,9.824,15.294,4.1534,17.866
1.045,1.07,1.0604,-4.3236,-12.975,-12.619,202.63,29.606,-0.41086,6.4702,1.0656,0.14515,14.714,6.7502,6.3024,3.0823,7.2294,1.6863,19.126,17.587,4.8245,22.116
1.045,1.07,1.0548,-5.3094,-15.123,-15.91,246.94,59.792,-3.7347,3.6689,1.3852,1.1578,28.365,7.5003,4.5528,4.9642,8.1437,0.91363,10.436,20.695,6.006,10.28
1.045,1.07,1.0517,-5.4992,-15.893,-17.479,255.79,53.077,-4.8524,4.6064,2.0209,0.32655,47.713,8.8234,4.9805,4.7534,5.3516,1.4319,14.285,13.824,4.516,12.099
1.045,1.07,1.0604,-4.5219,-12.776,-12.949,211.1,44.649,-4.6226,4.8703,1.7273,0.55482,20.587,8.1834,4.0525,2.3972,4.6833,1.78,17.79,8.9398,6.4204,17.139
1.045,1.07,1.0591,-4.9401,-13.898,-13.795,230.28,59.858,-4.9171,6.283,1.1912,-1.9339,16.863,7.3938,7.5446,2.4727,6.3418,2.3319,18.296,14.351,3.0322,20.117
1.045,1.07,1.0571,-4.8677,-14.057,-14.749,227.34,41.346,-3.5032,8.4145,1.4121,-0.011924,30.513,8.813,6.1529,4.0904,3.3486,1.6647,17.427,13.439,3.2375,26.339
1.045,1.07,1.0576,-4.6248,-13.499,-13.825,215.9,39.686,-4.2659,3.383,2.3439,1.5549,24.854,11.198,6.5714,4.2551,7.979,1.0789,16.105,8.003,5.2623,11.227
1.045,1.07,1.0489,-5.6733,-16.483,-17.884,264.01,55.923,-4.3732,7.4893,1.658,-0.85908,44.747,6.9208,6.3408,4.6877,5.8729,1.46,13.451,21.643,6.2156,18.473
1.045,1.07,1.0544,-5.0495,-14.789,-15.484,235.41,46.281,-4.0751,4.162,0.91118,1.1393,25.298,11.412,5.9219,4.0594,3.8818,1.4502,15.714,22.353,5.706,11.813
1.045,1.07,1.0601,-4.5763,-12.638,-12.764,213.59,49.171,-3.0327,7.6826,1.9329,-0.14866,15.59,12.389,6.8526,2.9062,4.9082,2.2435,15.074,7.4313,2.9194,27.075
1.045,1.07,1.0526,-5.2746,-14.53,-15.306,245.38,64.252,-2.8131,7.9629,1.0302,-1.4197,33.197,6.8485,8.5218,2.8108,5.896,1.3809,13.899,10.167,5.1393,23.444
1.045,1.07,1.0563,-4.6004,-12.906,-13.56,214.93,40.694,-4.7947,8.9223,1.6837,-0.88495,25.037,12.064,6.1436,2.6407,5.3971,1.3352,10.52,11.786,6.9027,30.159
1.045,1.07,1.0623,-4.6183,-12.797,-12.811,215.59,51.266,-5.7252,7.3344,1.3849,0.19729,11.424,9.9463,2.0922,4.9774,4.7897,1.515,13.406,13.371,7.062,25.595
1.045,1.07,1.0547,-5.4784,-15.753,-16.497,255.17,58.809,-5.2801,8.2549,1.4117,-0.026717,34.829,5.8487,5.4696,4.0659,4.8867,1.866,19.527,16.027,4.6462,22.617
1.045,1.07,1.0583,-4.6134,-13.441,-14.126,215.93,31.09,-5.0689,9.6095,1.6265,1.105,28.775,10.132,4.8483,2.1753,7.5284,0.48985,12.15,14.507,5.188,31.563
1.045,1.07,1.0562,-4.8992,-13.715,-14.455,228.52,49.275,-4.6997,8.5738,1.5385,-0.85697,29.501,11.619,5.9979,1.3587,3.6798,1.8705,16.36,8.9842,5.3321,27.379
1.045,1.07,1.0591,-4.6356,-12.779,-13.401,216.4,45.368,-5.3946,8.9485,2.3762,0.40505,20.485,8.5178,5.5183,5.0598,5.5276,0.80073,6.2902,16.875,3.9826,30.489
1.045,1.07,1.0531,-5.2656,-14.979,-16.115,245.12,54.357,-4.6619,5.5627,0.49988,0.26372,36.168,9.7667,5.4589,2.7176,6.122,2.0869,12.612,15.671,6.0297,15.79
1.045,1.07,1.0577,-5.0694,-14.304,-15.112,236.3,51.558,-3.6267,8.089,1.3951,0.31757,28.755,5.5062,4.6618,3.5924,4.8725,1.8066,11.98,20.639,2.935,24.291
1.045,1.07,1.0515,-5.5163,-16.614,-17.242,257.26,48.218,-3.1743,7.5437,1.1594,1.9049,36.03,11.11,8.8801,3.47,8.5726,1.9257,22.442,14.728,3.482,19.455
1.045,1.07,1.0584,-4.357,-12.402,-12.856,203.61,36.021,-3.8411,4.7437,0.79676,-0.20866,19.302,7.864,6.0836,2.7291,6.8286,1.6354,7.0124,21.332,5.3261,16.102
1.045,1.07,1.0502,-5.5942,-15.442,-17.161,260.19,61.041,-3.1764,11.017,1.1832,-0.52191,47.173,11.525,5.1706,1.3961,3.1612,1.8425,13.877,8.1408,6.1299,29.444
1.045,1.07,1.0568,-5.4685,-15.265,-15.957,254.18,69.208,-4.9309,5.278,1.2263,0.42891,25.524,9.7847,6.3853,4.5612,5.484,1.9863,14.574,16.49,1.2306,14.903
1.045,1.07,1.0538,-5.1435,-14.426,-15.37,239.55,54.86,-4.6105,7.357,1.3842,-0.59309,30.041,10.701,4.6598,4.3852,5.8376,1.1014,9.9125,15.775,7.922,21.704
1.045,1.07,1.0543,-5.1358,-13.92,-14.74,239.21,59.921,-4.3462,11.396,1.8103,0.57673,22.607,12.367,7.1435,2.3644,4.1053,0.95008,9.2543,15.468,5.3126,34.738
1.045,1.07,1.0652,-4.4222,-12.281,-11.796,206.78,48.492,-4.845,8.5221,1.0039,1.0963,6.5335,4.6761,3.219,4.941,6.4339,0.67995,15.158,12.863,4.8188,31.5
1.045,1.07,1.0497,-5.4598,-16.21,-17.936,254.46,42.144,-4.3191,6.9592,1.4909,-1.6931,53.195,8.1239,6.193,4.3243,5.2254,1.6428,14.526,18.675,4.0316,17.427
1.045,1.07,1.0526,-4.9439,-13.632,-14.578,230.49,50.39,-4.0858,9.78,1.268,0.8935,30.148,12.447,8.1442,0.98224,6.6774,1.6486,9.6152,9.339,6.5913,30.683
1.045,1.07,1.0606,-4.2768,-12.607,-12.511,200.79,25.534,-5.2292,11.046,1.8777,1.4854,20.343,5.9372,7.4894,4.0669,9.3551,1.7144,14.729,10.818,3.9907,40.156
1.045,1.07,1.0512,-5.5506,-15.325,-16.131,257.8,71.594,-1.7576,6.9922,2.3903,-0.10769,29.302,11.757,6.7358,3.2748,8.4631,2.2901,11.302,12.009,7.0514,19.153
1.045,1.07,1.055,-5.5188,-15.646,-16.322,257.06,61.144,-2.3358,10.909,0.9804,1.6926,25.917,9.2744,4.6949,4.7051,7.7338,2.013,12.21,20.281,4.7824,29.664
1.045,1.07,1.0555,-4.197,-12.136,-12.836,196.78,21.518,-2.2989,9.6714,1.4895,-0.87632,32.43,8.8409,9.1226,3.0663,3.4054,0.90528,14.072,7.5669,4.9699,34.649
1.045,1.07,1.0598,-4.1888,-11.68,-12.284,196.24,28.975,-2.8456,10.786,2.0438,-2.1239,22.531,10.797,4.715,2.2616,4.7424,2.0178,7.5606,13.62,5.445,40.208
1.045,1.07,1.058,-5.028,-13.956,-14.401,234.49,56.051,-4.8452,10.196,0.82925,0.33288,23.741,9.5643,4.9538,4.821,7.9967,1.5536,11.61,9.6233,5.5255,32.324
1.045,1.07,1.0608,-5.0231,-14.785,-14.977,234.61,45.491,-3.4219,8.3663,2.5006,0.31907,23.771,7.6634,2.1724,5.0558,5.3128,1.8593,21.137,16.68,4.3234,25.182
1.045,1.07,1.0626,-4.3411,-11.756,-12.084,202.5,47.363,-3.7612,4.8379,1.7042,-1.7643,19.828,8.9267,5.7871,2.912,6.4109,1.0593,9.9401,6.4735,1.6628,18.284
1.045,1.07,1.0584,-4.1868,-12.191,-12.269,196.41,24.825,-3.3169,9.6452,1.8097,2.2066,21.132,8.2244,6.5435,2.7805,4.9039,1.9471,17.742,7.8253,7.5411,35.535
1.045,1.07,1.0567,-4.8242,-13.339,-14.012,224.98,49.6,-2.0168,8.9605,1.3784,0.3602,28.492,5.5845,4.9537,2.9539,7.764,1.963,8.9747,12.598,6.3919,29.161
1.045,1.07,1.0487,-5.6591,-17.021,-18.074,263.6,50.389,-4.5878,5.8301,1.7053,-0.032103,39.04,9.9071,7.8765,4.3804,7.1139,1.6797,17.014,25.657,4.9978,13.798
1.045,1.07,1.058,-4.9868,-13.977,-14.106,232.51,56.907,-2.6433,8.7287,1.6473,-0.41555,13.472,12.322,7.1296,4.8472,6.2419,1.3142,12.683,17.174,3.0487,27.288
1.045,1.07,1.0585,-4.7816,-14.423,-15.427,223.71,26.682,-3.2372,7.3264,1.3431,-0.37187,35.564,14.89,2.6287,3.8891,5.6586,0.92757,16.248,14.177,3.6908,22.121
1.045,1.07,1.0494,-5.4954,-15.158,-16.621,255.47,62.431,-3.3049,8.7852,1.6233,0.45562,44.263,7.1842,8.3333,3.7666,5.6089,0.46087,10.865,9.2589,5.2562,24.076
1.045,1.07,1.0591,-4.1379,-11.229,-12.022,193.47,32.577,-4.0763,7.9281,2.5028,0.55181,24.109,9.1969,4.2834,4.024,3.1169,0.93424,6.4223,8.7088,7.0788,30.503
1.045,1.07,1.0518,-5.4285,-16.022,-16.642,253.33,48.668,-5.4276,10.714,2.1355,2.4372,34.092,3.3575,8.1173,5.2269,9.0506,1.3121,15.449,21.461,5.3662,28.285
1.045,1.07,1.0549,-5.4839,-15.203,-16.206,254.65,69.501,-4.3998,4.1216,2.1335,-0.063983,27.678,8.5923,5.2759,0.99,5.5391,1.6534,10.636,24.478,3.0916,11.216
1.045,1.07,1.0589,-5.1992,-14.53,-14.268,242.3,66.865,-4.9518,9.3972,1.3813,0.12658,6.2824,16.539,6.6297,3.8564,5.5722,1.8144,19.018,13.086,3.978,28.55
1.045,1.07,1.0559,-5.1492,-14.537,-15.384,240.01,53.367,-4.3206,8.675,1.0838,-1.1393,32.438,8.1524,5.8821,3.1706,4.8339,1.048,14.487,14.787,3.8314,25.891
1.045,1.07,1.0533,-5.2676,-14.684,-15.197,245.05,63.028,-1.8131,7.0909,2.0501,2.1574,20.874,8.4451,6.9651,4.7214,7.4762,1.4467,9.8182,19.486,6.4223,20.358
1.045,1.07,1.0613,-4.5555,-13.782,-13.902,213.28,31.272,-5.7279,5.0907,1.5001,-1.3705,23.211,9.6892,5.4899,3.9169,9.3199,1.5205,16.487,16.887,2.2906,16.687
1.045,1.07,1.0577,-5.005,-13.848,-14.045,233.3,59.617,-4.727,9.1107,1.4224,-0.28361,18.109,7.7421,6.5378,3.3188,6.9038,1.7356,12.683,15.518,4.7863,28.814
1.045,1.07,1.0588,-5.1245,-14.231,-14.988,238.33,60.902,-2.789,4.3244,1.7027,-0.29763,30.046,4.3259,3.2241,2.9499,3.8528,1.5337,15.39,15.677,3.4889,13.149
1.045,1.07,1.0548,-5.0889,-15.512,-16.188,238.08,33.042,-5.35,9.7456,1.8983,-0.92309,34.812,11.171,6.0991,3.7729,7.6042,1.3337,18.582,19.064,4.4061,26.966
1.045,1.07,1.0538,-4.7079,-12.962,-13.363,219.62,49.793,-2.5121,8.8868,1.4054,0.36385,19.926,10.674,10.171,3.7113,7.6025,1.7434,7.8625,11.6,5.6353,29.61
1.045,1.07,1.0519,-5.8826,-15.826,-16.813,272.49,88.789,-3.106,4.3389,1.5347,0.042665,27.475,8.8707,6.1863,4.2785,4.8293,2.4523,10.893,17.905,4.8783,11.232
1.045,1.07,1.0574,-5.0755,-13.804,-14.462,236.22,61.592,-2.6729,7.8644,1.0456,1.6121,24.917,8.4663,5.6501,3.6887,4.2462,1.5184,13.476,9.5883,3.7683,24.715
1.045,1.07,1.0541,-5.7236,-16.147,-17.332,266.12,65.652,-1.9793,9.0797,2.0455,-0.86598,35.813,13.642,3.657,3.3311,7.9258,1.5084,12.206,15.202,3.6915,23.64
1.045,1.07,1.0509,-5.2619,-14.765,-15.873,244.85,56.505,-2.844,7.3354,2.4387,-1.0546,33.913,10.793,7.8917,4.2481,3.2356,0.70354,12.525,15.506,5.7635,20.768
1.045,1.07,1.0588,-4.4126,-12.81,-13.396,206.37,31.197,-6.0853,5.1106,1.5308,1.845,26.997,10.361,5.5818,3.1083,9.5095,1.5079,10.079,10.175,5.3532,17.861
1.045,1.07,1.0571,-4.3559,-12.741,-13.69,204.2,20.57,-3.8085,9.8186,1.0655,0.70337,31.853,10.346,5.1388,2.5872,4.6384,2.0401,10.797,15.052,5.7915,33.075
1.045,1.07,1.0565,-4.4605,-11.81,-12.44,208.2,46.65,-2.9079,10.651,1.5004,0.35325,23.988,8.7573,8.9897,3.1456,4.544,2.731,7.9452,4.1515,4.1396,38.831
1.045,1.07,1.0615,-4.665,-13.749,-14.426,218.23,33.234,-7.2958,6.957,1.727,-1.2877,32.755,8.7407,2.9772,3.0911,8.9769,2.2957,13.521,13.171,3.021,22.861
1.045,1.07,1.0607,-4.2956,-12.426,-12.91,201.28,27.085,-4.7253,8.7164,1.9432,-0.30764,21.255,8.0149,4.8093,4.1506,5.9589,1.9004,8.4552,20.268,3.814,30.376
1.045,1.07,1.0518,-5.1555,-14.847,-15.95,240.46,45.812,-4.0573,8.794,0.84622,-0.24089,34.848,8.9776,4.9062,4.4667,6.6555,1.6249,9.0779,20.579,8.7476,24.391
1.045,1.07,1.0551,-4.9177,-13.412,-13.941,229.43,53.995,-3.9655,12.377,1.5213,0.2176,26.051,8.4833,8.5204,4.1231,6.8259,1.4275,10.726,6.6364,5.1233,40.255
1.045,1.07,1.0497,-6.1029,-17.16,-17.954,283.44,80.108,-2.4269,9.5942,0.59907,0.23793,29.087,9.6332,7.9052,1.2667,6.0879,1.6058,16.927,23.966,4.3926,22.81
1.045,1.07,1.0505,-4.8003,-13.653,-14.684,223.97,41.21,-4.4236,7.1056,1.4287,-0.49562,37.153,4.7193,7.9824,3.9792,5.6796,1.3068,9.1647,15.701,9.3429,21.563
1.045,1.07,1.0549,-5.1644,-15.037,-15.626,240.87,49.098,-4.4277,7.648,2.2291,-0.23758,29.783,8.3798,5.9423,4.8185,9.8511,0.66146,12.125,17.956,5.6635,21.976
1.045,1.07,1.05,-6.0718,-16.797,-17.571,281.75,85.201,-4.3548,8.0922,1.0118,1.0032,25.421,11.853,8.264,3.243,3.681,1.0943,17.392,19.649,4.7523,19.841
1.045,1.07,1.0591,-4.5683,-13.083,-13.75,213.88,32.927,-4.2325,11.452,1.52,-1.1175,30.625,5.8413,3.6726,3.3679,3.9487,2.051,13.958,14.229,5.7715,38.643
1.045,1.07,1.0578,-4.8163,-13.084,-13.868,224.69,51.43,-6.1232,10.6,1.4353,-0.57237,31.789,6.309,6.774,5.1276,3.0024,1.3954,13.427,4.0679,3.3946,35.632
1.045,1.07,1.0552,-4.8638,-13.625,-14.58,226.99,43.977,-2.9581,10.039,1.4875,0.95651,32.434,12.399,6.2235,3.9943,7.7152,2.3192,9.3861,6.2903,5.2019,32.012
1.045,1.07,1.0552,-5.2547,-14.29,-14.996,244.41,66.693,-3.8834,8.3744,1.5533,-0.1566,24.559,11.497,7.7346,2.6389,6.7789,2.1173,10.475,11.89,3.1727,25.129
1.045,1.07,1.0605,-4.8505,-13.83,-13.806,226.59,49.402,-3.5878,10.003,2.0408,-0.33193,21.252,6.6607,4.1747,6.201,8.0666,1.1109,16.73,8.7999,5.3688,32.691
1.045,1.07,1.0533,-5.366,-14.82,-16.104,249.19,66.032,-3.9317,3.2603,0.85645,-2.4132,37.899,9.3308,6.3596,2.9666,5.9512,1.6812,9.9289,13.931,3.7214,9.2727
1.045,1.07,1.0564,-4.858,-13.47,-14.151,226.31,53.705,-4.6508,5.5506,1.0983,-1.2513,25.937,9.6073,7.4546,3.0508,8.5143,1.2265,7.518,13.798,3.8831,17.937
1.045,1.07,1.056,-5.621,-16.581,-17.025,261.91,58.669,-3.7612,8.2535,1.9664,-1.0106,31.717,4.105,5.3859,3.1853,5.3993,1.3348,23.219,24.346,2.0013,21.119
1.045,1.07,1.0629,-3.7779,-10.772,-10.471,177.43,23.819,-1.6159,7.6921,1.1347,-0.92263,12.443,5.9492,5.4389,4.5427,10.089,1.0084,7.8521,10.316,6.3199,32.047
1.045,1.07,1.0573,-4.7018,-13.462,-14.123,219.84,37.282,-3.3887,10.194,1.2669,0.53798,30.418,7.4127,6.1791,0.87127,4.9811,2.1126,15.698,13.234,4.3019,33.327
1.045,1.07,1.0539,-4.8958,-14.635,-15.934,228.83,28.825,-3.9184,7.4219,1.3028,0.16703,42.561,10.185,4.4804,2.8183,8.9659,1.6648,10.263,17.401,5.9508,21.216
1.045,1.07,1.0587,-4.4304,-12.907,-13.376,207.78,26.124,-2.1756,12.459,1.4519,-0.91201,26.262,11.122,4.5925,2.8719,3.4749,2.3726,16.629,11.662,6.0019,42.814
1.045,1.07,1.053,-5.2283,-14.47,-15.595,242.95,60.87,-2.9955,4.343,2.4804,0.48652,28.764,10.002,5.8061,4.3948,6.7456,1.7448,5.1908,20.371,5.5339,12.428
1.045,1.07,1.0507,-6.0688,-18.084,-18.912,282.48,62.769,-4.1702,8.579,0.92035,0.53916,36.866,9.3764,5.707,4.1068,9.594,1.5931,19.088,25.085,4.4756,19.51
1.045,1.07,1.0537,-5.1655,-14.647,-16.259,240.78,45.835,-4.524,8.6056,0.59276,-1.8812,41.031,9.4006,4.842,3.7259,6.5229,1.7543,4.2793,21.757,3.7955,24.159
1.045,1.07,1.0586,-4.6341,-13.68,-14.149,216.8,33.598,-4.6666,7.6725,2.5035,-2.6256,30.587,6.9664,3.3067,5.334,9.7031,1.1234,11.461,15.1,7.1031,24.782
1.045,1.07,1.0462,-5.5357,-15.325,-16.862,257.31,62.777,-4.5536,8.5895,1.9338,-1.1516,40.545,9.5129,9.5382,4.0356,2.7394,1.3147,9.4773,17.494,7.0512,22.59
1.045,1.07,1.0549,-5.4703,-14.734,-15.363,254.44,73.966,-5.9592,11.244,1.1186,-0.49461,29.017,6.2962,6.2848,3.0173,3.8669,1.7755,16.611,8.2456,5.7917,32.74
1.045,1.07,1.0589,-5.0496,-14.325,-14.409,235.35,57.887,-4.3942,6.6594,1.8794,0.50532,17.714,9.1939,4.7233,1.3616,8.5244,1.1521,16.022,16.578,5.3261,20.473
1.045,1.07,1.0624,-4.5964,-13.481,-13.918,214.86,36.01,-4.9926,4.3935,-0.043688,1.9176,26.734,6.7967,4.4069,3.7593,5.606,1.9973,17.945,12.898,1.1379,14.86
1.045,1.07,1.055,-4.8986,-14.167,-14.806,228.71,41.357,0.60238,9.2413,2.0398,-0.36959,31.982,5.019,6.8255,4.8801,6.7869,2.0764,12.987,16.682,4.2883,28.066
1.045,1.07,1.0517,-5.4422,-15.618,-16.616,253.25,57.884,-5.6981,6.0748,2.5047,-0.19624,30.662,12.732,5.8151,2.6614,6.1177,1.2576,12.765,21.598,6.7614,16.12
1.045,1.07,1.0538,-5.2293,-15.221,-15.902,243.93,48.692,-4.1592,8.882,2.0038,0.51197,29.381,11.214,6.0866,2.6251,9.1662,1.5611,13.206,18.457,6.0677,24.955
1.045,1.07,1.0563,-5.337,-14.719,-15.716,248.28,62.519,-4.7222,8.2808,2.269,1.2106,29.183,8.2885,4.2673,3.0677,7.3471,1.4711,8.2415,17.965,3.9513,23.932
1.045,1.07,1.0597,-4.618,-13.242,-14.006,216,33.719,-4.078,10.019,2.4285,0.53298,34.57,3.3088,4.1095,3.0951,6.0231,1.5131,13.426,12.514,3.5927,33.589
1.045,1.07,1.0533,-5.7409,-16.366,-16.98,267.01,69.829,-3.5602,8.1841,1.1846,-1.206,28.476,11.14,5.6063,4.9053,7.3752,2.0226,16.344,17.621,5.2366,21.258
1.045,1.07,1.0627,-4.3004,-11.827,-11.475,201.24,43.672,-2.4106,10.306,0.86684,1.2838,10.738,4.4449,5.8059,2.8424,7.0089,2.1732,14.147,9.2997,4.465,39.224
1.045,1.07,1.0562,-4.8121,-14.013,-14.596,224.91,37.6,-2.1928,9.3639,1.6394,0.96709,28.084,8.4812,5.48,2.5389,4.1001,2.1264,17.218,16.74,5.5749,28.962
1.045,1.07,1.0564,-4.635,-13.927,-14.321,216.81,30.951,-4.7748,5.5448,2.5088,0.81695,24.512,6.8662,6.1984,3.4059,5.2648,1.5118,15.939,24.157,5.7584,16.391
1.045,1.07,1.0545,-5.1999,-14.256,-15.093,242.16,60.072,-3.7412,10.528,1.7296,-0.56236,35.654,5.1566,6.2314,3.6477,6.6952,1.6935,12.737,6.9089,5.8738,31.863
1.045,1.07,1.0593,-5.0306,-15.024,-15.356,234.92,42.979,-4.5474,5.8646,1.3497,0.6934,24.843,10.123,3.0805,4.7401,7.5614,1.6995,18.435,18.765,4.552,17.226
1.045,1.07,1.0597,-4.4261,-12.346,-12.219,207.03,43.868,-4.8534,9.6158,1.6221,-1.0923,13.675,5.0798,6.8162,3.3123,6.5501,1.4348,11.731,16.161,5.8125,34.387
1.045,1.07,1.0597,-4.8496,-14.23,-14.376,226.65,42.39,-2.4014,8.4078,1.7092,-0.61489,23.955,7.1935,4.7698,4.9689,3.363,1.4574,22.299,14.708,3.6506,26.399
1.045,1.07,1.0572,-4.3511,-12.371,-12.958,203.47,32.89,-2.2893,6.9112,1.1946,-0.72868,29.702,6.3926,8.1868,2.7279,6.7473,2.2913,10.946,10.184,3.8408,24.611
1.045,1.07,1.0526,-5.138,-15.296,-16.54,239.8,37.642,-4.0844,6.883,1.5216,-1.3956,44.602,10.023,5.3841,4.8791,8.3289,2.2821,12.987,14.575,5.6108,19.026
1.045,1.07,1.0546,-4.8558,-13.846,-14.637,226.37,46.091,-3.8895,5.2488,2.0052,-0.73816,32.022,6.9123,5.7402,1.9525,7.1945,1.9819,11.465,16.232,7.071,16.219
1.045,1.07,1.0548,-5.7236,-15.463,-16.762,265.53,78.91,-4.7535,6.2678,1.3321,-1.2964,31.902,11.91,4.149,6.1752,4.1035,1.6532,8.83,14.629,3.0471,16.907
1.045,1.07,1.0516,-4.9103,-14.075,-15.129,229.03,42.399,-3.3247,6.9079,1.3791,-0.68463,35.229,9.7323,8.6645,3.1179,4.6556,2.0819,11.948,15.505,5.5976,20.668
1.045,1.07,1.0514,-5.7218,-16.27,-17.878,266.16,59.253,-5.0694,8.6344,0.96278,1.8849,41.709,12.627,4.2755,4.7259,5.728,1.3918,11.299,16.11,5.0808,22.026
1.045,1.07,1.0528,-4.9792,-14.329,-15.791,232.74,34.291,-5.8964,12.722,2.1761,-0.35012,49.209,8.2525,7.2625,4.4917,6.4733,1.6676,11.869,5.4643,4.2301,37.846
1.045,1.07,1.0573,-5.1025,-14.435,-14.708,237.52,60.32,-2.6211,4.704,1.8926,-0.99533,26.093,5.9227,5.1368,1.5967,9.3928,2.0497,15.79,13.608,5.3832,14.283
1.045,1.07,1.0611,-4.893,-13.246,-13.217,228.27,60.649,-3.3951,11.873,0.58565,0.74479,13.305,9.9643,5.0601,3.195,6.511,1.5432,14.637,7.4865,3.9852,39.797
1.045,1.07,1.0519,-5.2226,-14.461,-15.265,243.29,58.061,-3.8396,11.045,2.1845,-0.26615,28.767,8.4775,8.3089,1.1292,7.44,1.0401,9.3553,17.63,6.2134,32.151
1.045,1.07,1.0535,-4.964,-13.743,-14.584,231.29,53.129,-2.8469,8.1942,1.0059,-1.2842,27.605,9.0361,7.7827,4.4192,6.1737,1.7588,6.9681,16.641,5.5344,25.31
1.045,1.07,1.0585,-4.4397,-13.774,-14.044,208.03,21.627,-4.0523,3.9138,2.1023,-0.39538,26.167,9.7273,6.2188,3.3871,7.5054,1.5516,17.988,19.677,3.9005,12.293
1.045,1.07,1.0584,-4.5898,-12.858,-12.99,214.41,45.77,-5.1529,8.3623,1.7663,0.54922,13.786,13.603,5.3087,3.6322,5.5247,1.7207,13.147,11.298,7.5403,28.836
1.045,1.07,1.0572,-4.5785,-12.419,-12.404,213.3,56.424,-2.4052,5.4062,2.1498,-0.47016,16.342,2.7136,8.6433,1.803,6.525,1.4151,11.796,14.045,5.4717,18.835
1.045,1.07,1.0603,-4.0939,-11.529,-12.578,191.84,21.855,-6.4729,7.9062,1.0613,0.95029,26.223,10.931,4.5198,4.0175,4.1344,1.5926,3.7914,15.247,4.0035,29.608
1.045,1.07,1.0552,-4.8351,-14.384,-14.544,225.75,41.793,-3.7512,4.1526,1.6186,1.3478,20.436,11.864,8.2333,4.2923,7.2287,1.306,17.694,16.915,5.3262,12.607
1.045,1.07,1.0521,-5.6749,-16.144,-17.482,263.57,64.973,-1.2366,4.323,1.3905,-1.2237,42.888,5.4615,3.8425,2.5717,9.538,1.2085,9.8595,21.089,5.1668,11.011
1.045,1.07,1.0542,-5.3631,-15.755,-17.078,249.79,48.284,-5.512,4.4689,1.5257,-1.011,42.434,10.638,2.5659,3.5707,9.5071,1.9003,11.307,18.13,5.9058,11.963
1.045,1.07,1.054,-5.4752,-15.12,-16.418,254.31,67.249,-3.8924,4.9782,1.0157,-1.5716,42.357,6.6863,4.2146,2.587,10.668,1.1476,7.6707,10.899,5.3452,13.933
1.045,1.07,1.0522,-5.1214,-14.967,-16.052,238.89,42.948,-4.6315,7.1002,1.5903,-0.46299,36.671,15.459,7.8071,1.9563,8.7919,1.4833,12.517,12.742,4.6948,20.213
1.045,1.07,1.0498,-5.9728,-17.332,-18.33,277.81,65.563,-1.9403,9.8908,2.0947,-0.75244,38.641,11.635,7.4064,4.1692,3.9298,1.0182,22.218,16.876,3.6102,23.69
