V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,LoadMargin
1.045,1.07,1.0545,-4.825,-13.744,-14.534,225.57,38.284,-2.6047,12.606,0.96491,30.286,7.681,7.4744,3.5444,5.2974,1.5563,11.445,15.704,16.592
1.045,1.07,1.0591,-4.4111,-12.988,-13.155,206.42,32.738,-5.2764,5.2606,-0.59432,26.918,5.7275,6.7901,1.6584,7.8722,1.4292,17.612,11.174,27.408
1.045,1.07,1.0543,-4.8573,-14.081,-14.868,226.79,40.173,-3.8115,7.4664,-0.20733,28.57,13.698,7.4617,3.8594,6.6017,1.3157,11.785,14.882,20.212
1.045,1.07,1.0594,-4.5298,-13.429,-13.79,212,30.75,-3.1805,6.7357,0.14621,23.286,11.072,4.3193,2.464,4.024,1.4115,18.56,16.314,13.228
1.045,1.07,1.0559,-5.2815,-15.467,-16.299,246.31,48.067,-4.2017,7.887,0.19011,32.414,8.0439,3.4377,3.491,5.4797,1.4309,16.337,22.246,15.023
1.045,1.07,1.058,-5.007,-13.768,-14.339,232.99,60.37,-2.9024,5.6324,-0.077454,24.902,3.88,4.2901,3.8792,7.2251,1.4313,9.2715,17.297,22.624
1.045,1.07,1.054,-5.4141,-16.034,-16.749,252.37,50.645,-2.6274,7.0378,-0.71367,35.51,12.329,5.197,3.6663,8.0094,1.6823,19.903,13.344,21.574
1.045,1.07,1.0577,-4.6342,-13.383,-14.132,216.7,33.352,-3.7798,8.7041,2.2728,28.332,5.7122,4.8817,4.1336,6.2182,2.0241,9.9964,18.943,20.043
1.045,1.07,1.0569,-4.9546,-13.722,-14.475,231.12,50.953,-3.4882,10.882,-0.48235,27.947,11.572,5.1616,2.0626,3.9259,1.5819,14.417,9.6167,12.485
1.045,1.07,1.0543,-5.166,-14.92,-16.223,240.87,43.319,-2.5841,8.0565,1.511,35.999,14.011,3.9181,3.5468,6.1153,1.8665,11.111,15.802,17.324
1.045,1.07,1.0562,-5.0892,-14.089,-14.48,237.27,58.134,-3.1775,11.131,-0.32105,20.609,5.5085,6.4562,4.2593,4.4352,1.8265,12.18,20.26,13.451
1.045,1.07,1.0541,-5.0173,-14.673,-15.589,234.29,39.06,-2.975,9.0244,1.5987,31.834,10.309,6.1758,3.6396,6.8141,1.5367,12.082,19.153,19.701
1.045,1.07,1.0545,-5.3345,-14.87,-15.579,248.5,59.904,-2.2417,11.326,0.64324,28.341,7.1724,6.08,2.1809,4.2956,1.1782,15.343,17.106,12.311
1.045,1.07,1.0554,-5.3688,-15.054,-15.787,249.66,64.863,-4.5824,5.4108,-0.11311,27.557,11.073,5.1966,4.9322,5.5179,1.4959,14.534,13.569,15.81
1.045,1.07,1.0572,-4.9883,-14.074,-14.892,232.86,47.131,-6.4593,10.594,0.44891,36.085,6.6302,5.0345,3.6459,5.2573,1.7159,16.474,6.2476,16.558
1.045,1.07,1.0599,-4.9181,-13.231,-13.656,228.5,66.932,-3.1601,2.407,0.090688,15.671,10.505,3.2752,3.656,5.772,2.0403,9.5877,13.717,18.846
1.045,1.07,1.0565,-5.1577,-14.826,-15.544,240.7,48.26,-4.0912,10.351,0.54054,29.882,11.142,4.5479,6.6638,6.1386,1.3695,14.465,12.017,18.168
1.045,1.07,1.0581,-4.8264,-14.034,-14.972,225.78,34.281,-5.9624,11.022,-0.60401,37.746,9.7361,3.5802,2.7345,8.2403,1.2239,13.147,9.7965,26.051
1.045,1.07,1.051,-5.5715,-16.316,-17.139,259.36,57.423,-3.3125,6.307,-0.59123,35.292,8.545,7.4296,5.7916,7.2005,1.76,16.16,19.672,18.546
1.045,1.07,1.0556,-4.6336,-13.156,-14.049,216.35,38.089,-2.2351,7.1704,-0.9361,35.307,5.3713,6.7149,3.3122,8.1637,1.8781,8.2017,12.775,26.837
1.045,1.07,1.0539,-5.0558,-14.562,-15.445,235.98,44.64,-5.1266,9.4195,-0.35807,29.145,13.175,6.9587,2.6272,7.5685,1.6348,10.128,18.7,22.133
1.045,1.07,1.0615,-4.3854,-11.845,-12.311,204.81,44.474,-3.4249,8.6075,-1.5882,17.386,9.0405,3.4547,2.9103,2.998,1.452,8.7941,14.335,11.038
1.045,1.07,1.0483,-6.182,-18.476,-19.888,287.58,59.891,-4.2222,8.1348,-0.45639,49.976,10.121,4.8462,3.9476,7.4014,2.0766,20.902,20.665,16.226
1.045,1.07,1.0601,-4.7501,-13.005,-13.438,221.43,54.205,-4.7083,7.0881,-0.84167,18.503,11.28,3.9427,3.9658,5.6888,2.3296,10.217,11.962,19.269
1.045,1.07,1.0545,-6.0093,-16.702,-17.118,278.97,85.942,-4.7287,7.8843,0.21556,23.685,10.641,5.0022,3.325,7.978,1.7633,18.036,15.515,20.187
1.045,1.07,1.0556,-4.9605,-13.929,-14.145,231.36,54.942,-5.6687,8.575,0.53869,17.689,9.3278,8.6214,3.8697,6.9883,2.2942,12.332,16.651,21.887
1.045,1.07,1.0527,-5.2833,-14.645,-15.632,245.76,61.307,-2.9536,7.3305,-0.9169,32.467,8.3997,7.1984,3.2958,5.9255,1.7317,10.432,15.612,17.098
1.045,1.07,1.0604,-3.9149,-12.294,-12.649,184.37,2.8462,-3.4109,7.0413,-0.93334,27.576,6.8809,5.0239,4.1039,7.1686,1.5264,13.135,20.157,24.411
1.045,1.07,1.0621,-4.451,-12.84,-12.796,208.1,39.586,-2.7033,5.8309,-0.47519,14.976,8.4867,3.512,1.8057,6.4081,1.9524,15.864,17.291,22.215
1.045,1.07,1.0574,-5.1407,-14.945,-15.455,239.93,48.074,-3.6381,9.1856,0.19537,24.999,11.426,3.9529,3.0072,10.36,1.5368,11.894,19.425,30.11
1.045,1.07,1.0624,-4.2808,-12.2,-12.925,200.35,29.461,-4.884,6.8224,-1.0706,29.744,8.3668,1.6948,3.1355,3.7715,2.398,13.479,9.2266,13.891
1.045,1.07,1.0543,-5.4943,-15.589,-16.323,255.72,62.723,-3.9771,8.1827,0.15462,35.637,3.6352,5.6419,3.2855,4.7602,1.3993,19.618,14.73,13.119
1.045,1.07,1.055,-5.1001,-14.17,-15.245,237.64,52.388,-3.9602,9.3256,0.63517,30.227,10.136,5.399,2.8092,4.8229,0.24556,9.3394,16.922,14.469
1.045,1.07,1.0546,-5.5669,-15.135,-15.95,258.68,74.601,-5.9501,8.6513,0.60958,25.751,9.5912,5.7523,2.8235,6.3721,1.7434,10.846,16.131,17.818
1.045,1.07,1.0575,-4.7959,-13.529,-14.279,223.4,49.144,-4.8162,2.9654,0.035355,30.453,9.4822,5.1339,2.2604,5.502,1.4622,14.887,9.0894,17.919
1.045,1.07,1.053,-5.1734,-15.508,-16.685,241.65,35.632,-5.1214,8.4956,-0.22539,43.449,6.0619,5.6719,4.1922,8.3732,0.19757,12.757,21.309,22.476
1.045,1.07,1.057,-4.5185,-13.429,-13.635,211.44,31.714,-3.3304,6.0985,0.89906,25.995,7.6317,7.8684,2.7608,6.9835,1.7085,18.366,12.457,23.177
1.045,1.07,1.0551,-5.5871,-14.99,-15.317,259.41,83.723,-3.5826,8.2985,-0.55426,22.183,4.8168,6.7026,4.7068,5.8518,1.9994,14.472,12.564,16.546
1.045,1.07,1.0571,-4.6384,-13.787,-14.541,216.84,29.985,-2.2975,5.4883,0.97835,33.165,9.7742,4.8177,2.4895,4.4782,0.89551,18.321,13.141,14.205
1.045,1.07,1.0549,-5.5718,-15.641,-16.112,259.02,71.883,-5.0981,6.3839,0.10347,25.625,9.8261,6.0372,4.2352,8.3465,2.7533,15.511,13.742,23.019
1.045,1.07,1.0568,-5.1725,-14.756,-15.381,241.32,51.943,-5.4989,10.128,0.0029739,34.611,9.3202,5.0043,1.6738,6.3213,2.5646,20.771,5.2825,18.994
1.045,1.07,1.0561,-4.8025,-13.539,-14.037,224.28,45.626,-4.0462,9.9986,-0.081181,20.269,9.8941,7.0747,3.1729,4.3194,1.504,11.392,19.894,13.655
1.045,1.07,1.059,-4.6106,-13.698,-13.984,215.82,31.779,-3.3584,7.9783,0.84531,23.31,8.0305,4.8199,3.5031,7.2234,1.776,15.203,18.926,23.125
1.045,1.07,1.056,-4.2615,-13.244,-13.788,200.29,10.11,-4.9648,8.5535,0.034985,28.842,13.203,8.032,3.5681,5.9982,2.364,15.666,16.691,19.244
1.045,1.07,1.0564,-4.7455,-13.634,-14.581,221.63,36.731,-2.788,7.8147,1.3248,42.531,3.2347,5.3697,3.133,7.6674,1.4928,14.74,5.1678,24.729
1.045,1.07,1.0571,-4.8944,-14.172,-15.42,228.27,39.36,-3.8661,4.9359,-0.44994,37.186,10.683,2.379,4.0686,5.3986,1.7813,11.059,15.893,16.33
1.045,1.07,1.0459,-5.544,-15.831,-17.636,257.69,54.012,-2.3437,5.4927,1.8864,48.317,9.9768,9.4565,2.2073,5.7718,1.7494,10.802,15.88,14.59
1.045,1.07,1.0602,-4.9055,-13.586,-14.008,228.64,55.203,-3.0211,7.802,0.12828,19.707,8.3034,2.8576,3.8659,4.1016,0.87425,13.482,15.92,13.212
1.045,1.07,1.0566,-4.7936,-13.414,-14.13,223.17,52.043,-4.7794,2.4021,-0.86344,30.012,8.2242,6.4094,3.8314,8.5467,1.6244,9.6758,9.7318,27.938
1.045,1.07,1.0535,-5.1468,-13.983,-15.74,239.38,55.042,-5.6356,7.1348,-0.61177,43.669,8.7934,4.5536,3.312,3.4604,2.8088,6.7497,10.653,10.32
1.045,1.07,1.0597,-4.4418,-11.701,-12.131,207.4,49.087,-4.2488,11.206,-0.95588,17.714,8.611,5.9377,3.2121,2.6128,1.4229,9.0258,8.9248,9.6934
1.045,1.07,1.0544,-5.5565,-15.866,-17.185,258.38,60.505,-5.3373,5.1677,-1.4267,39.853,11.257,2.8201,2.8014,7.163,2.2962,12.748,16.947,19.063
1.045,1.07,1.0508,-5.9672,-16.838,-17.631,277.34,75.204,-5.1056,9.7307,0.72028,30.89,11.859,7.6146,3.7844,6.3669,0.77689,17.763,15.513,15.88
1.045,1.07,1.0569,-5.23,-14.46,-15.04,243.53,62.939,-5.1141,8.9122,-0.57068,23.691,9.7286,5.0162,4.0606,5.2333,0.9469,13.079,14.842,15.696
1.045,1.07,1.0544,-5.6801,-16.748,-17.01,264.58,61.892,-1.8681,8.4347,-1.3311,28.237,10.549,5.225,4.9699,4.7831,1.2993,26.151,16.742,12.28
1.045,1.07,1.0587,-4.4348,-12.487,-13.083,207.16,37.632,-4.8375,5.7627,1.6868,22.463,6.1022,5.5725,3.1964,4.8819,1.4483,9.2033,18.046,16.927
1.045,1.07,1.0576,-4.8494,-13.25,-14.132,226,52.366,-2.6678,8.5529,-2.4546,29.306,9.8834,4.1789,3.3261,2.7318,1.4069,11.859,10.666,8.9242
1.045,1.07,1.0515,-5.9166,-16.615,-17.68,274.86,73.47,-3.2937,8.6993,0.36171,37.286,8.5045,5.6848,2.6641,5.4008,1.1692,17.56,15.686,13.558
1.045,1.07,1.0528,-4.9576,-15.228,-16.287,231.75,28.178,-4.6177,5.4038,-1.2664,41.885,7.0054,6.2894,4.0877,8.3544,1.8917,13.503,23.839,22.265
1.045,1.07,1.0602,-4.7933,-13.781,-13.559,223.6,51.884,-1.6732,4.9968,0.36224,11.126,10.758,4.7785,3.0105,8.75,1.2718,15.873,17.04,28.14
1.045,1.07,1.0612,-4.0725,-11.812,-12.251,190.56,26.26,-3.3417,2.3922,-0.10486,21.052,10.078,4.1334,2.7378,5.1622,3.0293,11.476,14.734,19.254
1.045,1.07,1.053,-5.0639,-14.175,-15.274,235.9,51.416,-5.0484,7.464,-0.32038,33.911,9.3546,7.6448,2.7297,7.9962,1.8434,7.0681,15.419,23.961
1.045,1.07,1.056,-4.8127,-14.046,-14.645,224.61,41.902,-5.1523,4.5411,-0.29987,31.862,4.1387,6.7405,4.6655,6.408,1.0357,14.599,16.967,19.891
1.045,1.07,1.0644,-4.3116,-11.944,-11.786,201.56,43.829,-3.0213,7.382,-0.2944,11.634,7.4001,2.709,1.7445,7.4184,1.4084,12.774,12.085,27.934
1.045,1.07,1.0596,-4.6189,-12.156,-12.519,215.32,56.57,-3.4995,9.8087,-0.47758,14.592,4.9266,5.2765,2.7246,4.4541,1.1488,5.8611,18.004,15.59
1.045,1.07,1.0624,-4.1729,-11.488,-11.507,195.25,38.581,-3.9935,8.1361,-0.30185,14.16,6.5227,4.8922,3.7211,4.1781,2.4188,12.258,10.985,16.243
1.045,1.07,1.0548,-4.2197,-13.206,-14.439,198.17,3.3512,-3.9946,5.8617,-0.24673,42.493,10.397,6.5311,5.1755,6.3603,0.60521,10.778,16.573,19.551
1.045,1.07,1.0608,-4.6055,-13.065,-12.963,215.8,40.034,-3.8234,14.862,0.0017582,20.037,5.5625,5.6088,1.1712,6.5241,0.82857,18.655,10.186,22.637
1.045,1.07,1.0562,-4.8719,-13.926,-14.628,227.35,44.548,-2.9309,7.6783,-0.50313,23.06,13.104,5.4766,4.5981,6.5212,1.7069,8.7978,19.44,20.025
1.045,1.07,1.0549,-5.4197,-15.266,-16.141,252.29,60.798,-4.8907,8.403,0.92571,29.109,9.6036,4.8336,3.3363,5.8682,1.6105,13.059,18.524,16.383
1.045,1.07,1.0556,-4.9729,-14.049,-15.15,231.84,46.337,-4.2371,7.4639,0.27218,33.153,10.184,4.9407,3.0459,5.7787,0.98492,9.8813,15.29,17.645
1.045,1.07,1.0567,-4.4071,-12.432,-12.967,206.11,34.072,-2.2982,8.7835,1.8065,21.578,10.041,7.7648,4.4809,4.9292,1.0526,9.5509,12.91,17.294
1.045,1.07,1.0544,-5.0606,-14.307,-15.292,236.05,47.636,-3.7576,9.9402,-0.052637,24.916,14.464,5.7678,2.9614,4.8819,1.3602,8.2217,22.05,14.219
1.045,1.07,1.0557,-5.0423,-14.547,-15.468,235.38,42.884,-2.7131,9.8121,-0.15795,36.034,6.9064,4.7309,4.7574,7.6823,1.5394,11.578,15.137,22.85
1.045,1.07,1.0555,-4.9592,-14.189,-15.101,231.58,42.63,-4.6157,10.187,-0.52025,35.9,5.266,5.7745,4.6911,5.2818,1.8393,12.795,14.988,16.142
1.045,1.07,1.0535,-5.0539,-13.668,-13.749,235.06,68.67,-2.8305,6.9565,1.1396,16.13,9.103,11.175,3.299,7.1334,1.6756,13.167,8.7333,22.476
1.045,1.07,1.0549,-4.3689,-12.902,-13.619,204.32,26.748,-4.2925,3.6278,0.23717,32.382,5.6825,8.7734,2.487,7.5924,2.0878,10.746,16.847,25.045
1.045,1.07,1.0619,-4.3684,-12.927,-12.683,204.79,31.113,-2.4131,8.7453,-0.5232,15.155,7.5929,4.5839,5.605,5.7843,1.3498,18.048,15.298,20.216
1.045,1.07,1.0535,-5.6416,-15.854,-16.831,262.65,64.841,-7.0465,11.151,-0.45278,38.363,2.6575,5.6313,5.1647,3.6924,1.4224,16.808,16.686,9.9188
1.045,1.07,1.0528,-4.9591,-13.852,-15.343,231.24,43.149,-3.1743,9.516,-0.21479,42.58,8.7296,6.3664,2.8654,1.7133,1.742,12.29,10.303,5.202
1.045,1.07,1.0556,-5.0428,-14.176,-14.221,234.9,60.505,-3.0367,6.6291,-0.44215,14.276,8.9925,8.105,4.5618,7.5,3.0745,12.206,19.742,22.753
1.045,1.07,1.0566,-4.8911,-13.443,-14.288,227.67,53.843,-2.6549,5.4655,2.0022,25.626,9.3262,5.3379,4.1124,8.9665,1.3364,4.7761,13.54,28.71
1.045,1.07,1.0535,-5.1973,-14.916,-15.774,242.25,51.013,-4.7501,7.7121,-0.054918,35.712,8.5957,7.1916,3.8102,4.7407,1.2795,17.54,11.71,13.764
1.045,1.07,1.0574,-5.0259,-13.868,-14.373,234.13,59.031,-4.7257,8.0828,-0.96124,23.511,8.4641,5.6405,3.1988,7.9203,0.7582,9.9767,14.275,24.907
1.045,1.07,1.0552,-4.7516,-13.868,-14.61,221.99,36.063,-2.1296,7.3138,0.05368,31.465,10.619,6.7575,4.4904,7.1124,1.1632,12.689,12.741,22.326
1.045,1.07,1.0567,-4.8823,-12.902,-13.978,227.19,58.952,-5.3176,7.8493,-0.25409,25.825,10.251,5.3753,4.2758,6.1785,0.55628,1.6343,12.549,20.318
1.045,1.07,1.0536,-5.0459,-14.841,-15.846,236.03,34.133,-4.6706,13.089,1.4076,36.912,11.726,6.6366,2.1963,4.4605,1.3025,17.664,13.643,12.929
1.045,1.07,1.0609,-4.254,-11.88,-12.045,199.05,35.966,-3.2058,8.3015,1.3045,17.11,6.4095,5.4607,3.702,1.897,1.5487,15.392,11.616,7.1153
1.045,1.07,1.0567,-4.8508,-13.367,-14.227,226.31,48.221,-4.2264,10.334,0.53813,28.107,7.2123,5.5932,4.5642,5.7323,1.4767,7.4578,14.335,18.555
1.045,1.07,1.0545,-5.2796,-14.816,-15.914,245.73,57.26,-3.6557,7.309,-1.1588,33.665,10.382,4.7933,1.7789,6.0277,1.7272,11.27,17.258,17.234
1.045,1.07,1.0554,-5.4808,-15.39,-16.43,254.59,65.988,-3.2436,3.575,0.65298,36.778,9.252,3.3924,2.5158,7.73,1.7809,14.927,10.336,21.506
1.045,1.07,1.0552,-4.963,-15.123,-15.999,232.12,28.845,-2.7767,8.0144,0.92812,39.54,6.9934,4.5891,3.9206,7.5366,1.6707,17.305,18.451,21.243
1.045,1.07,1.0604,-4.2836,-11.741,-11.953,200.36,38.955,-3.5636,9.5039,1.6996,12.39,12.441,6.008,2.844,5.2432,1.1546,9.5329,10.335,19.753
1.045,1.07,1.0565,-5.1231,-15.105,-15.48,239.07,47.03,-3.8979,6.9171,1.2311,23.812,8.9899,5.1961,3.7379,6.0302,0.86036,18.022,21.867,17.143
1.045,1.07,1.0572,-4.8775,-13.23,-13.94,227.13,56.547,-3.9002,7.3825,0.69809,19.036,12.772,5.459,1.4622,5.1418,1.542,8.0298,16.063,16.64
1.045,1.07,1.0565,-5.0604,-14.29,-14.587,235.73,57.895,-3.1968,6.3216,-0.73705,18.958,12.199,6.3419,3.0021,6.3307,1.9075,14.74,16.105,19.277
1.045,1.07,1.0533,-5.3383,-16.126,-16.959,248.9,43.999,-2.271,4.7966,0.008894,33.434,13.271,4.8099,2.3378,4.882,2.223,21.232,22.341,12.585
1.045,1.07,1.0564,-5.1528,-14.935,-15.444,240.28,50.675,-4.4659,7.0448,1.5781,25.459,9.3568,5.2136,3.864,6.4208,1.1915,16.338,18.133,18.695
1.045,1.07,1.0515,-5.2036,-15.178,-16.386,242.8,42.663,-3.7971,9.3653,-1.2859,35.563,12.833,6.8147,2.9232,3.8683,1.7523,13.024,22.063,10.445
1.045,1.07,1.0566,-4.9704,-14.028,-15.229,231.54,47.493,-3.0302,5.5624,-0.76913,35.925,7.5515,3.043,4.7324,3.0345,1.8696,11.522,16.031,9.2381
1.045,1.07,1.0588,-5.0271,-13.941,-14.059,234.18,61.337,-2.9069,7.7341,0.34277,17.599,3.8067,4.888,4.4068,7.048,2.3412,12.591,18.545,21.965
1.045,1.07,1.0621,-4.6016,-13.15,-13.076,215.09,44.488,-5.3424,7.5068,0.69269,16.862,8.5124,4.1331,3.6516,7.8979,0.99618,16.382,10.32,27.397
1.045,1.07,1.0602,-4.3489,-11.828,-11.904,202.99,47.653,-3.7793,6.118,-0.66477,14.563,4.7837,6.5103,2.6837,5.6099,1.3909,9.7611,14.724,20.75
1.045,1.07,1.0604,-4.4698,-12.589,-13.258,208.82,38.472,-4.6388,6.392,-1.7069,31.518,9.428,3.5788,2.2981,6.0039,2.0288,14.115,4.1902,21.379
1.045,1.07,1.0569,-5.3662,-14.954,-15.419,249.38,69.866,-3.8477,4.2138,0.049878,22.845,10.621,4.5573,3.3598,5.9143,1.5308,16.491,13.693,17.119
1.045,1.07,1.0554,-4.8721,-14.722,-15.904,228.33,21.706,-4.3319,12.899,0.36776,41.518,13.13,4.1438,4.0477,6.5899,1.3137,14.874,13.193,19.18
1.045,1.07,1.0564,-4.6811,-13.083,-13.956,218.62,40.583,-2.1984,9.8661,-0.49278,24.201,11.907,5.4029,2.5365,1.8481,2.3801,10.315,18.622,5.9779
1.045,1.07,1.0586,-4.5699,-13.11,-12.997,213.42,45.635,-4.5471,5.0078,-0.40876,13.968,8.8687,7.5128,3.0383,3.9104,2.3092,18.554,16.022,13.205
1.045,1.07,1.0537,-5.3172,-15.218,-15.781,247.96,54.518,-3.9938,10.909,1.0939,29.014,5.7384,7.4605,5.2201,8.1865,1.4594,12.95,18.187,23.139
1.045,1.07,1.0592,-4.8306,-13.387,-13.967,225.08,52.75,-3.763,5.9697,0.95003,26.582,8.0972,4.0096,2.683,9.6887,2.1052,9.7908,8.8871,31.967
1.045,1.07,1.0571,-4.3628,-12.852,-14.055,204.21,20.964,-4.458,5.6174,-0.56888,36.354,8.881,4.4159,3.4298,3.0679,1.9221,10.561,17.946,9.9841
1.045,1.07,1.0577,-4.6428,-13.657,-14.103,217.02,35.562,-4.6016,5.7698,0.54005,29.638,8.7244,6.1574,3.1548,7.5281,1.2721,16.907,10.23,24.688
1.045,1.07,1.0584,-5.0086,-14.918,-15.137,234.12,41.373,-3.1572,8.9431,0.51186,24.823,8.3886,3.9228,5.6611,6.4223,2.4438,19.735,17.481,19.017
1.045,1.07,1.056,-4.9513,-13.862,-14.456,230.48,56.183,-4.8516,3.8217,-0.26782,23.17,9.1241,6.5463,3.1372,3.4598,1.7126,14.05,17.367,10.754
1.045,1.07,1.051,-5.8945,-16.165,-17.089,273.71,79.877,-3.921,9.8171,-0.077987,28.883,9.7371,7.2203,3.7328,4.0339,1.3541,14.045,18.53,10.317
1.045,1.07,1.0607,-4.9508,-13.702,-14.334,230.85,53.399,-4.7349,9.1122,0.82514,23.967,7.4347,1.7093,3.0735,3.4797,1.0424,14.027,15.224,11.146
1.045,1.07,1.0496,-4.7964,-14.712,-15.931,224.4,21.869,-5.4243,6.0753,0.82879,47.8,10.773,10.499,3.7674,7.53,1.9322,16.753,9.2948,21.281
1.045,1.07,1.0542,-5.0472,-14.631,-15.789,235.54,40.026,-3.9467,8.4661,2.3469,34.068,10.493,5.2947,1.5088,7.6686,1.3907,9.7181,20.304,21.987
1.045,1.07,1.0548,-5.4843,-15.662,-16.524,255.34,59.401,-4.3655,8.2098,0.54713,30.746,7.4163,4.2186,5.0917,3.6551,1.6166,15.998,21.179,9.8717
1.045,1.07,1.0584,-4.6045,-12.974,-13.219,215.23,42.415,-3.9617,9.6599,1.0802,20.681,5.5512,6.7697,3.4812,6.472,0.81006,12.202,14.878,22.066
1.045,1.07,1.0551,-4.4844,-13.093,-13.435,210.12,30.093,-3.8232,10.888,-1.6185,23.461,8.9605,9.5667,2.6908,4.9898,1.671,13.562,18.632,16.281
1.045,1.07,1.0617,-4.5297,-12.838,-12.536,211.74,46.339,-3.0628,7.9858,-0.7086,11.092,8.5666,5.158,3.1462,7.9459,1.0909,14.909,13.908,27.834
1.045,1.07,1.059,-4.615,-13.082,-13.094,215.69,44.918,-4.9141,8.5803,0.40477,15.687,9.273,6.9768,4.4437,6.3031,1.1739,14.32,12.907,21.571
1.045,1.07,1.0551,-5.1669,-14.245,-15.149,240.38,60.695,-5.7654,6.1404,0.92221,27.692,8.3457,6.1182,2.4377,7.0921,1.615,8.2981,17.376,21.231
1.045,1.07,1.0619,-3.9197,-11.223,-11.002,183.92,25.887,-3.6774,7.2995,1.8021,5.06,11.329,6.5514,2.3472,5.2522,1.4558,11.502,17.156,20.411
1.045,1.07,1.0629,-4.2417,-12.133,-11.594,198.71,38.69,-4.9468,7.9983,-0.73309,9.661,6.6183,5.9682,3.2596,6.0287,2.0565,18.58,11.197,22.7
1.045,1.07,1.0571,-4.504,-13.65,-14.314,211.01,21.991,-3.9862,6.7616,0.68984,26.116,14.615,5.386,4.5422,5.6203,1.9322,13.794,18.289,17.633
1.045,1.07,1.0544,-5.3703,-13.936,-15.251,249.12,77.044,-5.2654,6.903,-0.53829,34.428,6.8543,5.4211,2.0364,1.6897,0.27654,10.057,8.4665,5.0243
1.045,1.07,1.0565,-5.386,-15.827,-16.45,251.12,52.911,-5.0551,7.5092,-1.5876,32.449,8.1421,3.45,4.1016,5.8662,1.3042,19.65,19.455,16.013
1.045,1.07,1.0488,-5.8049,-16.65,-17.789,269.85,65.616,-4.8329,6.9485,0.19477,31.556,15.245,8.0884,4.6534,7.4646,1.5168,10.78,22.531,18.323
1.045,1.07,1.0511,-5.0019,-14.823,-16.196,233.88,29.57,-2.719,11.359,-0.2214,43.451,10.125,7.25,2.1097,5.7442,1.0835,12.393,18.626,15.884
1.045,1.07,1.0587,-4.4376,-12.247,-13.21,207.24,37.117,-3.1555,7.5452,0.29814,32.918,6.3388,4.4583,2.9048,8.2351,1.9751,5.2433,8.6511,29.354
1.045,1.07,1.0497,-5.7077,-16.129,-17.273,265.53,64.262,-4.4553,10.038,0.032036,32.309,9.8769,7.6683,4.5462,6.0587,2.1549,9.4435,24.623,15.277
1.045,1.07,1.0512,-5.4904,-15.974,-17.373,255.37,52.995,-2.0483,4.1763,0.50091,43.376,10.79,5.2568,2.8332,7.9766,1.5923,13.179,16.485,20.735
1.045,1.07,1.0529,-5.6744,-16.321,-16.721,264.21,66.335,-4.9706,9.6061,-0.85199,29.563,8.7624,7.5672,2.7132,4.9411,1.9673,23.567,15.551,13.007
1.045,1.07,1.0552,-4.9635,-14.308,-15.019,231.41,46.749,-4.2518,5.1724,1.161,27.321,9.9357,6.3978,3.5372,7.0888,2.2834,12.103,17.828,21.346
1.045,1.07,1.0665,-3.7258,-10.873,-10.291,175.24,20.746,-3.2004,7.4604,0.26576,3.3923,5.9734,3.244,3.4057,4.3662,1.9933,15.294,18.619,17.497
1.045,1.07,1.0524,-5.6906,-15.953,-16.749,264.41,72.768,-5.0457,6.5054,-1.0865,31.662,10.793,6.9868,3.3683,6.6288,1.5437,16.072,13.716,17.65
1.045,1.07,1.0565,-4.5321,-13.015,-13.894,211.73,33.751,-2.6328,6.0191,-0.47454,34.306,6.9238,5.9664,3.9729,5.1896,2.7427,11.854,11.711,17.359
1.045,1.07,1.0592,-4.9095,-14.457,-14.385,228.99,49.407,-3.5075,3.1212,1.1505,16.464,9.9669,4.807,5.0529,7.5291,2.0861,19.025,16.917,23.15
1.045,1.07,1.0599,-4.3355,-11.685,-12.224,202.48,42.091,-2.6095,8.4778,0.13119,21.115,7.9411,5.1906,2.7291,4.5814,1.8063,8.1432,9.6962,17.113
1.045,1.07,1.0533,-5.719,-15.831,-16.748,265.66,73.582,-3.0633,8.0461,0.87686,26.089,15.16,5.2112,4.4426,6.2899,1.328,12.069,14.991,16.695
1.045,1.07,1.0528,-5.116,-15.023,-16.169,238.74,40.013,-4.1544,7.7494,0.65773,37.006,11.201,6.2967,2.8803,6.9041,2.1486,12.425,18.649,19.306
1.045,1.07,1.0607,-4.194,-12.045,-12.266,196.39,29.045,-2.3706,6.856,1.8442,17.054,12.334,5.223,3.3666,6.1194,1.5239,12.719,9.938,22.801
1.045,1.07,1.0545,-5.6472,-15.57,-16.357,262.52,72.685,-3.5748,9.654,0.12378,26.228,10.649,4.9467,5.5787,6.3653,1.2568,11.393,16.123,17.305
1.045,1.07,1.0565,-4.6625,-13.815,-14.323,218.16,31.388,-3.1448,8.233,0.82217,24.171,8.5763,6.116,3.9961,4.4899,2.2565,14.318,22.811,13.62
1.045,1.07,1.0545,-4.9588,-14.274,-15.329,231.27,42.69,-3.1227,6.6234,-0.016962,34.293,12.915,5.7048,2.412,3.3897,1.9601,15.818,12.75,10.192
1.045,1.07,1.0525,-4.7544,-13.842,-15.001,221.93,34.796,-5.5009,5.0358,0.70739,33.81,8.3024,8.2753,3.6176,7.2222,1.953,5.8602,22.852,21.112
