V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.059,-4.6822,-12.962,-13.287,218.63,49.134,-5.6692,9.3175,-1.5619,16.906,11.052,3.3148,5.7981,9.9032,15.623,166.62
1.045,1.07,1.0556,-4.8603,-13.589,-14.583,226.12,51.603,-3.4838,1.8706,-0.10284,33.314,8.9952,6.5487,5.1584,10.583,8.3095,164.46
1.045,1.07,1.0581,-4.8675,-14.676,-14.595,228.06,35.097,-3.6708,12.042,-0.07353,19.743,8.2323,2.6526,8.4453,18.904,22.679,103.27
1.045,1.07,1.0562,-4.8248,-14.428,-15.019,225.66,32.767,-3.7514,8.0752,1.0039,32.719,6.8075,3.8164,5.208,19.05,16.312,99.106
1.045,1.07,1.0539,-5.2824,-15.088,-16.08,246.05,53.669,-4.4331,7.3246,-0.28747,36.559,8.6259,5.0885,5.0024,15.287,12.898,153.13
1.045,1.07,1.0582,-4.8668,-13.881,-14.063,226.98,51.432,-2.9118,6.128,-0.96022,22.578,9.3233,3.1086,6.7408,17.503,11.179,164.89
1.045,1.07,1.0577,-4.4672,-12.433,-13.375,208.9,34.045,-5.3556,10.019,1.3936,29.248,8.0893,3.0976,7.2032,4.8707,12.774,119.21
1.045,1.07,1.0598,-4.7219,-13.331,-13.278,220.33,52.15,-4.9685,6.0658,-0.84403,14.977,7.3229,2.7596,6.2628,15.485,16.724,173.33
1.045,1.07,1.0542,-5.1981,-15.444,-16.248,242.89,40.018,-4.6567,10.718,0.033358,33.974,11.367,6.1347,6.196,16.392,16.467,111.76
1.045,1.07,1.0542,-5.0694,-14.901,-15.654,236.57,43.231,-2.4915,7.2692,-1.2728,27.966,10.327,4.6033,4.0821,14.21,24.9,119.29
1.045,1.07,1.0548,-5.1812,-14.901,-15.779,241.55,49.824,-5.8194,7.5542,0.70633,34.873,4.6829,4.4415,7.6106,12.107,18.255,143.8
1.045,1.07,1.0575,-4.5495,-13.577,-14.179,213.09,26.77,-4.2349,8.2763,-1.6458,36.107,3.4566,4.9102,9.6317,11.849,15.102,86.825
1.045,1.07,1.0592,-4.6158,-13.201,-13.416,215.8,41.107,-5.2812,8.3987,0.67684,16.089,12.325,3.7393,6.4998,12.561,15.489,138.38
1.045,1.07,1.0519,-5.7616,-15.918,-17.083,267.45,74.841,-3.4342,6.5715,-0.70756,37.821,9.9594,4.2234,3.3387,17,10.122,196.9
1.045,1.07,1.0582,-4.4172,-12.802,-13.412,206.34,35.195,-6.1056,2.5275,-2.3452,25.104,8.5831,3.8393,4.4433,11.098,19.674,117.68
1.045,1.07,1.0558,-5.4194,-15.217,-15.715,252.54,62.819,-5.7518,11.462,0.15823,25.041,11.188,3.6669,4.3438,18.555,12.759,179.79
1.045,1.07,1.0586,-4.3886,-12.46,-13.055,205.45,31.777,-4.5026,9.7157,-0.52769,27.841,3.1028,2.1354,5.5027,9.9953,17.925,110.43
1.045,1.07,1.0544,-5.1563,-14.098,-15.071,239.84,60.242,-1.0844,7.5967,0.262,31.008,7.888,3.2744,0.13324,15.942,12.246,181.19
1.045,1.07,1.0537,-5.0802,-14.828,-15.866,236.77,44.906,-3.3047,4.634,-1.1109,35.808,10.17,2.6718,6.6839,12.906,18.996,127.72
1.045,1.07,1.053,-5.2622,-14.634,-15.978,244.7,57.529,-4.0891,5.6101,0.80028,38.018,7.8621,2.7815,5.0805,10.163,15.044,165.23
1.045,1.07,1.0508,-5.2484,-15.482,-17.112,244.85,38.471,-5.3765,7.9894,-1.8349,47.275,9.8954,2.238,5.0945,12.144,21.578,100.23
1.045,1.07,1.0578,-4.5033,-13.426,-13.987,211.21,22.74,-5.5205,10.76,2.2341,24.117,12.41,3.7107,4.477,14.903,17.338,73.85
1.045,1.07,1.0527,-5.3054,-14.942,-16.193,246.97,54.702,-2.1826,8.1566,-0.95415,40.323,9.1117,2.5321,5.1056,13.448,12.572,154.73
1.045,1.07,1.0587,-4.3386,-12.207,-12.619,202.61,37.659,-1.3931,4.6993,1.0431,18.107,6.098,4.6301,1.8954,11.403,19.218,131.52
1.045,1.07,1.0579,-5.1163,-14.049,-14.224,238.03,67.338,-4.3748,6.0466,0.30137,15.489,10.355,4.2619,7.6996,12.143,13.321,209.22
1.045,1.07,1.0536,-5.3933,-15.991,-16.632,251.35,51.295,-3.9296,5.8237,0.43067,26.099,13.489,5.1804,7.953,14.548,23.717,134.38
1.045,1.07,1.0527,-4.9398,-14.26,-15.739,230.67,34.764,-2.6995,9.7618,-0.42688,43.81,7.4578,4.4705,1.9909,12.464,16.033,101.35
1.045,1.07,1.0538,-5.1901,-14.501,-15.633,241.27,58.375,-3.3798,3.4816,0.22589,35.723,7.3743,2.2464,3.1451,14.569,14.636,170.57
1.045,1.07,1.0537,-4.9635,-13.915,-15.349,231.3,44.908,-3.7383,7.2752,0.054571,43.352,7.1306,2.795,4.9833,10.408,10.082,136.88
1.045,1.07,1.0576,-4.8039,-13.231,-13.767,223.73,54.491,-3.6967,5.3031,0.56755,22.535,8.4094,2.8745,4.3582,12.861,12.703,179.64
1.045,1.07,1.0541,-5.1931,-13.834,-15.07,241.23,65.795,-2.8101,6.6972,0.49216,33.945,10.43,2.4573,5.0405,8.7938,6.2718,199.87
1.045,1.07,1.0582,-4.7324,-14.662,-14.642,221.86,27.839,-4.7637,8.5656,-0.66072,20.643,14.992,2.6128,7.2361,22.765,18.155,83.451
1.045,1.07,1.0589,-4.3321,-11.924,-12.528,202.4,38.569,-3.1135,7.415,-1.1214,24.314,7.0023,2.7307,6.1727,6.8723,12.822,141.14
1.045,1.07,1.055,-4.9958,-14.175,-15.253,232.79,47.715,-5.2903,5.7278,0.52262,35.923,11.792,1.693,5.3971,14.605,8.94,145.96
1.045,1.07,1.0598,-4.4128,-12.291,-12.542,206.05,43.219,-3.8209,5.6111,0.030691,15.606,10.452,2.3027,5.7788,10.715,14.303,154.97
1.045,1.07,1.0612,-4.4257,-12.362,-12.19,206.94,44.349,-3.7414,8.7605,-0.13628,11.766,7.7811,3.0817,6.8745,13.064,13.33,160.56
1.045,1.07,1.0575,-4.6212,-13.336,-13.977,216.08,35.688,-5.1368,8.1368,-0.29138,28.558,6.4638,3.2302,3.2716,14.919,17.131,116.59
1.045,1.07,1.0548,-5.053,-15.152,-15.696,236.18,38.229,-3.8601,8.8031,-0.4764,22.355,15.076,5.9456,3.4608,16.677,24.869,104.46
1.045,1.07,1.0558,-4.6206,-13.614,-14.694,216.08,28.132,-6.7134,6.2922,0.75514,31.538,15.174,3.3788,4.7509,11.604,15.484,88.432
1.045,1.07,1.0547,-5.1511,-15.104,-15.887,240.08,47.873,-4.3525,4.5919,-0.19389,33.177,11.217,4.5707,6.1587,17.188,14.158,137.49
1.045,1.07,1.0561,-4.6523,-13.833,-14.603,217.5,29.938,-2.4949,5.7972,0.76256,33.937,7.6646,3.6302,7.3573,13.639,15.674,93.702
1.045,1.07,1.0552,-4.9927,-14.994,-15.549,233.8,32.142,-2.4135,13.296,-0.62199,28.674,12.681,2.9978,8.0671,15.273,20.533,91.46
1.045,1.07,1.0547,-4.8773,-14.025,-15.256,227.7,37.977,-6.063,7.7873,0.64705,36.884,12.86,3.0845,5.2767,11.769,11.442,116.57
1.045,1.07,1.052,-5.376,-14.945,-16.311,249.91,59.932,-1.527,6.6767,-0.33709,40.667,7.8474,3.7659,3.7771,12.479,12.78,167.67
1.045,1.07,1.0565,-4.8539,-14.282,-14.821,227.37,32.45,-3.6903,14.201,1.0593,25.497,9.7627,4.1917,6.5133,12.96,20.674,97.651
1.045,1.07,1.0591,-4.4402,-12.094,-12.609,207.35,42.933,-3.1001,8.6085,1.2966,25.446,4.6128,2.7213,1.1856,15.596,6.9551,156.22
1.045,1.07,1.0575,-5.2519,-15.137,-15.008,244.75,61.58,-2.6571,7.2235,-1.3596,19.132,7.5072,4.6987,6.0837,21.906,16.062,178.89
1.045,1.07,1.0542,-5.2304,-15.098,-15.96,243.9,49.421,-4.0755,8.7727,-0.03864,32.591,10.381,6.0687,1.9856,18.378,14.636,141.07
1.045,1.07,1.053,-5.26,-15.324,-16.554,245.07,47.541,-6.7353,5.1598,0.65877,39.424,10.156,4.9257,3.3892,16.571,15.355,132.04
1.045,1.07,1.0564,-4.5755,-13.019,-14.09,213.85,33.234,-6.1535,7.9069,1.0594,31.536,6.9167,1.9119,5.1955,7.4718,19.809,107.46
1.045,1.07,1.0591,-4.5152,-13.166,-13.401,211.05,37.088,-4.6879,4.8226,0.2682,19.547,11.108,3.1682,6.74,14.509,15.263,125.32
1.045,1.07,1.0595,-4.8476,-13.231,-13.394,225.95,59.237,-5.4967,8.1606,-0.059035,21.434,5.7958,5.0062,7.5863,13.185,5.8955,199.13
1.045,1.07,1.0535,-5.1156,-15.545,-16.477,238.89,35.156,-4.1536,5.6565,0.54799,39.375,11.863,3.7617,5.2103,21.421,14.627,96.748
1.045,1.07,1.057,-4.5837,-13.866,-14.477,214.57,26.619,-4.1885,5.9024,-1.8949,33.707,10.051,3.3556,8.3502,15.305,14.351,84.193
1.045,1.07,1.0537,-5.5448,-14.816,-15.743,256.92,82.211,-1.4276,3.042,-0.57445,31.199,8.0436,1.4612,6.1412,12.571,9.7016,231.27
1.045,1.07,1.0563,-4.5187,-12.999,-14.079,211.48,27.802,-5.1,9.6063,0.32075,32.773,8.0261,3.6432,3.1582,9.5526,18.059,90.529
1.045,1.07,1.0575,-4.9501,-13.81,-14.303,230.63,55.584,-4.3361,6.5389,-0.56746,30.102,7.1829,2.2164,8.3876,14.957,6.0285,178.16
1.045,1.07,1.0563,-4.8023,-14.046,-14.712,224.5,36.34,-3.2454,9.0452,-0.36669,31.536,7.3855,3.7833,6.779,13.701,16.565,112.58
1.045,1.07,1.0568,-5.1755,-14.603,-14.922,241.25,58.88,-4.7475,9.1229,-1.0806,20.019,11.154,3.2528,5.8503,15.267,17.32,175.53
1.045,1.07,1.0588,-4.223,-12.661,-13.065,198.19,18.379,-2.4681,8.4115,-0.21425,21.719,14.874,4.0894,6.3008,12.603,14.67,63.565
1.045,1.07,1.0526,-5.6238,-15.903,-16.712,261.4,67.586,-1.2342,6.8029,-0.10357,26.693,12.91,4.2509,6.5896,12.887,19.996,177.6
1.045,1.07,1.0576,-4.211,-12.815,-13.441,197.52,15.152,-2.1052,5.7691,-0.55019,28.794,9.3732,4.8662,3.3395,14.828,18.522,49.934
1.045,1.07,1.0527,-5.1378,-14.864,-16.171,239.85,40.581,-3.8478,10.797,-0.85277,41.582,5.8367,3.8637,4.3546,11.683,20.639,113.15
1.045,1.07,1.063,-4.278,-12.47,-11.838,200.73,33.557,-3.221,10.718,0.79768,11.894,5.7339,2.3169,7.7266,21.07,9.3506,124.08
1.045,1.07,1.056,-5.1747,-14.423,-15.086,241.08,58.817,-5.6418,8.8033,-0.79892,27.961,6.5035,0.72347,6.4039,13.083,18.13,175.5
1.045,1.07,1.0542,-5.1045,-13.895,-15.112,237.53,56.729,-3.4607,8.0957,1.5383,32.451,6.1542,3.2219,5.5182,5.7554,17.02,171.29
1.045,1.07,1.0524,-5.7149,-16.919,-17.581,265.66,63.538,-4.424,1.7297,0.0067432,33.552,8.0671,5.3402,6.6582,21.003,21.306,158.02
1.045,1.07,1.0574,-4.825,-13.775,-14.265,225.11,45.983,-3.4335,6.5183,1.3674,27.257,8.9522,2.9938,4.4456,18.484,9.3907,148.05
1.045,1.07,1.0571,-4.8771,-14.011,-14.335,227.85,45.197,-2.1469,10.277,-1.8145,24.094,6.1864,4.7662,4.0067,15.993,19.012,139.95
1.045,1.07,1.0543,-4.9434,-13.679,-15.022,230.42,46.759,-2.969,9.2228,-0.91994,45.045,7.5411,2.5317,8.015,9.1363,2.9685,146.03
1.045,1.07,1.055,-4.7493,-14.297,-15.166,222.07,29.181,-3.0979,6.006,-1.4019,34.561,11.108,3.5566,4.269,16.687,18.46,86.399
1.045,1.07,1.0546,-5.1312,-14.955,-15.834,239.19,47.537,-4.5246,5.4609,-1.2062,37.693,9.9062,2.5788,6.872,17.383,11.778,138.2
1.045,1.07,1.0481,-5.9683,-17.636,-19.063,277.66,57.87,-3.1879,7.9596,-0.38942,42.049,15.629,4.0002,5.0637,17.868,21.799,132.34
1.045,1.07,1.0569,-4.8433,-13.482,-14.26,225.78,50.092,-5.3658,6.7869,-0.45836,29.493,8.3486,3.3982,4.3292,12.932,11.083,162.66
1.045,1.07,1.0577,-5.0219,-13.833,-14.116,233.95,60.964,-3.4184,8.4739,-0.86427,18.543,9.2531,4.8717,7.1095,10.912,14.068,192.37
1.045,1.07,1.0584,-4.8508,-13.407,-13.539,226.17,56.436,-1.4771,8.7528,-1.5235,16.929,9.3089,1.3891,6.4229,13.738,14.828,183.84
1.045,1.07,1.0552,-5.1262,-14.978,-15.701,239.32,45.099,-5.9916,8.9282,-0.64804,26.899,15.504,3.7521,7.1372,13.481,17.887,130
1.045,1.07,1.0533,-5.5576,-15.724,-16.515,258.43,65.273,-2.8883,6.9191,1.4786,30.442,5.8352,4.1645,3.9314,16.915,20.023,174.68
1.045,1.07,1.0558,-4.8948,-14.143,-14.911,228.6,41.536,-3.57,8.835,-2.0299,34.393,6.0331,3.093,5.9928,13.917,16.69,127.09
1.045,1.07,1.0534,-5.8561,-16.514,-17.093,271.92,78.956,-3.9501,5.5489,-2.1535,28.895,12.015,3.7146,11.462,13.78,14.786,202.96
1.045,1.07,1.0574,-4.7398,-13.923,-14.391,221.46,38.759,-5.1345,5.8381,-0.97123,25.832,10.014,2.5355,6.4204,15.324,18.148,121.51
1.045,1.07,1.0559,-4.9014,-13.824,-14.724,228.66,45.983,-3.985,8.5284,-0.65366,33.198,7.9699,3.0636,8.3463,8.8287,13.338,144.4
1.045,1.07,1.0601,-4.635,-13.419,-13.273,216.96,40.596,-3.5514,10.748,-0.688,19.146,5.6213,3.6595,8.6054,16.145,14.131,136.49
1.045,1.07,1.0561,-4.5892,-13.404,-14.401,214.38,31.265,-3.971,4.6317,0.98185,35.922,9.2959,4.0948,5.9445,12.488,11.033,101.48
1.045,1.07,1.0547,-5.1806,-15.482,-16.028,241.95,42.303,-3.7416,8.5083,0.36282,26.934,13.819,3.1197,5.504,19.575,20.132,116.79
1.045,1.07,1.0543,-4.9021,-14.026,-15.291,228.73,40.007,-3.5834,7.7229,-1.1814,45.658,5.5634,4.3403,6.3662,12.086,8.1606,122.7
1.045,1.07,1.0566,-4.6277,-12.762,-13.954,215.85,42.024,-6.3698,6.4298,0.21377,37.108,6.5968,3.596,7.3555,5.5856,8.1522,142.74
1.045,1.07,1.0552,-5.3454,-15.462,-15.964,249.14,55.91,-4.2383,8.1825,0.10773,27.087,10.979,4.1803,7.6339,16.624,16.137,157.09
1.045,1.07,1.0553,-5.1704,-14.971,-15.633,241.01,51.826,-5.8404,6.0576,-1.0658,29.554,5.8972,4.2517,8.8125,10.852,23.197,146.68
1.045,1.07,1.0557,-4.6592,-13.341,-14.401,217.8,33.125,-3.1855,9.4443,-0.21115,36.629,7.427,3.0805,3.7613,12.487,13.045,107.02
1.045,1.07,1.058,-4.3248,-12.641,-13.256,202.64,24.672,-3.4443,8.4123,-0.44795,23.476,9.8146,5.2672,3.7863,10.001,19.838,82.754
1.045,1.07,1.0548,-5.4335,-15.503,-15.989,252.79,63.69,-2.6497,5.9288,0.63614,25.483,9.4857,3.8057,7.3487,16.221,17.422,176.39
1.045,1.07,1.0563,-5.2662,-15.644,-15.855,246.1,46.548,-4.8428,11.461,0.79384,27.383,7.7677,3.7099,7.9911,21.145,17.293,130.79
1.045,1.07,1.0514,-5.1057,-14.471,-16.312,237.96,41.768,-4.1238,8.317,-0.49642,49.003,9.2518,2.5954,6.6364,6.2227,13.596,118.48
1.045,1.07,1.0596,-3.9001,-11.427,-12.147,183.06,13.424,-3.8092,6.0854,0.13065,32.393,6.8824,2.9588,3.0805,14.038,8.0505,51.745
1.045,1.07,1.0543,-5.6599,-16.603,-16.841,263.61,62.651,-3.3725,8.0958,0.98895,26.171,5.6778,3.5292,9.0269,19.737,23.529,159.77
1.045,1.07,1.0592,-4.6224,-13.724,-13.742,216.33,34.91,-2.2801,7.8535,0.66115,24.263,12.047,2.946,7.0624,23.018,4.6783,115.75
1.045,1.07,1.0604,-4.537,-13.113,-12.912,212.31,40.035,-3.0547,8.9768,0.24299,12.755,9.2467,4.4782,8.9305,13.305,15.717,136.87
1.045,1.07,1.0568,-4.5201,-13.183,-14.142,211.53,27.16,-4.9471,8.1247,0.63838,36.926,8.062,4.1157,6.1515,12.261,9.7069,90.464
1.045,1.07,1.0539,-5.0833,-14.747,-15.797,237.09,44.321,-4.4648,7.1361,-1.3279,31.267,14.179,2.7666,7.4122,9.3707,20.821,125.89
1.045,1.07,1.0573,-5.0227,-12.714,-13.339,232.97,78.669,-3.3829,5.4874,0.74277,13.427,13.323,4.0724,4.443,4.8284,7.471,256.91
1.045,1.07,1.0544,-4.8597,-14.839,-15.702,227.6,25.028,-4.603,9.791,-0.70557,32.187,12.59,4.6272,4.0848,15.971,23.724,69.135
1.045,1.07,1.0613,-4.8269,-13.86,-13.22,225.33,56.493,-5.0957,6.5445,-0.92244,8.4778,8.3225,3.4367,8.6218,20.288,14.119,184.1
1.045,1.07,1.058,-4.6503,-12.73,-13.233,217.1,47.227,-1.966,10.543,-0.79845,25.7,0.65675,1.1639,7.1522,7.8222,18.588,158.86
1.045,1.07,1.0578,-4.688,-13.209,-13.731,218.7,45.761,-4.7238,5.718,0.933,19.078,10.399,2.9104,5.9276,9.5189,19.172,149.49
1.045,1.07,1.0531,-5.2921,-16.104,-16.878,247.17,38.63,-3.7906,8.0514,0.12394,34.805,11.075,3.8409,8.8818,16.703,22.753,100.2
1.045,1.07,1.056,-4.6474,-12.918,-14.029,217.17,36.66,-4.4268,11.154,2.0809,26.276,10.029,3.2901,4.4603,3.9509,20.185,118.51
1.045,1.07,1.0596,-4.5422,-13.371,-13.37,212.58,35.982,-4.678,7.2358,-0.22146,15.833,10.298,4.3031,6.2076,15.789,18.411,119.01
1.045,1.07,1.057,-5.1106,-14.144,-14.511,237.9,62.697,-3.0509,7.1238,-0.57945,23.442,7.2763,3.8638,5.6003,15.219,12.236,193.38
1.045,1.07,1.0553,-5.4258,-15.029,-15.608,252.71,64.862,-4.4653,12.114,0.55029,23.35,10.041,4.0971,4.2755,14.79,16.04,185.32
1.045,1.07,1.0609,-4.0718,-11.469,-11.617,190.56,32.664,-3.6736,5.3856,-1.4184,14.024,7.737,4.5271,2.162,11.486,17.199,123.69
1.045,1.07,1.0566,-4.7793,-12.934,-13.886,222.6,51.855,-4.2048,6.9068,1.7012,27.865,8.5267,4.117,4.5179,7.9523,9.7187,172.85
1.045,1.07,1.0567,-5.2217,-13.932,-14.471,242.59,73.416,-3.6423,6.676,-0.46812,26.49,3.4921,1.7346,5.9451,13.027,10.792,225.34
1.045,1.07,1.051,-5.3268,-15.214,-16.906,248.31,45.497,-3.8404,10.662,-0.97518,48.67,10.532,3.7467,4.7004,11.773,11.625,124.23
1.045,1.07,1.0575,-4.9361,-14.413,-14.542,230.59,44.779,-1.9937,9.024,1.3944,20.884,8.5516,5.0726,7.052,17.204,16.254,137.16
1.045,1.07,1.0546,-5.2818,-15.23,-15.945,246.41,50.045,-3.4598,10.873,1.5037,31.687,8.081,2.3427,5.9818,17.298,16.63,141.67
1.045,1.07,1.0541,-5.1676,-15.176,-16.023,240.78,48.327,-4.5608,3.7598,-0.9754,33.264,8.9622,2.1833,5.3139,16.796,21.506,134.08
1.045,1.07,1.0594,-4.5,-12.835,-13.158,210.78,33.855,-4.3879,12.047,1.3292,21.838,8.9616,3.4541,7.4086,11.715,11.862,118.28
1.045,1.07,1.0605,-4.4824,-11.547,-11.742,208.84,58.997,-3.823,8.476,0.44887,11.758,3.9796,2.3154,4.8133,6.0006,13.843,217.58
1.045,1.07,1.06,-4.5892,-13.322,-13.241,214.8,39.078,-4.0358,9.6117,-0.45425,16.353,9.008,5.7507,5.4438,16.993,14.208,132.05
1.045,1.07,1.0608,-4.1484,-11.974,-12.118,194.37,28.018,-3.3371,6.926,0.33925,17.724,12.691,4.1333,5.7254,14.018,7.866,105.74
1.045,1.07,1.0576,-4.4418,-12.841,-13.513,208.11,27.263,-1.7794,11.327,-1.3045,32.057,9.08,3.4657,4.5058,14.572,9.0987,93.822
1.045,1.07,1.0562,-5.3155,-15.663,-15.889,247.9,53.174,-5.0066,7.2162,2.0344,23.864,10.586,5.5226,10.168,17.432,15.71,149.5
1.045,1.07,1.0572,-5.1274,-14.765,-15.031,239.37,51.539,-4.3099,10.643,-0.78121,25.222,10.66,4.8316,8.6649,16.4,11.08,155.27
1.045,1.07,1.0556,-4.9427,-13.638,-14.596,230.09,54.173,-4.3366,5.5872,-0.19378,28.487,7.298,3.8276,7.5108,4.8236,18.23,168.76
1.045,1.07,1.0561,-5.0149,-14.722,-15.215,234.41,41.361,-3.7365,10.747,-0.6041,29.411,8.8158,2.9889,3.9806,20.34,16.608,122.64
1.045,1.07,1.0515,-5.5087,-16.218,-17.441,257.07,45.255,-3.0582,12.404,-1.0321,46.789,7.8815,5.448,7.2921,16.023,13.969,117.85
1.045,1.07,1.0509,-5.2732,-15.499,-17.061,245.69,42.256,-3.4418,5.388,-0.023249,46.848,9.4173,3.1624,7.6094,11.006,18.011,111.98
1.045,1.07,1.059,-4.6539,-13.571,-13.633,217.71,39.628,-4.7869,8.5491,-0.99121,16.083,9.288,2.4942,6.8928,14.007,22.449,125.48
1.045,1.07,1.0562,-4.6309,-12.964,-14.025,216.48,35.509,-3.7099,11.229,0.54548,32.254,9.3439,2.539,4.7688,8.5406,12.898,118.08
1.045,1.07,1.0512,-5.4766,-15.809,-17.352,254.96,50.952,-6.1116,6.7233,1.7689,47.243,6.2595,4.1457,5.9961,13.292,15.652,134.59
1.045,1.07,1.0554,-4.7337,-13.695,-14.799,221.39,32.171,-5.1219,10.175,-0.96204,36.864,9.9577,3.9263,4.2732,12.048,13.582,101.29
1.045,1.07,1.0579,-4.7648,-14.429,-14.685,223.09,32.675,-6.1116,7.9674,-1.9554,27.773,12.387,3.1842,7.6224,20.309,13.496,101.33
1.045,1.07,1.0597,-4.5935,-12.288,-12.588,214.16,54.85,-4.4177,7.9309,-0.71361,16.645,10.587,3.6719,5.2844,10.014,7.2812,195.76
1.045,1.07,1.0505,-5.9906,-17.645,-18.6,278.76,62.604,-2.942,8.9394,0.51196,40.889,11.856,4.3401,9.2293,20.227,14.464,148.85
1.045,1.07,1.0571,-4.9704,-14.516,-14.666,232.36,43.705,-1.8929,11.458,0.1371,17.241,12.9,3.6809,8.5399,13.729,20.344,130.5
1.045,1.07,1.0499,-5.3882,-15.261,-16.863,250.46,55.683,-1.7632,4.6795,-1.9305,35.645,10.533,3.3001,5.7356,2.7449,31.061,136.29
1.045,1.07,1.0566,-4.9565,-13.974,-14.628,231.02,51.938,-4.9886,6.4186,-0.60406,28.395,6.8008,2.9277,6.9629,11.843,15.948,161.84
1.045,1.07,1.0629,-4.0582,-12.025,-11.504,190.55,26.297,-3.3378,7.6848,-0.57978,9.2257,7.5081,2.5545,8.1487,15.894,16.947,97.807
1.045,1.07,1.0595,-4.4506,-12.614,-12.838,208,40.284,-4.7178,6.412,-0.030012,16.23,6.2632,3.5431,5.0377,10.696,21.199,136.88
1.045,1.07,1.0592,-4.2528,-12.461,-12.67,199.19,27.734,-2.2975,6.4063,-0.28225,16.67,6.7144,3.9331,4.3352,11.462,24.493,90.054
1.045,1.07,1.0565,-5.142,-15.234,-15.537,239.96,48.117,-4.7979,6.4755,-0.70413,28.8,11.353,2.7135,8.2663,21.371,12.251,140.17
1.045,1.07,1.0541,-5.498,-15.194,-15.936,255.74,68.007,-2.5769,9.901,-0.10485,27.253,8.0142,3.8787,6.6771,11.272,17.848,189.33
1.045,1.07,1.0525,-5.2276,-14.556,-16.037,243.07,55.558,-4.4247,4.8241,1.0971,38.091,9.0993,1.4255,2.9986,11.08,17.163,158.47
1.045,1.07,1.0578,-4.7374,-13.022,-13.583,221.24,46.543,-2.4259,11.983,0.93595,27.214,9.1096,1.9598,4.3146,15.459,4.5239,157.43
1.045,1.07,1.0578,-5.2616,-14.249,-14.294,244.72,74.504,-3.5232,8.4885,-1.3193,12.691,9.5491,2.7543,5.4002,14.579,16.244,224.74
1.045,1.07,1.0536,-5.4393,-15.089,-16.104,252.93,65.269,-4.2403,7.6161,-1.1517,34.193,6.0448,3.8092,4.3892,12.789,17.259,182.65
1.045,1.07,1.0566,-4.9588,-14.13,-14.689,231.48,46.868,-3.2476,9.8469,0.37849,27.902,9.7586,3.4742,6.648,14.783,11.513,146.1
1.045,1.07,1.0544,-5.3397,-15.058,-15.886,248.94,55.827,-4.9486,11.802,0.57973,28.668,9.902,3.6842,1.2272,17.62,17.372,158.53
1.045,1.07,1.053,-4.9804,-14.119,-15.738,232.42,38.936,-5.0018,10.011,-0.73564,47.975,7.6641,2.3092,5.1797,10.04,10.645,115.94
1.045,1.07,1.0595,-4.6668,-12.846,-13.082,217.74,51.238,-5.3615,7.8087,0.9562,15.33,13.755,3.9761,4.4818,14.166,7.0664,177.52
1.045,1.07,1.0573,-4.6087,-13.348,-13.964,214.98,40.449,-3.7805,1.9426,-1.1201,28.214,7.8532,4.1427,6.3724,12.287,15.924,132.26
1.045,1.07,1.0563,-4.8938,-13.448,-14.321,227.99,52.478,-4.1183,7.4424,0.77879,26.731,8.4476,6.198,7.7203,4.3159,13.863,168.29
1.045,1.07,1.0557,-4.882,-13.281,-14.405,227.56,50.902,-4.7639,9.6424,-1.6049,36.011,8.4715,4.278,3.8533,9.9981,6.1638,165.27
1.045,1.07,1.0583,-4.4204,-13.01,-13.448,206.69,30.983,-3.2028,4.024,0.60827,22.637,11.756,2.2998,5.932,14.303,15.979,104.31
1.045,1.07,1.0538,-5.3097,-14.982,-15.938,247.03,58.325,-2.9891,6.0085,1.4254,35.195,4.4564,2.9653,3.7553,16.4,16.395,165.44
1.045,1.07,1.0548,-4.7811,-13.889,-15.023,223.23,35.159,-4.5249,6.1429,0.80749,32.757,11.771,3.093,5.0437,10.283,18.459,106.69
1.045,1.07,1.054,-4.9007,-13.879,-15.175,228.48,42.633,-3.2805,6.8288,-0.54497,37.927,10.775,2.7044,1.9884,13.55,12.515,130.36
1.045,1.07,1.0576,-5.095,-14.171,-14.416,237.64,58.33,-4.1251,11.552,-0.41074,22.72,3.2221,3.1409,7.203,13.36,17.493,179.37
1.045,1.07,1.0587,-4.8229,-14.129,-13.963,225.5,44.539,-3.6736,9.0413,-0.39228,10.279,10.905,4.1299,8.571,13.15,25.113,133.28
1.045,1.07,1.0528,-5.4603,-15.654,-16.661,254.41,55.278,-3.4365,10.157,-1.5116,35.935,9.0591,4.274,4.8055,15.01,18.521,149.06
1.045,1.07,1.0504,-5.5979,-16.332,-17.925,260.79,49.566,-7.1793,8.7029,0.62134,46.511,11.534,3.0301,5.1534,15.305,16.757,125.75
1.045,1.07,1.0584,-4.8828,-14.311,-14.345,228.18,44.971,-4.379,8.2027,-0.56737,20.533,9.5302,4.2983,8.0273,17.539,15.501,140.28
1.045,1.07,1.058,-4.8295,-13.957,-14.195,225.62,45.282,-5.1365,8.1865,-1.3891,22.46,5.9543,3.4906,3.7005,17.823,20.108,141.2
1.045,1.07,1.0596,-4.6618,-12.885,-12.986,217.37,53.301,-4.0258,5.9584,0.15193,15.753,6.1106,3.2991,5.8904,12.529,15.3,182.09
1.045,1.07,1.0591,-4.1076,-11.514,-12.307,192.59,24.054,-4.5088,10.487,-1.8128,28.5,14.825,3.1217,4.3841,9.916,2.4258,91.797
