V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0616,-4.1882,-12.42,-12.688,196.22,24.443,-3.9757,4.469,0.66327,22.457,7.8742,3.7588,5.3209,7.8018,1.3653,12.06,13.937,5.3764,50.479
1.045,1.07,1.0509,-5.2663,-14.881,-16.133,245,55.362,-3.4153,5.4283,-1.1247,34.016,8.9656,6.0253,4.0071,4.0908,1.0283,8.7717,23.37,7.0282,63.239
1.045,1.07,1.0624,-4.6401,-12.432,-13.104,215.99,55.747,-3.8535,4.2721,-1.1003,22.033,5.5931,1.0349,2.4586,7.5104,1.6258,4.486,16.048,4.8979,55.874
1.045,1.07,1.0528,-4.8992,-13.935,-15.018,228.54,42.904,-4.2649,7.7278,-0.55633,41.016,10.096,7.686,3.949,3.8744,0.93426,16.559,2.9866,6.0016,9.2423
1.045,1.07,1.0602,-4.1796,-12.347,-12.699,195.82,24.807,-5.4065,4.5822,-1.0312,30.546,4.4351,4.1858,4.6681,8.6073,2.2253,13.204,8.9082,7.0214,32.66
1.045,1.07,1.0579,-4.7822,-13.896,-14.756,223.62,34.481,-1.8273,10.287,-1.053,36.757,5.5555,3.6207,2.9704,10.086,1.9977,9.4684,15.478,4.6139,48.584
1.045,1.07,1.0609,-4.7687,-13.931,-14.781,222.78,36.902,-5.2203,6.1189,-0.99898,33.318,8.4347,2.2684,3.1979,5.8041,2.3614,14.654,15.78,2.7342,50.236
1.045,1.07,1.0537,-5.238,-14.53,-15.235,243.93,59.968,-2.7066,9.8602,-0.076976,25.52,13.287,5.6128,5.2381,8.1998,1.9566,8.9764,11.332,7.5238,33.433
1.045,1.07,1.0547,-4.959,-14.749,-15.563,231.56,37.389,-1.6959,6.5099,-1.0968,39.353,5.0907,5.034,1.9652,6.1452,1.3015,18.349,17.308,5.8328,50.099
1.045,1.07,1.0595,-4.8778,-14.061,-14.011,227.63,51.058,-2.9474,6.5386,-0.79772,16.514,8.1433,4.2884,4.1011,2.7181,1.4901,21.645,17.501,5.5208,54.872
1.045,1.07,1.0514,-4.8506,-13.628,-14.725,226.45,41.673,-3.657,10.688,-0.84808,32.657,10.825,8.298,3.8712,4.0078,1.1504,8.4554,15.209,7.0228,46.668
1.045,1.07,1.0513,-5.506,-15.861,-17.597,256.23,51.066,-5.3984,6.3349,0.84717,44.429,10.53,3.5704,2.5736,6.1728,1.1126,9.4551,21.56,5.995,55.132
1.045,1.07,1.0609,-4.238,-11.948,-12.222,198.43,32.493,-2.8297,8.8017,0.00099471,15.384,11.491,5.0954,1.9059,3.7243,0.98411,12.123,15.158,4.6578,55.913
1.045,1.07,1.0518,-5.3608,-15.114,-15.851,249.65,59.909,-6.3338,8.8602,1.0379,30.008,6.4098,7.4808,4.3559,6.171,0.87382,13.017,17.51,7.45,49.217
1.045,1.07,1.0566,-4.9515,-13.775,-14.627,230.94,49.76,-3.2491,9.9997,-0.8484,23.35,12,5.2768,3.5601,4.6891,2.0963,7.6647,20.332,4.0902,62.652
1.045,1.07,1.0557,-4.7932,-13.923,-14.918,224.29,32.237,-5.1994,11.749,-0.14516,35.523,9.0348,6.7073,2.8812,6.4537,1.8055,11.317,15.598,3.7722,48.469
1.045,1.07,1.0571,-4.8221,-13.05,-13.134,224.96,58.248,-3.1785,11.715,-1.5545,13.672,10.114,7.8375,5.0292,5.5872,1.5899,10.382,12.101,5.3661,40.388
1.045,1.07,1.0497,-5.3037,-15.062,-16.954,247.14,43.752,-2.2732,10.545,0.93343,46.124,9.2005,5.3372,2.9101,3.0339,1.1973,8.133,20.322,5.8294,53.734
1.045,1.07,1.058,-4.0007,-12.423,-12.839,188.19,6.0501,-2.1135,7.1942,0.29247,29.496,9.633,8.1177,4.279,7.1526,2.8796,14.76,12.802,3.6249,44.913
1.045,1.07,1.0516,-5.5427,-15.352,-16.392,257.74,67.068,-2.8721,9.4387,-2.3009,29.674,10.186,6.4401,4.2589,6.9715,1.657,6.4701,22.594,5.6462,60.453
1.045,1.07,1.0573,-4.7438,-13.82,-14.184,221.78,38.867,-3.9135,8.5258,0.32161,29.88,7.4585,6.689,2.9698,3.3438,0.94108,22.664,8.35,4.7944,27.065
1.045,1.07,1.0544,-5.5951,-16.054,-16.872,260.79,57.843,-4.6908,12.193,1.2003,29.67,10.559,3.6407,3.8063,7.72,1.8345,13.517,20.655,6.1115,54.517
1.045,1.07,1.0561,-4.9854,-14.229,-15.31,232.79,42.392,-5.3573,10.415,-1.1367,40.927,7.2537,5.0294,4.9595,3.3128,2.1123,16.382,7.9156,4.3763,24.359
1.045,1.07,1.0522,-5.4502,-16.056,-16.99,254.12,49.696,-4.6959,8.6133,-0.73993,36.522,8.9219,8.2822,4.69,5.4878,1.5393,16.989,20.982,2.4447,55.056
1.045,1.07,1.0559,-4.8238,-14.127,-15.341,225.24,33.705,-2.2235,6.4191,-0.67814,35.639,11.473,5.8615,3.0076,4.3265,1.2974,11.682,19.746,1.7765,58.834
1.045,1.07,1.0515,-6.2715,-17.489,-18.039,291.01,89.988,-3.7093,9.2217,-0.41088,30.253,9.8667,5.2935,4.6569,6.6659,1.5504,21.336,12.234,6.5986,29.15
1.045,1.07,1.0545,-4.9079,-14.317,-15.545,228.88,38.45,-3.8353,4.2461,0.46621,40.099,6.7612,4.0478,1.961,5.5493,1.9672,12.899,18.144,6.2459,53.204
1.045,1.07,1.0596,-4.4668,-12.369,-12.655,208.49,45.233,-2.3065,6.2348,-0.60795,19.346,9.3759,5.2252,2.6731,5.5383,1.3728,12.282,10.245,5.5271,36.633
1.045,1.07,1.0513,-5.614,-16.078,-17.042,261.28,60.429,-3.4755,8.7852,1.2175,35.214,13.353,6.7879,1.414,9.1979,1.7177,15.219,12.865,5.6272,33.91
1.045,1.07,1.058,-5.027,-14.696,-14.7,234.66,50.588,-4.2991,7.3019,-0.82908,21.027,8.7158,4.9873,3.1517,8.2394,1.5325,19,16.6,6.1186,49.999
1.045,1.07,1.0536,-5.2722,-15.169,-15.925,245.98,50.06,-5.4391,10.899,1.5742,30.196,7.2599,6.9333,2.93,5.7816,0.39127,14.65,20.616,5.2934,57.76
1.045,1.07,1.0535,-5.0658,-13.988,-15.649,236.09,46.66,-4.5705,10.298,-0.011112,46.727,7.8962,5.9042,2.7262,6.3586,1.7231,7.1351,7.5824,4.0736,22.827
1.045,1.07,1.0544,-4.7488,-13.244,-14.075,221.4,45.577,-2.6965,6.6836,1.5949,26.112,8.694,7.8598,3.2129,4.7373,1.888,8.9383,16.387,5.059,52.653
1.045,1.07,1.0562,-4.9674,-14.448,-14.691,232.01,45.556,-3.9831,9.0989,1.4273,25.277,2.8794,7.6735,3.8186,7.9173,1.5437,15.359,20.081,4.1992,60.436
1.045,1.07,1.0597,-5.3623,-15.103,-15.036,249.74,69.163,-4.9848,8.5565,-2.161,19.357,8.4812,4.4486,2.4912,10.447,1.7524,17.351,13.72,4.137,40.183
1.045,1.07,1.0531,-5.563,-15.074,-16.151,258.13,75.439,-4.4137,5.23,1.4592,31.22,7.9169,8.2758,2.2074,7.5245,1.4327,8.817,15.04,2.1798,41.768
1.045,1.07,1.0538,-5.1064,-14.57,-15.319,237.88,52.389,-3.4984,5.9948,0.050257,26.133,11.986,6.3972,3.2713,3.2748,0.70012,15.219,18.345,6.0857,53.454
1.045,1.07,1.0544,-5.3264,-15.549,-16.229,248.32,51.581,-4.0956,7.8234,0.25747,34.322,5.7847,5.907,3.7916,8.3668,2.395,16.106,18.03,4.8251,49.934
1.045,1.07,1.0579,-5.1206,-15.071,-15.382,239.13,46.738,-4.0392,8.9769,-0.32627,27.098,8.6417,5.1044,3.3605,5.5332,2.0491,21.583,16.265,3.7923,47.682
1.045,1.07,1.0581,-4.9347,-13.859,-13.988,230.12,55.251,-3.9321,7.935,1.1001,14.947,8.6971,6.7325,3.8291,4.2841,2.2268,15.713,17.994,3.902,56.755
1.045,1.07,1.0558,-4.5735,-13.823,-14.329,214.27,25.17,-5.1049,7.8316,0.33044,27.459,15.252,7.519,5.3855,8.526,1.4732,13.952,11.621,5.3886,36.994
1.045,1.07,1.0543,-5.1476,-14.862,-15.621,240.04,48.257,-1.8804,8.2712,0.3146,31.177,11.312,6.9345,2.5471,8.5675,2.0145,13.356,14.951,3.9754,43.38
1.045,1.07,1.059,-4.932,-13.392,-13.759,229.74,60.38,-4.7212,8.3224,1.0167,18.401,8.403,4.5979,3.6808,4.2051,1.0361,13.231,11.943,5.4957,39.01
1.045,1.07,1.047,-5.9545,-16.616,-18.356,276.64,69.215,-3.8525,10.541,-2.1582,51.45,9.0009,7.5146,3.3614,6.0417,1.4808,12.354,11.484,5.3933,28.091
1.045,1.07,1.056,-5.0343,-14.705,-15.509,234.72,45.261,-5.0674,4.4206,1.1498,33.199,4.8653,4.4646,2.1626,9.0919,2.111,12.147,21.458,5.4015,62.091
1.045,1.07,1.0575,-4.5168,-12.244,-13.565,210.7,39.666,-3.4085,7.6074,0.49944,33.765,9.7053,4.7535,3.7612,2.1486,1.7392,6.9584,8.2708,4.1809,28.863
1.045,1.07,1.0613,-4.1728,-11.647,-11.61,194.98,39.781,-2.6545,4.1569,-0.15493,7.902,11.808,5.1203,4.3199,6.0269,1.7932,8.931,15.072,5.7626,56.822
1.045,1.07,1.0548,-5.0563,-14.842,-15.786,235.68,44.46,-3.7965,3.7077,-0.66203,36.388,10.597,5.5054,4.3028,5.5774,2.2148,16.577,13.84,4.5712,40.284
1.045,1.07,1.0551,-5.4534,-15.444,-15.904,253.84,65.417,-4.5081,7.9993,-1.3209,30.55,7.2394,6.1076,3.5066,8.188,1.5825,17.522,12.016,5.1845,33.872
1.045,1.07,1.0587,-4.7954,-13.243,-13.395,223.68,54.752,-4.3196,8.6495,-0.40962,14.489,9.5137,6.346,3.8037,7.9171,1.1798,9.206,16.118,4.7282,53.375
1.045,1.07,1.0502,-5.7632,-16.177,-18.03,267.59,64.464,-3.4165,5.8349,0.24546,48.717,10.77,4.0936,3.4684,6.9885,1.1,9.6054,13.129,5.4308,33.172
1.045,1.07,1.0561,-5.1231,-15.245,-16.156,238.99,42.184,-4.5978,4.8775,-1.0002,33,10.377,3.0578,5.0557,5.0031,1.4252,15.6,22.452,5.1573,62.113
1.045,1.07,1.0589,-4.7597,-12.897,-13.062,221.65,60.427,-4.3357,5.8287,-0.86491,11.795,8.7957,6.3779,3.0386,4.1436,1.6893,10.915,18.027,4.4991,60.302
1.045,1.07,1.0571,-4.7208,-12.97,-13.623,220.26,48.688,-4.9773,8.9152,-0.44518,30.769,5.3444,5.402,2.8452,3.6167,1.6303,14.813,6.5405,6.7667,22.164
1.045,1.07,1.0596,-4.8244,-13.975,-14.553,225.72,37.379,-4.0275,11.947,0.062416,25.24,14.417,5.2835,3.5643,7.6615,1.5775,13.101,12.632,1.8556,40.345
1.045,1.07,1.0552,-4.9739,-14.762,-15.627,232.3,38.168,-4.506,6.8334,-2.3688,34.399,9.4073,4.7682,2.6154,5.6655,1.6095,15.153,21.714,5.503,61.788
1.045,1.07,1.0551,-4.9601,-14.755,-15.109,232.12,37.628,-2.9578,12.038,-3.112,26.433,10.014,7.4454,2.6556,6.6081,2.006,16.54,22.631,4.2992,64.998
1.045,1.07,1.0575,-4.8086,-13.25,-14.065,224.18,49.512,-3.6375,8.0018,0.36552,25.287,6.737,3.7272,3.0697,1.4697,1.4692,11.724,18.246,6.1681,58.713
1.045,1.07,1.0545,-5.5204,-15.537,-16.528,256.71,64.19,-4.17,6.8347,0.52789,36.365,7.207,7.2782,3.5896,8.0136,1.8074,13.38,13.565,1.369,37.385
1.045,1.07,1.0591,-4.3753,-12.258,-12.309,204.23,44.572,-4.2084,3.7612,-0.13265,16.098,12.971,7.4275,-0.13163,5.5238,2.3641,17.12,6.5997,5.1609,24.064
1.045,1.07,1.0539,-5.6828,-15.588,-16.961,263.84,72.096,-3.2156,7.0329,-0.85514,36.229,10.445,3.8684,2.586,5.2851,1.1158,10.328,16.749,3.8551,44.658
1.045,1.07,1.0524,-5.7023,-16.162,-17.382,265.13,65.157,-5.7245,7.3061,-0.20597,38.165,13.231,5.1315,2.9209,3.1887,2.0656,18.982,12.329,4.8932,32.241
1.045,1.07,1.0572,-4.6542,-12.909,-13.356,217.29,46.129,-3.3031,9.1857,-0.13792,18.824,11.379,5.8913,5.5674,3.6979,1.6256,10.75,12.915,6.3197,43.679
1.045,1.07,1.0588,-4.175,-12.405,-13.026,195.84,17.854,-1.0682,7.8336,-1.7597,30.381,8.8104,5.5521,3.2252,5.6849,2.0403,12.561,14.131,4.3954,49.66
1.045,1.07,1.0569,-5.0691,-14.639,-15.604,236.25,47.633,-4.1193,5.135,-1.3825,35.903,11.582,2.3129,0.86293,4.5186,1.032,18.495,12.578,6.1778,37.347
1.045,1.07,1.0539,-5.3641,-14.901,-16.131,249.75,57.86,-4.2183,10.374,0.0046004,38.832,8.8286,6.3277,2.8801,6.7188,1.4706,11.032,11.051,3.4125,31.623
1.045,1.07,1.0592,-4.2828,-11.918,-11.918,200.2,40.069,-2.7114,6.9798,1.7899,10.961,9.9168,6.9086,2.9066,5.1418,2.2975,11.878,13.049,5.9451,48.196
1.045,1.07,1.054,-4.7564,-13.609,-14.107,222,44.009,-3.1663,6.851,-1.1079,28.749,7.7099,8.0408,2.8379,7.7098,0.90702,12.656,13.097,7.0063,41.811
1.045,1.07,1.0594,-4.5453,-12.75,-13.54,212.27,38.456,-2.937,7.3241,0.98343,32.181,7.0669,5.4094,2.8453,3.6628,1.4463,15.071,6.2661,2.803,21.797
1.045,1.07,1.0527,-4.8813,-14.219,-14.813,228.02,40.816,-3.7462,8.6566,-1.2446,31.262,9.5083,9.8798,4.3436,6.0929,0.79518,15.189,13.351,5.0044,40.695
1.045,1.07,1.0495,-5.8622,-16.318,-17.557,271.9,76.006,-2.5313,4.6645,1.0772,40.2,8.5947,5.9594,2.3525,7.3123,1.5224,14.452,12.341,6.7964,31.247
1.045,1.07,1.0525,-5.9239,-17.382,-18.043,275.8,63.894,-3.2621,10.051,0.23437,26.958,15.711,4.3555,4.8526,8.2381,1.5407,17.243,23.052,5.5493,55.222
1.045,1.07,1.0584,-4.5643,-13.574,-13.688,213.74,32.595,-3.0946,8.3772,-2.018,29.279,9.7431,6.8297,2.7138,7.9234,1.8649,21.267,5.2296,4.764,17.507
1.045,1.07,1.0585,-4.9579,-13.988,-14.123,231.7,50.32,-3.6709,13.622,-0.72662,18.587,9.1247,5.1289,4.678,4.0148,0.8961,17,14.717,5.5905,46.52
1.045,1.07,1.0557,-4.6622,-14.174,-14.896,218.1,26.597,-5.3637,4.5937,1.058,36.036,5.4322,5.9008,4.103,8.9944,2.2091,13.99,18.04,5.8068,54.639
1.045,1.07,1.0553,-4.9244,-13.514,-14.616,229.23,53.656,-4.5311,5.7981,-1.1566,29.989,10.986,7.9079,3.9112,6.2801,1.3382,5.3432,14.254,2.1988,45.039
1.045,1.07,1.0621,-3.7967,-11.89,-11.917,178.6,6.5558,-2.314,3.1655,0.66478,23.231,5.7416,4.9155,4.4493,5.2261,1.7028,18.751,14.903,4.8653,55.448
1.045,1.07,1.0566,-4.2742,-12.534,-12.779,200.44,25.469,-5.9753,8.9324,0.82707,20.494,7.5598,7.7307,4.5049,5.7692,1.593,11.697,17.57,7.4183,60.052
1.045,1.07,1.0532,-5.1702,-15.027,-15.767,241.28,46.786,-5.1983,9.3003,0.15935,33.122,5.6352,8.1034,4.2081,2.3881,1.9747,19.029,19.107,4.3483,54.273
1.045,1.07,1.0565,-5.2529,-14.861,-15.134,244.54,63.064,-3.9563,6.2022,-0.22846,23.733,10.63,5.6194,3.2021,9.7721,1.6416,15.582,10.84,5.6235,32.058
1.045,1.07,1.0562,-4.6504,-13.174,-14.006,217.05,39.112,-2.1114,6.6638,1.9236,30.791,6.3724,6.3403,3.7404,5.0966,1.2905,11.389,12.996,4.7978,42.822
1.045,1.07,1.0562,-5.1127,-14.861,-15.24,238.45,50.871,-3.5347,6.8943,-0.39548,28.192,6.5632,4.816,3.0576,6.7851,1.8303,18.409,16.836,6.4178,49.38
1.045,1.07,1.0553,-5.3184,-16.473,-17.087,248.38,38.44,-5.8087,5.2723,0.37417,34.6,10.404,5.1125,4.3007,6.514,2.1975,23.615,22.334,3.2834,57.6
1.045,1.07,1.0577,-4.3817,-12.825,-14.101,205.16,19.912,-2.5619,7.6765,0.20276,37.309,11.055,3.3807,4.1889,2.5395,1.6672,11.259,13.112,4.9225,43.568
1.045,1.07,1.0561,-5.0356,-14.562,-15.443,234.86,44.816,-2.0124,7.1247,-0.074053,33.013,14.418,6.1904,5.1236,6.6964,1.2135,14.708,8.3918,2.4978,25.168
1.045,1.07,1.0539,-5.4401,-15.438,-16.25,253.56,57.646,-4.9998,11.557,-0.17366,32.442,11.789,5.3928,4.5863,7.7915,1.1335,13.917,11.396,6.1428,31.913
1.045,1.07,1.0574,-4.5757,-13.414,-14.142,213.98,31.3,-4.6121,6.4859,0.22628,27.208,13.495,2.8411,1.8263,3.9369,1.6344,15.526,15.157,8.2831,48.822
1.045,1.07,1.0595,-4.7245,-13.532,-14.332,220.34,42.923,-4.4162,3.5628,-0.86811,29.76,10.362,5.2025,2.7943,3.5011,1.2464,15.801,13.173,1.5962,43.026
1.045,1.07,1.0584,-4.9815,-14.226,-14.714,232.52,48.196,-3.3929,9.4711,-0.21749,27.257,9.6097,4.4538,3.276,3.6043,2.0458,19.608,11.277,4.3213,35.15
1.045,1.07,1.0568,-5.1075,-14.598,-15.587,238.12,47.757,-3.1149,7.9591,0.48995,38.322,8.6223,2.719,2.27,5.0819,2.0805,17.89,8.7472,5.6533,26.149
1.045,1.07,1.0583,-4.9848,-14.301,-14.944,232.51,48.387,-6.911,6.3628,0.81375,24.855,12.697,5.5637,5.1165,5.6827,1.1965,14.125,13.982,2.957,43.324
1.045,1.07,1.0535,-4.5374,-13.466,-14.802,212.52,19.158,-3.8091,9.2818,0.13034,44.031,9.7205,7.6331,2.2088,6.1659,1.7963,11.277,12.016,4.3203,37.388
1.045,1.07,1.0564,-4.935,-14.308,-14.764,230.12,48.197,-3.2757,4.8415,-1.6588,24.118,12.17,4.9854,4.538,8.0606,2.2477,12.733,16.74,6.2017,50.891
1.045,1.07,1.0622,-4.9737,-14.257,-14.319,232.22,51.405,-4.6142,8.9879,0.6824,17.484,4.8754,3.4511,3.939,7.6418,2.2332,15.045,21.523,2.2935,66.783
1.045,1.07,1.0563,-4.8829,-13.925,-14.624,228.03,43.413,-3.956,9.7982,0.094579,29.824,8.5533,4.5197,2.8906,2.9994,1.7659,16.937,13.479,6.8084,42.223
1.045,1.07,1.0579,-4.9581,-13.58,-13.955,230.93,60.144,-3.6245,7.7663,-0.8449,20.692,8.2894,5.5115,3.1688,7.5436,1.9018,10.333,13.525,5.1912,43.418
1.045,1.07,1.0508,-5.2839,-14.872,-16.16,246.04,53.907,-6.5661,7.9515,0.61438,39.226,8.25,5.7357,3.0055,3.6293,1.7535,13.26,14.232,8.723,40.11
1.045,1.07,1.0559,-4.6418,-13.451,-13.731,217.02,38.076,-5.0042,7.8794,2.4053,22.644,7.2316,7.5151,2.7185,7.6432,2.3215,13.834,15.52,6.7089,50.621
1.045,1.07,1.0604,-4.5748,-12.567,-12.376,213.36,54.761,-3.7527,6.0217,0.22848,9.9173,10.992,5.9143,3.8054,7.4573,1.4334,13.173,8.3765,5.7667,29.699
1.045,1.07,1.0551,-5.0951,-15.315,-16.128,237.95,38.456,-5.294,6.4584,-0.9063,32.941,11.501,6.2165,5.396,6.0624,1.3135,16.107,20.686,3.2123,57.652
1.045,1.07,1.0538,-5.3355,-15.267,-15.801,248.84,55.171,-3.2864,11.612,-0.37644,26.667,8.6887,6.8867,1.8302,5.2603,2.1698,16.937,20.693,5.1392,57.567
1.045,1.07,1.0528,-5.3115,-15.245,-16.268,247.49,51.341,-1.7299,8.8754,-0.21001,33.141,10.592,5.6776,1.9859,6.0332,2.0782,12.802,20.707,5.1302,56.68
1.045,1.07,1.0555,-5.227,-14.374,-15,243.46,61.863,-3.3138,10.844,-0.57397,23.508,11.436,6.5122,1.7674,7.7802,1.6306,9.9487,15.292,4.5131,45.681
1.045,1.07,1.0612,-4.1493,-11.517,-11.676,194.2,35.394,-3.768,7.8673,-1.1086,14.558,9.0639,5.9689,4.1921,4.5443,1.0646,9.6177,13.125,4.538,50.5
1.045,1.07,1.0563,-4.9569,-14.247,-15.031,231.5,42.181,-4.0606,10.019,1.3104,34.637,7.3907,5.4921,2.5064,7.3157,1.7129,14.943,10.902,4.9076,33.655
1.045,1.07,1.0504,-5.0156,-14.012,-14.925,233.74,50.546,-2.7988,8.8695,0.5492,31.2,9.3028,10.515,4.3959,5.3659,0.88584,9.8975,13.011,5.6578,39.259
1.045,1.07,1.0513,-5.2656,-15.406,-16.604,245.47,45.598,-5.1768,6.8639,-0.27673,41.182,9.4098,8.4262,1.5239,7.3666,1.0091,13.965,17.874,3.8099,48.672
1.045,1.07,1.0582,-4.7678,-14.331,-14.342,223.26,34.464,-3.6467,9.598,0.37324,28.023,7.7442,4.7772,3.9318,10.677,1.8962,20.153,8.7192,7.1308,27.582
1.045,1.07,1.0538,-5.3829,-15.965,-17.281,251.22,40.98,-4.0936,9.886,0.20166,45.317,7.2153,3.6976,1.9748,8.6657,1.0675,13.865,20.521,4.4102,53.73
1.045,1.07,1.0535,-5.3761,-15.43,-16.665,249.91,56.696,-3.7015,2.2828,0.89645,32.745,11.895,4.6587,4.6547,5.4035,1.5639,10.833,21.893,4.3214,58.933
1.045,1.07,1.0551,-5.0198,-14.247,-15.381,233.79,48.853,-3.6683,4.9654,-0.97633,33.087,10.432,3.7471,4.3453,6.34,2.1949,8.1661,17.832,6.202,52.973
1.045,1.07,1.053,-5.4782,-15.532,-16.224,254.75,64.914,-3.5795,5.7484,0.46188,29.615,8.6648,6.0117,5.5945,6.7343,2.1962,14.704,15.381,6.3252,42.284
1.045,1.07,1.0565,-4.7552,-13.353,-13.566,221.88,49.334,-2.3662,7.9009,0.76384,20.838,7.1571,6.9818,3.0368,6.7461,1.5659,13.814,12.834,6.3286,42.2
1.045,1.07,1.0529,-5.5637,-15.599,-16.647,258.23,69.593,-2.768,2.5378,0.46826,33.806,9.0728,5.8642,2.9234,5.2454,1.6071,14.917,16.275,4.3017,43.839
1.045,1.07,1.0537,-4.5007,-12.128,-12.679,210.01,46.417,-1.5541,9.2882,-0.37761,20.636,5.535,8.7343,2.4201,5.0915,1.3844,4.826,17.733,7.6401,60.387
1.045,1.07,1.061,-4.7879,-13.844,-13.983,223.5,46.784,-3.8287,5.6497,-0.39415,26.031,9.2622,5.2728,2.2039,7.3133,0.7237,21.724,5.381,2.6455,17.691
1.045,1.07,1.0611,-4.3594,-12.199,-12.494,203.91,38.302,-4.2188,8.4786,-1.5968,22.898,6.1194,4.1047,3.1415,3.7962,1.0929,14.519,10.519,5.7131,38.626
1.045,1.07,1.052,-5.2187,-14.622,-15.365,243.16,56.673,-3.6166,10.041,-0.5345,26.181,12.713,9.0139,4.1714,5.2614,1.3099,11.758,15.292,5.2362,44.508
1.045,1.07,1.0562,-4.7435,-13.795,-14.732,221.55,35.609,-4.229,6.405,0.54665,33.329,13.703,5.0816,2.9686,6.5745,2.0868,13.558,9.4839,5.3704,30.069
1.045,1.07,1.0483,-6.2311,-17.82,-19.075,289.43,75.031,-5.1052,9.1815,-0.45738,42.161,11.245,7.6695,3.2275,5.3174,1.8669,19.741,16.903,3.8055,38.938
1.045,1.07,1.058,-4.7409,-13.821,-14.373,221.71,36.356,-3.4314,9.3301,-0.49826,27.025,10.142,5.7049,3.9455,8.6798,2.012,11.219,16.076,3.6937,51.26
1.045,1.07,1.0542,-4.9663,-14.368,-15.832,231.51,39.57,-3.3497,4.8628,-0.65323,38.757,16.219,3.96,3.9377,2.5785,2.3693,13.323,12.448,5.091,36.487
1.045,1.07,1.0575,-5.0855,-14.436,-15.285,237.02,51.398,-5.7694,6.8097,0.49184,37.217,2.2833,2.6223,4.2585,7.2526,1.8402,13.856,12.533,6.5008,38.077
1.045,1.07,1.0556,-5.5845,-15.704,-16.452,259.87,65.173,-3.1644,9.787,2.4397,29.331,5.1105,4.5994,3.3997,1.7219,2.2621,20.112,19.242,3.6063,52.026
1.045,1.07,1.0537,-5.1146,-14.563,-15.23,238.29,53.785,-4.9077,6.2928,-0.016196,23.947,12.718,9.3774,4.1464,5.9863,1.744,11.852,18.364,3.0287,54.002
1.045,1.07,1.0541,-4.8629,-14.097,-15.286,227.28,33.916,-4.3787,10.231,0.19283,32.128,14.406,6.9927,3.8852,4.5863,0.77854,9.3051,18.589,3.6981,55.423
1.045,1.07,1.0562,-4.9975,-14.436,-15.048,233.02,48.082,-3.1796,5.7623,-0.53065,32.575,8.023,6.554,4.4219,6.4925,1.113,17.076,10.609,3.8276,32.397
1.045,1.07,1.0533,-5.4646,-15.313,-16.346,254.11,63.446,-3.9085,6.8356,0.22782,31.003,12.758,3.4495,5.7251,6.9891,2.26,10.133,14.167,7.8059,39.175
1.045,1.07,1.0521,-5.499,-15.273,-16.491,255.72,63.454,-3.859,8.5697,0.062648,37.994,6.1467,7.4557,2.846,8.2313,1.0208,8.3409,17.089,3.7072,46.862
1.045,1.07,1.0582,-5.4387,-15.778,-15.92,253.18,63.993,-4.4801,4.9386,-0.005923,22.156,9.0469,5.3105,2.9841,9.8557,2.0234,18.738,18.593,2.5321,51.606
1.045,1.07,1.0566,-5.1348,-14.817,-15.067,239.13,56.814,-2.8164,4.0841,-0.014413,22.773,10.767,4.8039,2.6373,7.7497,1.6879,18.164,14.842,6.3578,43.845
1.045,1.07,1.0548,-4.979,-14.021,-14.878,231.83,52.128,-4.9263,4.313,1.2656,28.76,14.53,8.0216,1.5092,4.0764,1.7601,16.243,8.5865,3.492,26.6
1.045,1.07,1.0495,-5.5985,-16.773,-17.359,261.32,49.607,-4.4261,11.726,-1.312,35.355,11.402,7.8937,4.0293,7.4499,1.6756,21.358,17.952,7.4345,45.074
1.045,1.07,1.0533,-5.6356,-15.429,-16.166,262.08,73.989,-5.5463,11.172,-1.4211,29.866,7.4186,5.1529,2.202,2.9169,1.6818,17.552,14.699,7.3714,40.285
1.045,1.07,1.0536,-4.8222,-13.753,-14.637,224.9,43.024,-2.6655,6.1397,0.26265,31.132,6.5208,7.3219,2.0661,4.694,1.168,11.575,19.571,5.7019,59.599
1.045,1.07,1.0533,-5.0417,-14.062,-14.756,235.28,51.401,-4.7193,12.372,-1.1852,26.025,6.2198,8.0469,2.926,5.0454,0.45309,9.2228,22.336,6.0066,66.106
1.045,1.07,1.0579,-4.5473,-12.93,-14.178,212.36,32.224,-4.5119,5.8705,2.0356,36.382,7.8245,4.5823,2.3966,4.0142,0.84965,10.4,12.687,3.5945,42.449
1.045,1.07,1.0582,-4.4073,-12.926,-14.103,206.45,21.069,-5.1055,8.2825,-0.63288,40.777,5.9436,4.7172,4.4414,8.0092,1.357,7.1142,13.48,3.8044,45.199
1.045,1.07,1.0579,-4.5835,-13.253,-13.864,214.27,35.379,-3.5305,7.251,-0.96241,32.518,4.1219,6.1835,3.204,6.5801,2.7845,13.549,13.901,3.9248,46.322
1.045,1.07,1.0547,-4.985,-13.091,-14.273,231.84,61.631,-4.7937,8.5566,0.38311,25.696,9.2905,7.7966,3.5572,5.8587,1.5522,-0.10185,16.505,3.3471,52.502
1.045,1.07,1.0571,-4.6354,-12.998,-13.618,216.52,41.29,-3.9385,9.0156,1.1552,30.162,5.3733,6.1621,2.6681,6.0412,1.7603,13.04,8.9475,5.8339,30.394
