V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0592,-4.5986,-12.855,-12.919,214.72,47.723,-1.774,7.7269,0.72951,-0.057869,0.74864,14.269,19.62,9.4034,2.604,4.3277,1.3579,9.5687,1.6233,8.2141,14.76,4.6671,14.887
1.045,1.07,1.0609,-4.2023,-12.345,-12.672,197.02,24.183,-3.9297,7.4243,2.2496,-1.2104,-0.69942,27.292,17.377,6.5125,6.3795,3.6544,1.6239,7.8065,1.4602,13.081,11.123,2.2454,13.393
1.045,1.07,1.0581,-4.8824,-13.428,-14.979,227.03,50.468,-4.4994,2.3187,2.2732,-0.68883,-0.9367,35.96,15.335,12.861,3.9175,3.222,1.2337,4.4902,2.0275,5.9599,12.432,4.0713,10.188
1.045,1.07,1.0605,-4.8624,-13.521,-14.496,226.57,48.958,-1.9842,6.4384,1.2531,-0.21599,1.812,26.144,9.8774,13.291,6.8445,2.6859,2.1885,7.2611,2.2284,6.794,15.269,5.1889,8.5961
1.045,1.07,1.0629,-4.8472,-13.854,-15.133,226.26,38.522,-6.0951,7.2599,2.3787,0.43825,1.4154,42.348,9.5668,2.7666,6.1662,1.8302,1.2933,6.232,2.7896,12.214,14.78,2.9912,5.8105
1.045,1.07,1.0557,-4.9058,-13.592,-14.409,228.49,53.109,-5.2582,5.9194,1.6067,0.26287,1.1594,24.913,14.519,9.4501,7.9524,4.2022,3.0796,6.2269,1.4081,7.0068,17.227,4.6295,13.25
1.045,1.07,1.0595,-4.7506,-13.424,-14.019,221.86,43.689,-3.9817,8.8655,1.1407,0.0051869,2.5833,28.659,12.357,8.613,4.9586,2.7373,1.9594,6.2141,1.8202,14.368,9.3371,7.9205,9.0574
1.045,1.07,1.0547,-5.1034,-15.301,-15.823,238.04,43.907,-2.3579,4.0754,1.2434,-0.58358,1.9281,28.573,17.27,11.099,4.1242,2.6214,2.1188,8.5385,1.5029,16.759,21.682,4.667,7.2659
1.045,1.07,1.0651,-4.2027,-11.574,-12.51,196.49,31.606,-3.2672,6.726,1.53,0.10731,-0.49158,25.031,10.783,14.671,6.6589,2.7628,1.3135,2.8154,1.4105,9.7808,5.9242,3.881,10.584
1.045,1.07,1.0603,-5.2484,-14.731,-15.427,244.23,60.38,-3.3533,6.2213,2.7103,0.6533,0.86343,25.713,12.57,9.5702,5.3166,2.0722,1.602,7.0666,1.6515,13.615,17.147,3.8218,6.0986
1.045,1.07,1.0535,-5.0406,-15.216,-15.866,235.74,34.574,-4.403,9.373,0.87962,0.20873,0.59516,39.843,19.576,3.011,4.3691,3.5527,0.7965,4.5601,1.0177,22.881,16.801,4.9683,10.059
1.045,1.07,1.0613,-4.7577,-13.073,-13.712,222.06,49.346,-7.6078,9.1535,1.1682,1.3699,-0.0069814,20.844,15.269,9.3626,4.5405,3.4904,2.0379,3.6548,0.71654,11.091,14.333,4.3338,11.829
1.045,1.07,1.0505,-5.0001,-14.306,-14.77,233.28,49.505,-5.7908,8.3601,1.2258,0.36567,1.3156,25.1,22.151,7.5436,3.5017,3.9676,1.6673,3.6123,2.1619,15.7,18.405,7.3093,11.718
1.045,1.07,1.0457,-5.3357,-14.867,-16.076,248.18,58.102,-3.8133,7.9897,2.2121,1.3826,1.0509,38.449,21.634,1.898,5.3534,4.3558,1.8503,2.9778,0.73021,10.795,19.909,6.967,11.789
1.045,1.07,1.0671,-5.1559,-14.556,-15.164,240.12,58.398,-3.8981,5.4948,1.3961,-0.59616,1.1142,26.094,8.7997,11.474,4.3485,3.8269,1.6613,7.8958,2.0329,15.647,10.658,2.3668,11.797
1.045,1.07,1.0511,-4.5632,-13.393,-14.151,213.5,28.366,-2.5683,8.2694,1.232,1.2623,-1.1392,34.898,19.994,7.7845,7.8213,4.0603,1.4203,5.9158,0.98806,13.755,10.569,6.3361,12.972
1.045,1.07,1.0581,-5.3772,-14.907,-15.438,250.23,66.306,-3.2821,8.8252,1.398,1.273,0.48208,21.744,13.683,7.6249,3.1604,4.744,1.9865,6.4356,1.1319,12.116,18.699,8.6456,13.595
1.045,1.07,1.0497,-5.4884,-15.743,-16.71,255.66,56.023,-2.9469,9.6463,0.60638,0.80564,-1.2951,36.002,24.726,4.6987,1.5632,6.0149,1.3518,6.224,1.5712,12.315,20.881,3.5271,15.94
1.045,1.07,1.052,-4.8833,-14.425,-15.449,228.08,34.183,-3.425,7.0604,1.7216,0.49543,-0.37067,35.417,16.248,13.526,9.667,3.5932,2.3259,10.849,1.2363,8.1378,14.712,4.0248,10.544
1.045,1.07,1.0487,-4.4785,-12.862,-13.239,209.66,33.608,-4.3146,10.49,1.1276,-1.5316,-0.43848,22.251,26.675,8.1869,4.6898,2.8381,1.0201,6.5989,1.7263,7.7443,21.001,5.5797,8.8291
1.045,1.07,1.0499,-4.6749,-13.193,-13.602,218.45,41.928,-3.3594,10.515,1.5307,0.3102,0.091234,21.896,21.097,10.481,8.6909,2.3878,1.5691,6.0347,1.7841,10.564,15.18,5.9144,7.664
1.045,1.07,1.0564,-4.8078,-13.76,-14.506,224.62,40.116,-3.1599,9.7359,1.5955,-0.17608,-0.6428,30.683,17.259,8.5824,6.3882,4.4268,2.1104,6.5443,1.3268,11.559,13.505,3.4583,14.093
1.045,1.07,1.0627,-5.1583,-14.074,-15.136,239.93,61.645,-4.375,5.8783,0.5511,0.80754,1.8607,34.777,9.2124,5.9234,6.0537,1.9939,1.7975,5.3717,1.6621,13.638,8.7309,3.9799,6.1901
1.045,1.07,1.064,-5.0712,-14.062,-14.167,236.32,62.407,-3.5636,8.5724,1.658,-0.54796,-1.1534,16.381,15.368,7.3169,3.3911,3.2128,1.4805,7.8117,1.4336,14.188,16.086,2.7705,10.141
1.045,1.07,1.0567,-5.2442,-15.103,-16.23,244.16,50.83,-2.8586,4.8087,1.4787,1.2008,0.42896,36.752,13.963,7.2656,5.0174,1.3889,2.1988,5.4236,1.8708,15.305,19.301,4.2125,3.909
1.045,1.07,1.0605,-5.1674,-14.394,-14.662,240.75,62.518,-4.2573,8.8304,1.6674,-1.1781,0.73118,21.295,12.457,9.76,4.8156,3.5317,2.0052,8.8868,1.317,13.648,12.137,7.7154,10.818
1.045,1.07,1.0653,-4.843,-13.577,-14.112,225.99,49.375,-4.8636,8.008,1.6823,0.45852,-0.49476,22.29,10.798,14.393,4.4619,2.5762,1.5992,6.1499,1.1879,15.496,7.4967,5.4565,8.5599
1.045,1.07,1.0502,-4.9636,-13.503,-13.378,230.96,66.824,-1.5919,6.9462,1.1128,0.14482,0.3663,13.032,26.283,9.1429,4.1987,4.8897,2.5433,7.6559,2.783,11.717,10.288,3.642,15.544
1.045,1.07,1.0506,-5.651,-16.442,-16.843,262.92,65.275,-4.8376,6.1154,2.0565,0.14886,0.12157,29.201,19.996,8.4667,4.3763,2.4216,1.3099,6.2614,1.3291,22.419,18.575,6.8534,6.2282
1.045,1.07,1.0568,-4.3934,-13.033,-13.131,205.7,29.606,-0.41086,6.4702,1.0656,0.14515,-1.6707,22.126,18.038,7.9259,6.8739,3.6887,2.5501,7.2002,1.5439,15.564,14.919,5.5524,12.449
1.045,1.07,1.0578,-5.2784,-15.04,-15.726,245.56,59.792,-3.7347,3.6689,1.3852,1.1578,-0.12826,24.584,13.03,12.765,7.7432,1.9986,1.3915,8.4726,1.9219,13.125,17.976,4.1882,5.7424
1.045,1.07,1.0587,-4.9918,-14.033,-14.87,232.43,53.077,-4.8524,4.6064,2.0209,0.32655,2.0579,28.921,14.254,12.223,5.0884,3.1323,1.9047,5.6597,1.4451,13.917,10.117,3.841,9.7957
1.045,1.07,1.0634,-4.7386,-13.53,-14.096,221.1,44.649,-4.6226,4.8703,1.7273,0.55482,-1.0071,26.823,11.599,6.1641,4.453,3.8937,2.372,3.6599,2.0545,17.135,13.914,6.4644,12.875
1.045,1.07,1.0521,-4.9426,-13.551,-14.074,230.1,59.858,-4.9171,6.283,1.1912,-1.9339,-1.4279,24.235,21.593,6.3585,6.0299,5.1011,2.4394,5.8752,0.9703,8.5811,15.455,5.0722,16.098
1.045,1.07,1.056,-4.8306,-13.813,-14.64,225.54,41.346,-3.5032,8.4145,1.4121,-0.011924,0.11441,28.887,17.61,10.518,3.1839,3.6416,2.3235,5.5019,1.036,11.266,16.141,6.4014,11.368
1.045,1.07,1.0493,-5.0023,-14.596,-15.998,233.05,39.686,-4.2659,3.383,2.3439,1.5549,-0.52501,36.703,18.808,10.942,7.5866,2.3601,2.1473,3.2764,1.6839,11.061,23.176,3.8185,6.4239
1.045,1.07,1.0552,-5.1722,-14.987,-15.053,241.18,55.923,-4.3732,7.4893,1.658,-0.85908,1.7228,22.685,18.148,12.054,5.5841,3.1939,1.7934,8.8608,1.989,19.578,10.854,4.749,9.4383
1.045,1.07,1.0527,-5.218,-15.214,-16.499,243.04,46.281,-4.0751,4.162,0.91118,1.1393,-0.47478,37.407,16.949,10.438,3.6909,3.1722,2.0952,9.1513,1.8259,8.2719,21.178,7.0479,8.6052
1.045,1.07,1.0521,-5.1762,-14.715,-15.943,241.13,49.171,-3.0327,7.6826,1.9329,-0.14866,-1.5717,40.61,19.613,7.4731,4.6668,4.9076,2.0099,3.0424,0.93421,14.605,12.441,4.5264,14.143
1.045,1.07,1.0483,-5.2484,-14.61,-15.037,244.25,64.252,-2.8131,7.9629,1.0302,-1.4197,0.41778,22.448,24.39,7.2278,5.606,3.0208,1.8532,4.1624,1.6446,13.25,21.432,3.243,8.577
1.045,1.07,1.0547,-4.8249,-13.56,-14.847,225.17,40.694,-4.7947,8.9223,1.6837,-0.88495,-0.50424,39.544,17.584,6.7903,5.1317,2.9207,1.4027,4.8253,2.2089,9.0738,13.561,5.0545,9.1835
1.045,1.07,1.0684,-5.2136,-14.724,-16.045,242.96,51.266,-5.7252,7.3344,1.3849,0.19729,-2.0424,32.602,5.9881,12.799,4.5541,3.3141,1.7875,5.4741,2.2598,11.382,16.972,3.2435,9.9358
1.045,1.07,1.0591,-5.194,-14.905,-14.896,242.22,58.809,-5.2801,8.2549,1.4117,-0.026717,0.60213,19.171,15.654,10.455,4.6464,4.0819,2.6036,6.5613,1.4868,21.15,12.235,5.5053,12.229
1.045,1.07,1.058,-4.657,-13.487,-14.437,217.87,31.09,-5.0689,9.6095,1.6265,1.105,-0.081977,33.211,13.876,5.5936,7.1582,1.0716,1.62,5.9391,1.6602,11.027,20.034,5.1004,3.3897
1.045,1.07,1.0557,-5.1342,-14.646,-15.61,239.41,49.275,-4.6997,8.5738,1.5385,-0.85697,0.00010893,38.086,17.167,3.4939,3.4988,4.0917,2.1813,3.6781,1.7063,15.957,15.886,5.2679,12.055
1.045,1.07,1.0596,-5.1046,-14.878,-15.524,238.32,45.368,-5.3946,8.9485,2.3762,0.40505,-1.0187,27.919,15.794,13.011,5.2558,1.7516,0.83869,6.9084,1.2744,17.374,15.526,2.7214,5.2057
1.045,1.07,1.0537,-5.1619,-14.641,-15.551,240.37,54.357,-4.6619,5.5627,0.49988,0.26372,0.75349,32.013,15.624,6.9882,5.8209,4.5651,1.6816,6.4157,1.9295,10.869,17.903,7.5083,13.25
1.045,1.07,1.0627,-5.0983,-14.825,-14.947,237.96,51.558,-3.6267,8.089,1.3951,0.31757,-0.084228,18.048,13.342,9.2376,4.6329,3.9519,1.5974,8.4495,0.93921,16.284,20.789,3.978,11.804
1.045,1.07,1.0421,-5.0235,-14.046,-15.292,233.94,48.218,-3.1743,7.5437,1.1594,1.9049,0.73787,36.417,25.416,8.9228,8.151,4.2125,2.9923,6.0294,1.1142,5.6525,14.349,3.4563,12.033
1.045,1.07,1.0593,-4.6301,-13.907,-13.889,216.58,36.021,-3.8411,4.7437,0.79676,-0.20866,-1.1523,25.776,17.412,7.0177,6.4928,3.5775,0.93499,8.7332,1.7044,21.042,10.861,4.4583,11.717
1.045,1.07,1.0571,-5.0883,-13.388,-14.72,236.76,61.041,-3.1764,11.017,1.1832,-0.52191,1.9969,37.777,14.799,3.5899,3.0057,4.0304,1.8502,3.3328,1.9616,7.1743,8.5388,6.1398,12.694
1.045,1.07,1.0515,-5.6757,-16.015,-17.022,263.69,69.208,-4.9309,5.278,1.2263,0.42891,-0.44928,32.072,18.275,11.729,5.2143,4.345,1.9432,6.7509,0.3938,13.083,16.826,4.9973,11.417
1.045,1.07,1.0587,-5.182,-14.523,-15.599,241.34,54.86,-4.6105,7.357,1.3842,-0.59309,0.061121,35.075,13.337,11.276,5.5505,2.4093,1.3217,6.4584,2.5351,13.202,9.9719,4.5735,7.2335
1.045,1.07,1.0512,-5.6911,-16.286,-17.33,265.03,59.921,-4.3462,11.396,1.8103,0.57673,-0.7789,40.537,20.445,6.0799,3.9034,2.0783,1.2339,6.3324,1.7,17.566,16.526,3.7819,5.3813
1.045,1.07,1.0672,-4.7846,-13.364,-13.843,223.38,48.492,-4.845,8.5221,1.0039,1.0963,-2.5951,15.327,9.2131,12.706,6.1175,1.4874,2.021,5.2662,1.542,12.336,18.465,4.7922,4.9619
1.045,1.07,1.0557,-4.6325,-13.114,-13.713,216.28,42.144,-4.3191,6.9592,1.4909,-1.6931,2.6774,26.628,17.725,11.12,4.9684,3.5937,1.9368,7.6456,1.2901,9.6111,11.404,5.1796,12.006
1.045,1.07,1.0466,-5.3164,-15.358,-16.224,247.87,50.39,-4.0858,9.78,1.268,0.8935,0.073208,40.799,23.309,2.5258,6.349,3.6063,1.282,3.8233,2.1092,19.144,14.773,4.4941,9.8581
1.045,1.07,1.0541,-4.0578,-11.385,-11.686,190.35,25.534,-5.2292,11.046,1.8777,1.4854,-1.0347,19.461,21.435,10.458,8.895,3.7503,1.9638,4.4288,1.277,10.082,7.5648,4.0683,14.341
1.045,1.07,1.0447,-5.8387,-16.404,-17.59,271.04,71.594,-1.7576,6.9922,2.3903,-0.10769,-0.022344,38.536,19.278,8.421,8.0469,5.0097,1.507,4.9165,2.2564,13.635,17.16,6.3148,12.365
1.045,1.07,1.0551,-5.4595,-15.167,-16.218,254.15,61.144,-2.3358,10.909,0.9804,1.6926,-0.40485,30.399,13.437,12.099,7.3535,4.4035,1.6279,8.3031,1.5304,8.3451,14.125,5.737,12.35
1.045,1.07,1.0513,-4.3535,-12.966,-13.456,204.15,21.518,-2.2989,9.6714,1.4895,-0.87632,0.33103,28.979,26.109,7.8848,3.2379,1.9803,1.8762,3.0979,1.5904,16.361,17.614,2.6016,6.372
1.045,1.07,1.0632,-4.5392,-12.961,-14.101,212.46,28.975,-2.8456,10.786,2.0438,-2.1239,-0.78745,35.389,13.495,5.8156,4.5092,4.4139,1.0081,5.5761,1.7424,6.8344,18.237,1.9203,14.88
1.045,1.07,1.0553,-5.2261,-14.6,-15.477,243.56,56.051,-4.8452,10.196,0.82925,0.33288,-0.65075,31.349,14.178,12.397,7.6035,3.3985,1.548,3.9397,1.7681,16.241,8.1265,6.847,10.113
1.045,1.07,1.0665,-5.007,-14.316,-15.201,233.64,45.491,-3.4219,8.3663,2.5006,0.31907,-0.6473,25.119,6.2176,13.001,5.0515,4.0671,2.8183,6.8286,1.3835,10.634,19.103,5.533,12.506
1.045,1.07,1.0578,-4.4431,-11.739,-12.902,206.91,47.363,-3.7612,4.8379,1.7042,-1.7643,-1.0928,29.26,16.563,7.488,6.0956,2.3172,1.3253,2.6502,0.53211,4.0018,12.68,4.7684,8.3232
1.045,1.07,1.0566,-4.3258,-12.542,-13.11,202.71,24.825,-3.3169,9.6452,1.8097,2.2066,-0.94553,26.958,18.728,7.1499,4.6627,4.2592,2.3656,3.2037,2.4132,14.141,12.648,6.2158,14.858
1.045,1.07,1.0623,-4.6882,-12.914,-13.26,218.79,49.6,-2.0168,8.9605,1.3784,0.3602,-0.1139,18.305,14.178,7.5957,7.3822,4.2941,1.1966,5.1575,2.0454,11.363,14.062,1.7238,14.725
1.045,1.07,1.0469,-5.2866,-15.614,-16.196,246.39,50.389,-4.5878,5.8301,1.7053,-0.032103,1.0779,32.473,22.543,11.264,6.764,3.6744,2.2685,10.504,1.5993,14.561,15.662,4.3822,9.9422
1.045,1.07,1.047,-5.555,-15.781,-17.237,258.45,56.907,-2.6433,8.7287,1.6473,-0.41555,-1.8111,40.39,20.405,12.464,5.9349,2.8749,1.691,7.0311,0.97559,9.001,18.086,5.6497,7.4032
1.045,1.07,1.0612,-5.0786,-15.431,-17.013,237.38,26.682,-3.2372,7.3264,1.3431,-0.37187,0.68525,48.805,7.5235,10.001,5.3803,2.0291,2.1664,5.8042,1.1811,16.741,19.202,4.3678,5.5694
1.045,1.07,1.0457,-5.1894,-14.082,-15.015,241.35,62.431,-3.3049,8.7852,1.6233,0.45562,1.6681,23.548,23.85,9.6856,5.3331,1.0082,1.4487,3.7906,1.682,6.0686,23.878,5.4975,2.8089
1.045,1.07,1.0636,-4.7313,-14.037,-14.612,221.34,32.577,-4.0763,7.9281,2.5028,0.55181,-0.60918,30.145,12.259,10.348,2.9636,2.0437,0.8563,3.5654,2.2652,22.548,12.181,6.8946,6.5494
1.045,1.07,1.0483,-4.8856,-13.926,-13.932,228.18,48.668,-5.4276,10.714,2.1355,2.4372,0.51891,11.005,23.232,13.441,8.6054,2.8703,2.0599,8.7862,1.7172,9.6357,20.366,5.0621,8.5902
1.045,1.07,1.0607,-5.3068,-14.852,-15.079,246.74,69.501,-4.3998,4.1216,2.1335,-0.063983,-0.20588,28.164,15.1,2.5457,5.2667,3.6167,1.4181,10.021,0.98932,17.724,9.1454,3.3878,10.774
1.045,1.07,1.0468,-5.9807,-16.824,-18.689,277.86,66.865,-4.9518,9.3972,1.3813,0.12658,-2.6235,54.211,18.975,9.9163,5.2982,3.9689,2.5357,5.3573,1.273,14.721,7.8235,5.7527,9.6088
1.045,1.07,1.056,-4.9982,-14.073,-14.542,233.1,53.367,-4.3206,8.675,1.0838,-1.1393,0.33193,26.722,16.835,8.153,4.5962,2.2926,1.9316,6.0538,1.226,15.244,13.182,7.4936,7.1244
1.045,1.07,1.0488,-5.6116,-16.04,-16.888,260.94,63.028,-1.8131,7.0909,2.0501,2.1574,-0.97468,27.681,19.935,12.141,7.1085,3.1646,1.3091,7.9777,2.0551,11.771,22.128,4.1432,8.1138
1.045,1.07,1.0557,-4.6798,-14.023,-14.709,218.83,31.272,-5.7279,5.0907,1.5001,-1.3705,-0.71068,31.759,15.712,10.072,8.8615,3.3262,2.1982,6.9136,0.73298,14.415,18.043,4.0968,10.228
1.045,1.07,1.0534,-5.3812,-15.328,-15.894,250.7,59.617,-4.727,9.1107,1.4224,-0.28361,-1.2871,25.377,18.712,8.534,6.5643,3.7966,1.6911,6.3528,1.5316,13.721,21.896,3.9614,10.507
1.045,1.07,1.0694,-4.7939,-13.157,-13.201,223.24,60.902,-2.789,4.3244,1.7027,-0.29763,0.061666,14.179,9.2275,7.5855,3.6633,3.3551,2.052,6.4181,1.1164,15.799,11.382,4.6719,11.454
1.045,1.07,1.0517,-4.962,-14.882,-15.663,232.09,33.042,-5.35,9.7456,1.8983,-0.92309,0.60025,36.616,17.456,9.7018,7.2302,2.9174,2.4776,7.8046,1.4099,15.493,17.145,5.7943,8.3168
1.045,1.07,1.0382,-5.0242,-14.103,-15.012,234.08,49.793,-2.5121,8.8868,1.4054,0.36385,-1.0818,34.986,29.111,9.5432,7.2287,3.8136,1.0483,4.749,1.8033,10.824,10.426,8.3287,10.753
1.045,1.07,1.0533,-5.8733,-15.754,-16.794,272.05,88.789,-3.106,4.3389,1.5347,0.042665,-0.22879,29.076,17.706,11.002,4.5918,5.3645,1.4524,7.3301,1.561,8.9583,12.28,3.8902,14.079
1.045,1.07,1.0552,-5.4146,-15.234,-16.055,251.97,61.592,-2.6729,7.8644,1.0456,1.6121,-0.5179,27.751,16.171,9.4852,4.0374,3.3215,1.7968,3.9254,1.2059,15.617,18.144,6.5512,9.2645
1.045,1.07,1.0555,-5.6307,-15.591,-17.02,261.7,65.652,-1.9793,9.0797,2.0455,-0.86598,0.71331,44.715,10.467,8.5657,7.536,3.2996,1.6275,6.2237,1.1813,13.624,7.8825,5.8065,8.9095
1.045,1.07,1.0511,-5.0856,-14.057,-15.013,236.68,56.505,-2.844,7.3354,2.4387,-1.0546,0.49861,35.377,22.587,10.924,3.0765,1.539,1.67,6.3481,1.8443,12.948,5.9428,4.3228,4.6596
1.045,1.07,1.0556,-4.5578,-13.222,-14.24,212.97,31.197,-6.0853,5.1106,1.5308,1.845,-0.28285,33.962,15.975,7.9927,9.0419,3.2985,1.3439,4.1655,1.713,12.32,14.424,3.591,10.768
1.045,1.07,1.0589,-4.3243,-12.685,-13.48,202.79,20.57,-3.8085,9.8186,1.0655,0.70337,0.26592,33.913,14.708,6.6528,4.4102,4.4628,1.4396,6.1623,1.8533,11.571,11.291,8.3754,15.476
1.045,1.07,1.0452,-5.046,-14.489,-15.058,235.51,46.65,-2.9079,10.651,1.5004,0.35325,-0.62281,28.704,25.729,8.0888,4.3206,5.974,1.0594,1.6996,1.3247,16.558,15.93,8.4301,17.029
1.045,1.07,1.0631,-4.5783,-13.352,-14.039,214.19,33.234,-7.2958,6.957,1.727,-1.2877,0.36784,28.65,8.5211,7.9485,8.5354,5.0218,1.8027,5.3923,0.96672,12.715,16.757,6.2315,16.782
1.045,1.07,1.0623,-4.647,-14.086,-14.445,217.77,27.085,-4.7253,8.7164,1.9432,-0.30764,-0.93166,26.271,13.765,10.673,5.6658,4.1571,1.1274,8.2978,1.2205,16.588,17.141,4.2581,13.241
1.045,1.07,1.0565,-4.9987,-14.333,-15.095,233.31,45.812,-4.0573,8.794,0.84622,-0.24089,0.60433,29.427,14.042,11.486,6.3282,3.5545,1.2104,8.4251,2.7992,10.981,14.483,7.0451,10.805
1.045,1.07,1.0443,-5.3142,-15.129,-15.779,247.82,53.995,-3.9655,12.377,1.5213,0.2176,-0.38975,27.806,24.386,10.602,6.4902,3.1227,1.4301,2.7169,1.6394,16.121,18.63,7.1442,8.4485
1.045,1.07,1.0464,-5.9484,-16.566,-17.193,276.27,80.108,-2.4269,9.5942,0.59907,0.23793,-0.046684,31.575,22.625,3.2573,5.7885,3.5127,2.2569,9.8117,1.4056,12.135,20.54,4.3597,8.7168
1.045,1.07,1.0535,-4.5356,-13.167,-12.946,212.1,41.21,-4.4236,7.1056,1.4287,-0.49562,0.86473,15.469,22.846,10.232,5.4003,2.8587,1.222,6.428,2.9897,17.79,12.878,5.4237,9.5738
1.045,1.07,1.0544,-5.0982,-14.83,-15.26,237.84,49.098,-4.4277,7.648,2.2291,-0.23758,0.03194,27.467,17.007,12.39,9.3667,1.4469,1.6167,7.3512,1.8123,18.751,12.853,2.5627,4.2725
1.045,1.07,1.0463,-5.9257,-15.812,-17.173,274.68,85.201,-4.3548,8.0922,1.0118,1.0032,-0.46088,38.852,23.652,8.339,3.5,2.3937,2.3189,8.044,1.5207,7.9937,9.6631,4.1707,6.1537
1.045,1.07,1.0673,-4.4698,-12.874,-13.129,209.49,32.927,-4.2325,11.452,1.52,-1.1175,0.12717,19.146,10.511,8.6602,3.7545,4.4867,1.861,5.8255,1.8469,13.344,16.461,5.7673,15.832
1.045,1.07,1.0554,-5.0835,-14.413,-14.975,237.24,51.43,-6.1232,10.6,1.4353,-0.57237,0.25865,20.679,19.388,13.185,2.8547,3.0525,1.7902,1.6654,1.0863,16.168,19.912,5.6421,9.0632
1.045,1.07,1.0501,-5.3507,-15.67,-16.893,249.58,43.977,-2.9581,10.039,1.4875,0.95651,0.33148,40.641,17.812,10.271,7.3358,5.0733,1.2515,2.5752,1.6646,17.791,15.928,3.8426,13.534
1.045,1.07,1.0465,-5.5132,-15.3,-16.273,256.31,66.693,-3.8834,8.3744,1.5533,-0.1566,-0.55826,37.684,22.137,6.7858,6.4455,4.6317,1.3966,4.8676,1.0153,14.586,9.8727,6.1714,12.665
1.045,1.07,1.0616,-4.8613,-13.453,-14.176,226.82,49.402,-3.5878,10.003,2.0408,-0.33193,-0.932,21.832,11.948,15.945,7.6699,2.43,2.2307,3.6026,1.718,13.261,10.826,3.2199,7.9561
1.045,1.07,1.0511,-5.4431,-15.515,-16.187,253,66.032,-3.9317,3.2603,0.85645,-2.4132,0.94907,30.584,18.202,7.6285,5.6585,3.6776,1.3239,5.7033,1.1908,15.719,19.888,6.5908,9.9462
1.045,1.07,1.0483,-4.9147,-13.524,-14.558,228.75,53.705,-4.6508,5.5506,1.0983,-1.2513,-0.40258,31.491,21.335,7.8448,8.0956,2.683,1.0024,5.6487,1.2426,5.8257,17.025,5.584,8.1682
1.045,1.07,1.061,-4.8769,-13.538,-13.461,227.41,58.669,-3.7612,8.2535,1.9664,-1.0106,0.25048,13.455,15.415,8.1908,5.1338,2.9198,3.0958,9.9672,0.64042,11.173,15.758,4.4687,9.5431
1.045,1.07,1.0589,-4.1984,-12.365,-12.619,196.86,23.819,-1.6159,7.6921,1.1347,-0.92263,-1.9274,19.5,15.567,11.681,9.5926,2.206,1.047,4.2231,2.0224,14.799,16.553,4.4589,7.7653
1.045,1.07,1.0595,-4.472,-12.589,-12.96,209.22,37.282,-3.3887,10.194,1.2669,0.53798,0.10376,24.297,17.685,2.2404,4.7361,4.6214,2.0931,5.4179,1.3766,11.202,15.204,3.9905,16.261
1.045,1.07,1.0583,-4.5854,-13.508,-14.316,214.55,28.825,-3.9184,7.4219,1.3028,0.16703,1.4758,33.384,12.823,7.247,8.5249,3.6417,1.3684,7.1238,1.9043,12.015,15.928,4.1031,11.791
1.045,1.07,1.0616,-4.4569,-12.673,-13.763,208.79,26.124,-2.1756,12.459,1.4519,-0.91201,-0.36585,36.454,13.144,7.3848,3.304,5.1901,2.2173,4.7745,1.9206,9.1236,10.111,6.1964,18.073
1.045,1.07,1.0517,-5.3276,-15.06,-15.935,247.67,60.87,-2.9955,4.343,2.4804,0.48652,-0.083147,32.784,16.617,11.301,6.4139,3.8168,0.69211,8.3396,1.7708,12.632,10.97,8.2635,10.763
1.045,1.07,1.0494,-5.5122,-15.701,-16.335,256.59,62.769,-4.1702,8.579,0.92035,0.53916,0.83227,30.734,16.334,10.56,9.1222,3.4848,2.5451,10.27,1.4322,13.081,13.482,7.1724,9.443
1.045,1.07,1.0586,-4.9676,-14.269,-14.975,231.92,45.835,-4.524,8.6056,0.59276,-1.8812,1.3029,30.813,13.858,9.581,6.2021,3.8376,0.57057,8.9072,1.2145,11.272,14.543,5.2073,11.874
1.045,1.07,1.063,-4.5698,-13.27,-13.948,213.75,33.598,-4.6666,7.6725,2.5035,-2.6256,0.12281,22.834,9.4639,13.716,9.2259,2.4574,1.5282,6.1817,2.273,10.046,21.002,3.2426,8.0637
1.045,1.07,1.0479,-5.2926,-14.813,-15.326,246.36,62.777,-4.5536,8.5895,1.9338,-1.1516,1.2481,31.181,27.299,10.377,2.6047,2.876,1.2636,7.1621,2.2564,16.731,6.0075,3.1855,8.3237
1.045,1.07,1.0577,-5.3025,-13.98,-14.616,246.63,73.966,-5.9592,11.244,1.1186,-0.49461,-0.054617,20.638,17.987,7.7587,3.6768,3.8839,2.2149,3.3757,1.8533,10.264,14.123,3.6131,11.849
1.045,1.07,1.0588,-5.2833,-15.176,-15.609,246.13,57.887,-4.3942,6.6594,1.8794,0.50532,-1.3318,30.135,13.518,3.5012,8.1052,2.5203,2.1362,6.7871,1.7044,19.73,16.39,3.419,7.2941
1.045,1.07,1.0633,-4.5598,-13.255,-13.799,213.11,36.01,-4.9926,4.3935,-0.043688,1.9176,-0.31251,22.278,12.613,9.6668,5.3303,4.3692,2.3927,5.2804,0.36414,13.527,16.947,4.4817,14.8
