V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0564,-5.3276,-15.489,-16.074,248.17,55.01,-4.819,5.7499,1.7811,1.5387,1.2639,29.944,7.9398,3.5979,5.1278,4.1373,1.8911,21.154,15.341,4.7934,4.3315
1.045,1.07,1.0498,-4.9946,-13.823,-14.78,232.53,53.898,-3.9247,6.4418,0.80361,0.94205,0.894,29.634,13.089,9.9732,2.6647,4.1178,0.74557,11.646,9.5914,7.0048,2.8776
1.045,1.07,1.0576,-4.889,-14.12,-14.506,228.19,45.982,-4.4197,6.6591,1.4359,1.4537,-1.3779,21.368,9.742,5.4855,4.1149,5.1207,1.4327,15.732,17.822,6.0807,4.5006
1.045,1.07,1.0554,-5.2175,-14.871,-14.891,243.25,59.043,-2.0987,9.8692,1.6909,0.29253,1.2434,17.822,9.3769,5.9463,3.5411,7.8287,1.7692,16.706,17.063,6.2923,0.85337
1.045,1.07,1.0572,-5.3285,-14.814,-15.406,248,63.868,-2.3657,8.6515,1.3427,0.78402,0.85569,23.182,5.9959,4.4471,3.218,5.5859,1.6385,12.389,22.054,3.011,2.2491
1.045,1.07,1.0522,-4.9303,-14.75,-15.76,230.28,34.193,-5.9539,5.7177,2.0576,-0.65724,-0.63302,30.596,13.922,7.1969,2.8938,5.0304,1.656,12.143,25.737,6.1811,-1.7591
1.045,1.07,1.0554,-4.7713,-14.006,-14.817,223.02,33.906,-2.8578,8.2033,1.8134,-0.24912,1.031,34.355,9.1857,4.1474,2.6356,6.3377,1.076,14.724,14.335,6.8682,-0.76839
1.045,1.07,1.0572,-4.7978,-12.822,-13.294,223.28,59.988,-1.0564,7.0631,1.7594,-0.24048,1.6585,13.116,8.8291,4.7249,3.3468,3.0454,0.8706,6.7886,21.574,5.2351,-0.77932
1.045,1.07,1.0556,-5.1013,-13.701,-14.366,237.15,66.986,-5.0488,6.4631,2.1705,0.29969,0.064501,22.234,10.721,7.098,3.6607,5.6273,1.6671,9.5466,10.691,4.7319,0.93735
1.045,1.07,1.0631,-4.5804,-12.79,-12.742,214.11,47.196,-4.6607,9.6319,1.2065,-0.42471,-0.40093,13.491,6.5201,2.0948,2.1722,8.0042,1.5241,11.746,16.996,6.4009,-1.4785
1.045,1.07,1.0491,-5.8851,-16.634,-18.36,273.23,67.373,-3.4478,6.1337,1.9152,-1.1961,-0.66914,50.624,11.938,5.7784,5.1977,7.5807,1.8794,12.363,8.2583,5.0571,-2.9525
1.045,1.07,1.0501,-5.6143,-16.509,-17.933,261.59,48.697,-3.1868,9.2577,1.605,0.53353,-0.34842,43.72,10.858,5.0165,3.3808,4.259,2.133,16.98,20.081,6.0564,1.3218
1.045,1.07,1.0574,-4.8664,-14.119,-14.425,227.37,43.324,-5.1025,8.7387,2.0263,1.0774,-0.12055,22.445,6.7295,5.2167,5.9804,9.6838,1.4922,10.25,19.045,6.3219,3.3333
1.045,1.07,1.0576,-4.8263,-14.397,-15.671,225.66,28.009,-4.6957,7.1923,1.2551,0.1602,1.0747,40.296,10.567,2.4742,3.8452,6.7506,1.1578,11.852,17.121,3.2641,0.47692
1.045,1.07,1.0508,-5.4682,-15.5,-17.489,254.44,51.606,-5.639,7.4133,1.564,-1.1361,-1.0793,49.893,12.349,6.4311,3.9893,3.9463,2.1603,9.6806,13.835,3.2053,-3.0026
1.045,1.07,1.0561,-5.6174,-16.22,-16.982,261.49,61.918,-4.5142,7.6786,1.5817,-0.73589,0.13883,34.566,10.218,4.5182,5.1648,10.769,2.2005,14.629,13.704,2.7728,-1.9674
1.045,1.07,1.0635,-4.1351,-11.36,-11.192,193.51,38.935,-1.782,8.417,1.4456,0.63301,-0.52438,9.251,8.0662,5.131,2.0354,7.4497,1.5009,10.076,11.768,4.2566,2.4841
1.045,1.07,1.0631,-4.1571,-12.408,-12.159,195.17,24.05,-3.5439,8.1785,1.651,0.27285,0.614,18.86,4.0201,3.4229,2.7893,8.1393,1.7478,17.76,13.95,5.8357,1.0017
1.045,1.07,1.0591,-4.7457,-13.784,-14.502,222.21,33.006,-4.9593,12.68,1.8259,-0.91697,-0.66377,32.411,7.6355,4.5228,4.579,6.2039,1.7496,13.265,13.976,4.0205,-2.9569
1.045,1.07,1.0548,-5.5423,-15.919,-16.884,257.89,59.591,-2.4543,6.9723,1.671,0.045729,-0.067235,37.383,7.636,2.3214,3.1258,4.7288,1.8089,19.257,15.859,6.3438,0.12221
1.045,1.07,1.0582,-4.8594,-13.431,-14.674,226.39,47.86,-3.4691,6.5987,1.9991,-0.96651,-1.2907,33.221,9.7147,4.6284,5.7262,6.4138,0.84581,4.2403,13.731,2.7503,-3.0959
1.045,1.07,1.0566,-5.013,-13.333,-14.491,233.49,57.669,-4.5332,11.266,0.90566,0.060701,0.0023815,32.287,12.442,4.6858,3.0282,1.5769,2.0557,12.255,2.4939,4.7791,0.19483
1.045,1.07,1.059,-4.3039,-12.264,-12.445,201.67,32.457,-4.804,10.164,1.2336,-1.1323,-0.28397,24,9.3972,7.255,1.4918,7.7451,1.4166,14.408,5.6537,5.8102,-4.1766
1.045,1.07,1.0612,-4.447,-12.363,-12.573,207.59,44.636,-2.7578,5.7253,1.6045,0.60055,-0.30674,15.339,12.083,6.2319,3.5082,6.6202,1.9982,11.343,9.6671,2.5445,2.1695
1.045,1.07,1.0632,-4.444,-11.988,-12.119,207.43,49.582,-3.8437,8.1886,2.1105,-0.014646,2.4253,17.75,5.9451,2.6849,3.0882,5.4564,1.2413,12.959,6.5054,3.5286,-0.05439
1.045,1.07,1.0514,-5.2865,-15.069,-16.3,246.17,51.782,-2.8069,7.2244,0.90846,0.56039,-0.63374,41.072,6.9103,7.8264,3.276,5.4061,1.9693,13.591,14.414,4.7453,1.5687
1.045,1.07,1.0542,-5.9782,-16.674,-18.078,277.57,74.351,-4.8216,7.9429,1.6283,1.0949,0.48592,33.922,9.8584,2.4348,5.185,3.8462,1.5786,11.348,24.263,2.707,2.6907
1.045,1.07,1.059,-4.7585,-13.737,-14.788,222.36,34.819,-4.0958,8.5963,2.0138,-0.076508,1.0934,38.227,4.4341,1.2055,4.1084,6.8999,1.516,10.561,15.319,5.0434,-0.24285
1.045,1.07,1.0558,-5.1929,-14.095,-14.499,241.6,67.941,-2.3026,8.6088,0.83784,-0.21153,0.020768,15.515,11.194,6.5094,3.0772,7.0003,1.8299,8.3062,18.649,5.1405,-0.63737
1.045,1.07,1.0565,-4.6104,-12.95,-13.812,215.24,39.912,-4.2694,7.0772,1.4567,0.38389,-1.1259,28.802,10.838,8.5182,1.8356,7.352,1.5065,8.1699,12.096,3.1474,1.2917
1.045,1.07,1.0542,-5.6209,-15.677,-16.469,261.49,68.754,-5.2705,9.8283,1.6174,0.42884,-1.2441,31.367,11.703,7.2913,1.2396,6.7655,1.3617,17.227,10.649,3.8808,1.1746
1.045,1.07,1.0611,-4.5175,-12.844,-12.672,211.23,43.504,-3.8575,8.3918,1.9223,-0.1593,1.9877,18.538,3.4118,4.4022,4.2292,7.5402,2.1574,16.147,11.191,4.9742,-0.56133
1.045,1.07,1.0537,-5.0963,-14.193,-14.88,237.62,54.449,-5.2701,10.633,1.7736,0.37802,-0.44804,28.814,8.662,7.7139,3.9464,6.3874,1.5484,12.001,11.42,6.577,1.154
1.045,1.07,1.0555,-4.9693,-14.394,-15.579,231.86,39.25,-3.5058,7.6359,2.6681,-0.059261,2.4923,43.572,5.2061,5.9618,3.5179,5.5314,1.89,14.827,12.019,0.53979,-0.17739
1.045,1.07,1.0544,-5.3656,-14.616,-15.917,249.39,64.27,-3.8217,7.6066,1.8206,0.63025,-0.043994,33.211,10.266,4.8948,3.4602,7.4627,2.1366,5.2746,14.937,4.1993,1.8112
1.045,1.07,1.0579,-5.243,-15.225,-15.875,244.49,50.963,-3.6911,7.803,1.24,0.40725,-0.94319,33.205,4.4405,2.2815,4.729,9.0909,2.0132,14.451,17.595,6.1346,1.1666
1.045,1.07,1.0511,-5.2297,-14.924,-16.224,243.59,49.809,-5.6773,7.0751,2.0191,-0.2666,0.97807,41.778,9.0905,6.4836,3.5856,3.2814,1.3454,15.33,12.254,6.1486,-0.75404
1.045,1.07,1.0601,-4.8956,-13.51,-13.862,228.09,57.434,-1.9435,7.1282,1.2881,-1.2786,-0.96367,16.39,13.711,4.3947,2.9627,7.0033,2.0683,10.771,13.922,3.8722,-4.15
1.045,1.07,1.0517,-5.7803,-16.599,-17.431,268.89,66.691,-4.6972,8.2445,1.3973,-0.74432,0.26385,34.145,11.368,6.7916,2.6092,9.3783,2.1461,15.602,17.039,4.5765,-1.8969
1.045,1.07,1.0538,-5.0592,-14.38,-15.406,236.09,46.032,-5.1041,10.112,0.81001,-0.33879,0.9,30.012,11.769,3.7578,5.4348,4.306,1.0275,9.6584,18.168,8.2388,-0.99384
1.045,1.07,1.0584,-4.3908,-12.362,-12.979,205.34,34.843,-4.3225,8.4339,2.2365,-1.694,1.544,29.633,9.1314,6.3048,2.1515,9.1056,0.51808,8.6586,7.2815,3.8416,-6.0804
1.045,1.07,1.0559,-4.4169,-13.066,-13.51,206.83,27.393,-3.011,7.1979,1.5208,-0.8881,0.16168,28.275,6.849,7.617,2.6387,4.1003,2.1906,16.591,16.489,5.7501,-2.9297
1.045,1.07,1.0576,-4.8973,-13.226,-13.789,228.61,53.979,-3.9021,14.22,1.353,-0.72032,-1.4744,28.063,6.3571,5.7829,3.5622,6.4564,1.293,11.035,5.7829,6.5003,-2.3854
1.045,1.07,1.0581,-4.2887,-12.351,-12.609,200.63,31.99,-4.2326,5.7598,2.2152,1.3342,1.7402,19.655,6.2232,5.5268,1.9828,5.1397,2.7603,12.995,17.875,6.3073,4.6488
1.045,1.07,1.051,-5.1947,-14.698,-15.609,242.03,53.016,-4.8501,8.2871,1.366,1.3705,0.31598,27.954,10.16,10.636,4.5567,5.5155,1.1982,9.5914,19.971,3.4366,3.911
1.045,1.07,1.0596,-4.7615,-12.661,-12.851,222.03,59.237,-4.0621,11.049,1.3121,0.44118,-0.44796,15.509,8.7232,4.77,3.7692,4.3605,1.5487,12.333,7.2927,6.6025,1.5243
1.045,1.07,1.0559,-4.5905,-13.023,-13.947,214.36,36.583,-3.7599,6.75,1.7681,0.9884,-0.83241,26.582,8.6765,6.2062,2.652,3.8554,2.3057,8.4023,20.943,5.6435,3.1527
1.045,1.07,1.0594,-4.5666,-12.904,-12.842,213.28,47.392,-4.2946,6.7262,1.8894,-2.1307,-0.47563,13.587,9.1556,9.016,2.9095,4.5377,1.4143,15.536,16.814,2.1108,-7.3077
1.045,1.07,1.0516,-4.5934,-13.605,-14.911,214.78,24.268,-4.6268,5.9922,1.6427,0.49005,0.40803,38.404,8.9634,9.5965,2.7126,5.0445,0.95728,8.7217,21.178,3.8197,1.442
1.045,1.07,1.0502,-5.3505,-14.781,-16.101,249.27,55.049,-2.8745,13.321,1.6252,0.71395,0.35052,39.819,13.535,7.0566,0.97606,7.9841,1.3403,10.049,5.7318,6.9663,2.0244
1.045,1.07,1.0496,-5.3781,-15.593,-17.067,250.73,45.314,-3.3251,9.9957,1.0707,0.17543,2.237,44.641,12.897,5.8846,1.3296,3.8312,1.2993,16.763,13.359,5.5234,0.46627
1.045,1.07,1.0537,-5.6053,-16.363,-17.157,261.21,56.506,-5.7707,9.6444,1.9962,-0.344,0.75066,31.884,10.796,4.5913,5.2411,6.0676,1.8552,17.066,20.619,4.8822,-0.89196
1.045,1.07,1.0542,-5.3119,-14.978,-15.59,247.57,58.505,-6.3022,10.662,2.5263,-0.40774,0.04509,30.333,8.682,6.5804,2.7043,6.3814,1.5577,16.418,12.284,6.1518,-1.1819
1.045,1.07,1.0564,-4.3903,-12.659,-13.628,205.46,26.07,-2.4593,8.1197,1.7049,-0.23183,0.13175,37.09,7.4624,6.4866,2.5742,5.8055,2.4108,11.421,9.2951,4.5995,-0.79554
1.045,1.07,1.0589,-4.8859,-13.159,-13.402,227.65,61.283,-3.4843,9.1709,0.87573,0.86421,-1.069,15.461,8.0842,6.2575,2.0171,4.1557,1.4969,13.212,13.423,4.957,2.859
1.045,1.07,1.0551,-4.7666,-13.779,-14.262,222.72,40.677,-4.0806,8.3367,1.1655,-0.59309,1.068,23.893,11.266,7.1282,4.1281,2.9578,1.794,16.255,16.186,5.5294,-1.867
1.045,1.07,1.0511,-5.3578,-16.111,-17.157,250.02,40.575,-2.9517,7.9625,1.1393,1.2481,-0.47894,42.22,10.424,5.2863,3.9327,5.6932,1.0475,20.692,14.838,7.7095,3.2618
1.045,1.07,1.0574,-4.6287,-12.907,-13.738,215.85,45.111,-6.4554,4.6369,1.4433,-0.86536,0.67677,25.001,5.8457,5.099,3.8307,3.4433,1.738,7.4312,22.303,5.0706,-2.8001
1.045,1.07,1.0579,-4.9852,-14.195,-14.767,232.53,50.243,-4.3819,7.1101,0.034948,0.60299,-0.59369,21.392,10.797,3.3056,2.468,3.2687,1.6611,15.279,20.664,6.6355,1.8237
1.045,1.07,1.0498,-5.5327,-16.088,-16.974,257.45,58.021,-3.3932,5.8015,1.7531,-0.14677,0.91633,39.137,5.4167,6.2498,4.1186,7.2692,1.3319,16.837,17.659,7.8636,-0.38148
1.045,1.07,1.0567,-4.9894,-13.982,-13.914,232.43,61.602,-4.3931,6.0399,1.3326,-0.82397,0.032211,20.166,3.7736,7.5105,2.7618,6.0677,1.313,18.898,13.37,6.1168,-2.5952
1.045,1.07,1.0478,-5.5988,-14.782,-16.628,259.4,76.601,-3.512,4.8597,1.3363,-0.33469,1.494,42.235,6.7028,6.692,2.9657,2.874,2.0932,4.6784,15.259,6.3724,-0.90084
1.045,1.07,1.0562,-4.5651,-12.79,-13.555,213.2,39.078,-2.4222,8.0575,1.1743,0.34643,0.54533,28.877,10.307,6.3239,4.4431,7.7493,1.0469,7.6844,8.1305,5.6408,1.184
1.045,1.07,1.0526,-5.5018,-15.452,-16.471,255.72,65.337,-3.8516,5.4982,1.3392,-0.012739,-0.52076,38.101,8.6068,5.3948,1.726,6.9416,1.3849,16.003,10.55,6.9537,-0.035085
1.045,1.07,1.0565,-4.4398,-12.687,-13.526,207.89,29.339,-5.1575,10.054,0.49715,-0.51786,0.96602,26.77,11.073,7.2602,3.6297,2.9614,1.5194,9.9064,16.51,3.9842,-1.757
1.045,1.07,1.0593,-4.2876,-12.511,-12.926,201,25.098,-3.3129,9.2545,2.0196,-0.33498,-0.35329,24.413,9.7187,5.592,0.42455,6.6339,2.0081,13.258,14.952,5.2408,-1.1794
1.045,1.07,1.0583,-4.7505,-13.515,-13.839,222.05,42.289,-1.955,11.249,2.086,0.25886,1.9725,23.679,8.9419,3.0471,4.9949,6.361,1.929,14.339,10.572,6.5031,0.85003
1.045,1.07,1.0582,-5.3171,-14.61,-14.694,247.55,70.987,-4.5683,9.7073,0.5222,-0.25569,0.2535,16.33,7.6298,6.7749,5.5028,7.493,1.497,13.44,14.69,2.9341,-0.76526
1.045,1.07,1.0512,-5.2853,-14.845,-16.065,245.81,57.883,-4.6045,4.8779,0.82495,0.26387,-0.059078,32.163,13.568,5.9006,3.0925,4.0984,2.0933,11.061,16.761,7.6146,0.74045
1.045,1.07,1.0564,-5.2973,-14.334,-15.173,246.14,70.244,-4.7101,6.0691,1.3071,-0.76339,-1.0778,26.366,7.6298,6.0371,1.7053,9.4324,1.7379,5.5869,17.875,3.9131,-2.2603
1.045,1.07,1.0514,-4.9625,-14.691,-15.745,231.68,36.514,-4.1559,6.2418,1.1431,-0.1578,-0.49143,44.725,5.3985,8.5867,2.5989,6.3041,1.5072,17.187,12.422,6.005,-0.45702
1.045,1.07,1.0554,-5.1562,-14.432,-15.649,239.93,55.003,-3.2805,5.3359,1.3221,-1.162,-1.9303,35.723,9.3182,4.4583,3.1756,2.1489,1.5498,13.796,15.259,5.5088,-3.4235
1.045,1.07,1.0581,-4.8709,-14.472,-15.432,227.45,33.448,-1.3036,5.6734,1.898,2.2876,0.72829,33.884,6.5361,2.297,2.966,5.7619,1.0651,14.304,22.361,3.3142,6.684
1.045,1.07,1.0579,-4.2987,-11.491,-12.673,200.54,39.396,-4.7657,5.9296,1.6191,-1.6365,-0.46496,36.039,5.884,6.264,2.9766,4.9972,1.3189,4.6022,4.9487,4.4189,-6.0971
1.045,1.07,1.0586,-5.012,-14.114,-14.513,233.29,58.207,-2.6901,3.6761,1.4156,0.27291,-1.3333,22.415,9.8104,4.5634,2.6251,9.4306,1.5321,12.256,13.956,5.3725,0.84903
1.045,1.07,1.0625,-3.9041,-11.167,-11.278,183,25.287,-3.2709,5.0001,1.5158,-0.68756,-0.13358,20.577,6.0935,5.4122,1.9409,8.3033,1.9326,10.777,9.6533,4.7245,-2.7765
1.045,1.07,1.0566,-4.2623,-12.508,-13.594,199.67,19.065,-4.4282,6.6916,1.8031,-0.10767,-0.35132,33.485,12.592,6.8211,2.5814,7.497,1.4965,6.5911,13.823,4.3181,-0.3662
1.045,1.07,1.0539,-5.2089,-15.039,-16.329,242.8,46.273,-4.999,7.0142,0.85814,0.35025,0.49908,37.228,11.176,2.619,1.6162,6.0606,1.6308,11.75,19.605,7.2051,0.97289
1.045,1.07,1.0579,-4.5739,-12.831,-13.417,214.02,36.223,-1.2672,12.91,0.90776,0.78449,2.2302,25.437,6.4705,4.9366,2.8495,4.4437,1.0778,11.335,14.943,4.2769,2.6699
1.045,1.07,1.0553,-5.073,-14.271,-15.293,236.31,51.103,-1.2245,7.3367,1.2461,-0.46827,0.13055,34.158,10.271,5.0518,4.1881,8.0142,2.1524,9.1887,11.697,4.4405,-1.4118
1.045,1.07,1.0585,-5.1121,-14.595,-14.802,238.52,53.757,-2.9394,9.925,1.6154,0.91058,-0.1659,16.567,13.788,5.2266,3.6639,4.722,1.3214,18.228,15.801,3.7789,2.7454
1.045,1.07,1.0531,-5.2319,-14.593,-15.852,243.54,54.99,-4.4787,7.8827,1.9298,0.034206,0.17324,32.055,10.732,4.9712,3.2965,4.7036,1.829,7.7531,20.301,6.0221,0.097173
1.045,1.07,1.0509,-5.1475,-15.072,-15.81,239.97,46.461,-2.3048,6.5094,2.116,0.4377,1.2602,30.601,10.057,7.7275,3.4608,5.3161,1.0785,15.87,19.774,6.1957,1.2119
1.045,1.07,1.0567,-5.2301,-14.602,-15.444,243.38,59.765,-2.2275,6.6978,1.3841,-0.42746,-0.77358,31.955,10.779,4.6526,2.3251,5.4209,0.73954,16.014,9.3074,4.3873,-1.2695
1.045,1.07,1.0523,-5.2791,-14.3,-15.295,245.47,65.895,-4.3995,8.1773,0.9907,-0.25213,-0.4743,29.55,10.66,8.2243,4.7468,4.2202,2.0454,9.7856,10.898,5.5666,-0.74638
1.045,1.07,1.0544,-4.7838,-13.426,-14.503,223.26,41.314,-3.5695,9.1021,1.7084,-0.13341,1.2917,29.41,11.696,4.9087,4.4658,4.985,2.0727,6.3911,16.411,6.5076,-0.41946
1.045,1.07,1.0586,-4.8975,-14.395,-14.985,228.75,41.232,-5.8011,5.9091,0.31098,0.51748,-1.7774,31.498,8.6652,4.9241,2.8064,6.1773,1.7842,18.945,12.855,5.1158,1.6078
1.045,1.07,1.057,-4.167,-11.464,-11.986,195.12,31,-4.5469,10.203,1.5957,2.0755,0.25986,20.414,6.8398,8.4238,4.7723,3.63,1.4959,7.0588,12.141,5.7564,7.8457
1.045,1.07,1.0595,-4.8537,-13.596,-13.317,226.88,52.809,-3.3015,13.178,0.5208,1.2045,-0.059021,15.278,2.2958,8.1767,3.4324,6.557,2.2685,17.663,14.548,2.9586,3.9584
1.045,1.07,1.0494,-5.3117,-14.523,-15.317,247.22,63.88,-3.3992,10.696,0.88898,0.75816,0.1018,31.963,5.7036,10.689,5.1068,4.8821,0.84861,12.134,10.155,6.77,2.2081
1.045,1.07,1.0534,-4.9715,-14.347,-14.794,231.7,51.099,-4.8028,4.1516,1.3627,-1.4884,1.0982,26.308,7.853,8.9664,2.2781,8.4884,1.7294,12.683,19.689,4.7994,-4.433
1.045,1.07,1.0564,-4.7131,-13.865,-14.802,220.28,31.672,-2.9863,6.8796,1.7679,0.24912,0.081222,34.707,8.6266,5.2582,4.3788,5.0899,0.75786,13.529,15.813,4.4107,0.77559
1.045,1.07,1.0587,-4.9456,-14.758,-15.308,231.45,34.731,-5.2885,10.871,1.9898,-0.077675,-2.0144,30.475,7.2189,4.8269,3.678,9.2996,1.62,14.02,20.726,4.188,-0.22978
1.045,1.07,1.052,-5.7085,-16.24,-17.335,265.47,63.801,-2.6592,8.1682,1.3666,1.9558,-0.061025,37.973,7.136,6.6802,3.1133,7.0887,1.6571,15.098,17.009,3.4122,5.0582
1.045,1.07,1.0545,-5.4962,-15.959,-16.972,255.93,54.617,-3.4445,7.2863,2.1902,0.44557,-0.12275,36.08,12.532,5.6734,4.6387,5.1234,1.2297,18.424,13.791,2.3176,1.1962
1.045,1.07,1.0599,-4.9467,-14.21,-14.798,230.48,50.554,-4.3144,3.1729,1.6108,-0.22934,-1.1629,31.281,8.0032,2.1615,3.0407,8.3952,0.87542,16.088,9.8866,6.1094,-0.72009
1.045,1.07,1.0524,-5.4485,-15.971,-16.76,253.95,53.103,-4.322,7.9109,0.82839,-0.97466,0.70675,32.753,11.673,5.5614,4.3047,8.0399,1.3155,15.052,19.174,6.2279,-2.5877
1.045,1.07,1.0479,-5.6153,-16.701,-18.221,261.37,48.776,-4.6874,4.8128,2.2,0.35986,-1.9847,49.302,10.028,7.8543,4.5266,9.802,1.7776,12.685,17.296,6.2935,0.87879
1.045,1.07,1.0642,-4.4863,-12.29,-12.08,209.53,51.098,-4.5996,8.2151,1.7781,0.049668,0.37242,11.576,5.1545,3.3104,3.0813,3.8151,0.80396,17.087,11.18,4.2384,0.18157
1.045,1.07,1.056,-4.7555,-13.933,-14.985,222.2,32.438,-2.9668,7.0632,1.5345,0.43618,0.5414,33.997,12.542,5.0181,3.7733,6.7668,1.4054,10.877,14.807,4.1445,1.3469
1.045,1.07,1.0511,-5.1548,-15.533,-16.502,240.8,35.192,-1.3545,8.8798,1.6527,-0.22159,-0.051361,41.635,10.389,7.3297,3.3927,6.7516,1.5828,18.678,14.688,5.6118,-0.60143
1.045,1.07,1.0592,-4.4163,-12.082,-12.379,206.33,43.252,-2.2055,9.2304,1.7284,-0.15136,1.1402,17.673,9.7351,5.3146,0.81745,5.6745,1.1724,10.692,11.453,5.3507,-0.54931
1.045,1.07,1.058,-4.8781,-13.814,-14.257,227.85,46.656,-3.7383,10.567,0.87594,0.32795,0.81026,23.037,8.1835,3.7858,4.0818,6.2295,1.4567,12.472,16.266,6.2166,1.0418
1.045,1.07,1.0538,-5.4796,-15.362,-15.909,254.98,67.377,-5.2707,8.3897,1.1422,-0.44873,1.284,24.397,10.958,6.605,4.3535,6.4967,2.634,14.217,16.317,4.8334,-1.2535
1.045,1.07,1.0569,-4.211,-12.526,-13.239,197.31,19.272,-5.3153,5.031,2.0267,1.8692,-1.2415,30.368,5.1138,7.1796,4.3673,6.7205,2.518,9.6386,17.565,6.1844,6.331
1.045,1.07,1.054,-4.8813,-14.149,-15.022,227.39,45.306,-4.9818,1.571,1.6797,-0.10289,0.72251,36.047,5.3299,6.2675,2.4213,5.0078,2.3155,15.996,15.666,5.9775,-0.31175
1.045,1.07,1.0555,-5.3705,-15.677,-16.538,250.29,52.581,-5.1332,6.9962,1.4474,-1.9122,0.47425,33.39,13.268,5.7186,4.6938,10.023,1.0436,12.377,16.469,2.3482,-5.2779
1.045,1.07,1.0526,-5.3527,-15.169,-16.024,249.52,54.365,-4.3042,11.596,1.7464,1.8525,1.4332,32.297,4.841,5.3278,2.8392,2.1513,1.7527,17.466,19.702,6.5803,5.132
1.045,1.07,1.0598,-4.8892,-14.023,-14.79,228.13,44.166,-3.9207,6.5009,1.1661,1.2306,-1.2325,28.758,7.5116,3.1738,2.0916,4.9197,0.97115,14.757,18.048,4.0827,3.8406
1.045,1.07,1.0622,-4.2606,-11.672,-11.796,199.43,39.041,-5.1192,10.349,1.0509,0.61547,0.91994,13.529,7.6259,5.9492,3.5304,4.5432,1.3808,10.35,12.525,2.858,2.3561
1.045,1.07,1.0519,-5.6241,-15.427,-16.687,261.04,72.989,-4.5322,5.4975,2.1023,-1.0775,-2.6692,31.914,10.188,7.7517,4.4287,1.6577,1.7485,11.625,20.037,4.4664,-2.8759
1.045,1.07,1.0591,-4.8835,-13.299,-13.954,227.48,56.001,-2.9867,7.7229,1.1197,0.78685,0.79633,20.109,8.9343,6.3999,2.5859,5.4298,1.236,8.2247,17.671,0.41006,2.5568
1.045,1.07,1.056,-5.1742,-14.439,-15.048,240.74,61.076,-3.5073,5.5997,1.8025,0.95876,-0.69841,25.415,8.8769,6.3596,4.6089,7.7972,1.5642,11.28,13.778,4.7027,2.8773
1.045,1.07,1.0504,-5.9924,-17.22,-18.342,278.5,68.134,-1.0276,8.6861,1.3282,1.0785,1.5434,38.325,8.3313,4.5422,2.4587,7.2411,1.4184,16.38,22.017,4.5389,2.5632
1.045,1.07,1.0529,-5.199,-14.958,-16.128,242.32,47.789,-4.1823,7.379,1.1355,-0.14026,-0.85391,39.856,7.3424,6.4671,3.2595,2.5584,1.1083,16.993,15.705,5.4144,-0.39789
1.045,1.07,1.0579,-4.4659,-13.156,-13.238,209.35,30.045,-3.7903,10.578,1.8648,-0.63905,-0.18615,15.999,13.691,5.8822,5.1233,5.5305,0.82446,14.474,16.173,7.2206,-2.1283
1.045,1.07,1.0583,-4.6191,-14.06,-14.719,216,27.43,-3.7661,3.0163,1.6847,0.058809,-0.016115,35.833,8.1564,4.9849,4.9802,8.27,1.177,16.834,12.48,3.6892,0.18548
1.045,1.07,1.0599,-4.4357,-12.42,-12.328,207.29,43.585,-1.0817,8.1473,1.8721,-0.0047563,0.66826,12.845,8.3443,6.2017,2.1912,4.5151,1.5808,15.561,13.97,4.53,-0.016929
1.045,1.07,1.0592,-5.1044,-14.706,-15.226,238.23,49.327,-5.2714,9.0428,1.0312,0.84319,1.1461,24.503,11.022,2.7527,4.9068,8.3151,1.5205,13.161,16.041,4.114,2.5394
1.045,1.07,1.0584,-5.1418,-14.651,-15.132,239.61,55.728,-5.1857,6.7162,1.5719,0.10288,0.40045,21.888,9.7049,3.16,5.3132,9.9628,2.6092,9.0041,19.834,5.1333,0.30534
1.045,1.07,1.0541,-4.8745,-13.577,-14.601,227.19,46.82,-2.5937,8.066,3.0064,0.069255,-0.025436,32.902,4.05,8.4191,2.3656,4.1635,1.3549,9.2947,19.387,2.8031,0.21378
1.045,1.07,1.0579,-4.6842,-13.326,-14.043,218.56,41.857,-3.4604,5.5056,1.684,0.45044,0.72669,27.461,7.4106,4.5404,3.0767,7.1276,1.019,9.6072,16.872,4.7247,1.4694
1.045,1.07,1.0552,-5.0474,-14.491,-14.749,235.32,53.792,-4.3464,6.6523,2.1892,-1.1534,-0.34954,22.494,11.101,6.5082,3.3518,6.1498,0.70248,17.463,14.587,7.197,-3.4742
1.045,1.07,1.0586,-4.34,-12.258,-13.022,203.03,31.023,-5.3641,7.9463,2.2571,0.65315,-0.17205,28.482,5.324,5.4579,5.7747,3.5927,1.1922,9.3575,13.199,5.2809,2.337
1.045,1.07,1.056,-5.4162,-15.296,-16.35,252.18,58.206,-3.7718,8.8915,1.5592,-0.24985,-0.86512,33.546,7.5852,3.0413,4.0588,6.544,1.7503,10.855,20.084,5.1727,-0.69233
1.045,1.07,1.0495,-5.1762,-15.051,-16.291,241.23,43.643,-1.8118,6.7741,1.4437,1.5001,1.1704,35.651,10.736,7.7594,3.0559,5.6201,0.94616,10.588,22.012,5.4563,4.0309
