V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.055,-4.6392,-13.939,-15.356,217.31,18.121,-4.8399,9.1834,0.78699,39.777,10.765,4.3563,3.482,7.3473,6.6759,21.969,31.246
1.045,1.07,1.0573,-4.9959,-14.413,-14.979,233.17,46.005,-2.6131,8.5694,0.15703,28.549,8.0008,4.4456,4.6039,4.802,16.865,15.045,24.333
1.045,1.07,1.0565,-4.6572,-13.802,-14.782,217.88,27.65,-3.7912,7.6388,-0.31069,34.847,9.8845,4.6787,0.37786,5.2238,14.334,19.012,30.325
1.045,1.07,1.0529,-5.3456,-15.183,-16.365,248.88,54.524,-4.5087,7.5136,0.74467,39.394,3.5164,5.8145,2.9395,4.1779,14.114,19.605,9.7043
1.045,1.07,1.0558,-4.5696,-13.5,-14.445,214.11,23.584,-6.2659,10.269,1.6344,37.118,9.6343,6.8491,4.2942,6.2193,13.649,9.1062,31.33
1.045,1.07,1.0569,-4.9356,-14.016,-14.706,230.22,48.281,-3.4403,7.7858,-1.5402,24.806,10.22,4.7699,4.304,5.8005,9.9965,20.172,31.221
1.045,1.07,1.052,-5.753,-15.918,-17.209,267.09,72.823,-4.845,6.4334,0.49358,38.135,7.1807,5.4193,2.7106,8.9802,8.558,17.425,18.739
1.045,1.07,1.0502,-5.4629,-15.201,-16.79,253.81,60.378,-3.2332,5.6656,1.7914,39.569,10.402,6.6327,3.2035,2.3836,11.63,15.916,28.107
1.045,1.07,1.0572,-5.1259,-14.158,-14.241,239.03,62.508,-5.2732,11.801,-0.98034,18.944,6.4389,7.0723,5.7672,4.3979,16.479,12.59,20.003
1.045,1.07,1.0632,-4.564,-12.952,-12.725,213.05,48.498,-3.5606,4.6718,1.6424,9.5522,5.7724,2.8344,2.6891,7.0882,14.811,19.476,19.719
1.045,1.07,1.0527,-5.094,-15.364,-16.357,237.8,36.376,-2.6782,5.7298,-1.0927,40.389,11.061,6.4185,4.0251,8.0056,16.015,16.14,30.478
1.045,1.07,1.0616,-4.5767,-13.432,-13.76,214.17,33.763,-3.9115,7.7351,0.19473,23.84,7.3566,2.2511,4.5502,2.5708,19.42,15.931,24.496
1.045,1.07,1.0511,-5.1162,-15.554,-16.864,238.78,33.052,-4.0837,4.3056,-0.52474,50.894,8.6632,6.9581,4.4151,6.3735,19.32,11.09,23.376
1.045,1.07,1.0546,-5.0563,-14.275,-14.608,235.78,53.96,-0.64822,9.8946,-0.31939,22.091,6.3943,7.7738,2.4056,5.8689,13.878,20.62,19.019
1.045,1.07,1.0583,-5.0424,-14.597,-15.265,235.34,46.33,-4.5926,8.1846,-0.95054,28.555,8.2218,2.8388,4.6217,4.0501,16.091,19.338,24.469
1.045,1.07,1.0518,-5.1274,-14.92,-15.952,238.99,46.082,-3.6269,5.7587,-1.2266,42.512,5.6015,8.1523,3.9505,7.4746,14.265,13.384,16.012
1.045,1.07,1.0552,-4.9338,-14.077,-14.707,230.01,48.626,-1.7375,6.3179,-0.85374,26.076,10.357,6.545,1.4776,7.3481,11.729,18.546,31.454
1.045,1.07,1.0568,-4.6665,-13.315,-13.297,217.78,47.606,-1.3472,5.8903,-0.57676,17.65,5.8145,8.244,2.6738,8.37,13.039,18.088,18.99
1.045,1.07,1.059,-5.2488,-14.296,-14.933,243.63,71.887,-3.0551,2.1194,1.0296,24.713,6.6992,2.2312,4.8764,6.7447,11.736,12.156,20.207
1.045,1.07,1.0566,-5.0816,-13.689,-14.443,235.98,68.497,-3.8431,2.8872,-1.2398,23.955,11.175,5.2001,3.8664,2.9751,12.36,10.632,34.957
1.045,1.07,1.05,-5.7794,-17.001,-17.785,269.35,57.34,-4.7128,11.381,-0.017694,34.204,11.377,8.0263,3.4176,7.501,18.395,21.048,27.935
1.045,1.07,1.0571,-4.954,-14.329,-14.957,231.07,46.111,-3.3753,5.8723,0.15378,28.721,10.945,4.7817,4.3063,8.6169,12.971,13.017,33.607
1.045,1.07,1.0549,-4.9512,-14.222,-15.731,230.82,39.634,-3.4383,5.5898,-0.16092,44.449,7.6142,3.6182,3.2197,4.6063,11.295,14.212,22.596
1.045,1.07,1.0582,-4.5691,-12.869,-13.524,213.14,42.936,-3.5924,4.3801,-1.0625,27.599,8.8081,5.2251,3.4699,2.4358,15.298,10.654,30.149
1.045,1.07,1.0526,-5.4794,-15.575,-16.508,255.09,59.835,-3.0069,8.9638,-1.717,33.076,10.837,6.3007,3.8706,7.831,11.528,17.91,29.395
1.045,1.07,1.0566,-5.0467,-14.129,-14.65,235.24,55.362,-4.2454,8.5396,-0.22228,19.313,13.795,5.7759,5.3967,6.0813,10.408,15.772,42.402
1.045,1.07,1.0548,-4.5245,-13.148,-13.851,211.7,31.047,-4.3714,8.318,-1.4518,32.045,4.9542,8.6817,3.5494,7.8871,8.5613,18.208,16.039
1.045,1.07,1.053,-5.1882,-14.669,-15.506,241.5,57.343,-5.5773,5.3592,-1.5472,30.627,10.186,8.0437,4.6448,5.7314,12.246,15.423,29.749
1.045,1.07,1.0555,-4.3956,-12.429,-13.467,205.62,28.768,-3.5976,8.9433,0.63892,24.556,11.225,6.8739,5.5045,-0.39044,7.5502,20.693,36.854
1.045,1.07,1.0605,-3.9771,-11.51,-12.02,186.47,20.042,-2.7498,5.9969,-0.017637,24.208,12.598,5.2044,4.2818,7.4459,8.9327,6.7139,48.783
1.045,1.07,1.0569,-4.6967,-13.811,-14.42,219.51,35.599,-3.3002,6.4398,-1.7628,38.594,3.1189,5.9398,4.4607,5.7843,18.653,9.447,10.033
1.045,1.07,1.0604,-4.9799,-13.967,-14.162,232.32,54.741,-3.5477,9.6479,0.90125,19.303,5.1229,3.1649,3.9486,7.0837,13.59,17.468,16.153
1.045,1.07,1.058,-4.9238,-14.388,-14.907,229.62,45.712,-4.1725,3.7479,0.45987,25.535,10.669,4.1066,4.8676,8.1844,13.58,16.546,32.601
1.045,1.07,1.0541,-5.2351,-14.715,-15.438,243.76,58.81,-2.9181,7.8815,-1.7151,28.013,6.6042,6.4268,2.7889,4.3618,13.185,21.961,18.828
1.045,1.07,1.0534,-5.1016,-14.592,-15.813,237.24,51.617,-4.0399,0.92189,0.29173,37.024,8.8386,5.8204,3.6686,5.361,11.804,16.575,25.569
1.045,1.07,1.0537,-5.4394,-15.875,-17.038,253.75,47.491,-5.7511,10.846,0.14265,35.567,9.5593,4.1153,4.5521,7.4062,10.282,24.929,24.879
1.045,1.07,1.0576,-4.714,-13.25,-13.867,220.37,40.523,-3.2445,11.949,0.7612,27.601,8.9601,5.7184,2.0538,4.6078,14.494,10.25,29.847
1.045,1.07,1.0497,-6.022,-17.331,-18.359,279.75,72.06,-3.8323,6.7151,-1.0938,38.595,7.3738,6.5246,5.3302,3.9937,19.672,21.066,17.51
1.045,1.07,1.0546,-4.795,-13.918,-14.736,223.63,40.523,-3.7406,3.703,1.821,32.043,3.7246,6.958,2.7391,1.9116,17.003,20.279,11.266
1.045,1.07,1.058,-4.4987,-13.313,-13.939,210.43,28.672,-2.0262,5.6434,0.11152,27.788,11.458,4.8352,4.2035,6.1878,13.493,14.443,37.708
1.045,1.07,1.0569,-4.8807,-13.81,-14.417,227.63,49.49,-4.8021,6.8956,-2.1591,28.575,9.1975,5.9396,3.8562,8.1172,10.975,12.709,29.299
1.045,1.07,1.0567,-4.5524,-13.474,-13.59,213.03,34.714,-6.2555,6.4404,-0.18478,19.638,9.536,8.7043,2.3199,7.4496,15.055,19.235,30.763
1.045,1.07,1.0642,-3.9681,-10.776,-11.335,185.67,31.251,-3.588,6.4634,-0.60261,24.317,3.0682,1.9263,3.0932,7.3975,4.1442,10.335,12.545
1.045,1.07,1.0554,-5.2254,-15.179,-15.802,243.5,52.104,-4.7315,5.7002,1.82,28.248,8.1709,5.4325,3.7608,4.8381,18.245,18.801,23.207
1.045,1.07,1.0587,-4.6687,-13.884,-14.585,218.17,32.363,-4.1608,4.2144,1.204,35.633,7.1847,3.7577,3.3072,7.756,17.002,10.413,23.079
1.045,1.07,1.0559,-5.2909,-14.626,-15.226,245.97,66.875,-3.2134,5.6053,0.76336,27.592,4.3941,5.3806,3.0227,5.4316,14.967,15.362,12.9
1.045,1.07,1.0554,-5.0891,-14.375,-14.856,236.85,59.358,-6.039,3.5095,-0.021532,30.068,7.8333,7.6314,5.0436,7.4477,16.552,6.1638,24.074
1.045,1.07,1.0599,-4.3108,-12.349,-12.591,201.68,34.366,-4.4806,6.1874,-0.90507,19.872,7.5564,5.8166,2.9939,3.4402,14.861,15.626,27.067
1.045,1.07,1.0553,-5.1193,-14.002,-15.308,238.36,54.549,-4.4031,9.0942,1.046,39.686,6.1258,4.5532,3.1084,5.2992,10.027,8.467,18.706
1.045,1.07,1.0548,-5.407,-14.597,-15.342,251.25,73.231,-4.2856,7.9559,-0.753,24.364,12.152,6.1506,2.6452,4.9758,12.22,12.026,35.376
1.045,1.07,1.0529,-5.4484,-15.971,-16.406,253.87,57,-4.4573,7.158,-0.76307,33.722,5.1687,7.9023,4.2155,6.543,21.836,16.106,13.982
1.045,1.07,1.0559,-4.9586,-14.093,-14.272,231.23,53.412,-2.6039,7.5148,-0.42833,19.885,10.58,7.6975,4.337,2.868,19.74,12.907,32.95
1.045,1.07,1.0619,-4.8553,-13.767,-13.551,226.38,57.248,-4.6715,5.0488,-0.37112,13.635,10.676,3.623,3.0711,5.8937,21.097,10.14,35.025
1.045,1.07,1.0558,-5.2122,-14.441,-15.437,242.78,56.617,-2.2699,10.307,-1.0272,37.711,6.5237,4.2423,3.8966,4.0396,15.356,7.9611,19.494
1.045,1.07,1.0519,-5.8249,-17.075,-17.758,271.26,62.118,-4.4993,9.6971,-0.60931,38.216,4.2607,6.3881,4.5553,6.9147,21.285,19.901,10.532
1.045,1.07,1.0559,-4.9058,-13.859,-14.933,228.67,46.022,-4.489,6.094,0.042243,32.895,12.63,5.0038,3.5811,6.8925,9.5228,10.921,39.479
1.045,1.07,1.059,-4.5836,-13.124,-13.578,214.44,36.327,-2.1357,10.363,-1.3497,27.581,4.7059,4.7261,4.0295,5.5703,13.138,15.351,15.818
1.045,1.07,1.0559,-4.5617,-14.434,-15.139,214.06,12.193,-2.3019,7.4531,0.24973,41.825,11.776,5.6628,2.071,6.5776,24.468,8.6919,35.386
1.045,1.07,1.0615,-4.1837,-11.714,-11.987,196.06,30.292,-0.6129,11.089,-0.66552,15.646,8.0894,3.9529,4.739,3.0775,9.5162,17.128,30.056
1.045,1.07,1.0535,-4.8648,-14.082,-14.93,226.86,41.708,-1.7708,4.9468,1.3052,31.885,8.4555,7.6643,3.3596,7.0111,11.721,16.431,25.594
1.045,1.07,1.0602,-4.5253,-12.607,-12.592,211.53,45.817,-4.2643,9.5082,-0.55197,13.973,9.0195,6.1552,3.0875,6.3751,12.735,13.109,31.905
1.045,1.07,1.0528,-5.0296,-14.936,-15.667,234.94,38.34,-4.5543,7.9866,1.7484,29.869,9.3469,8.0677,2.9316,6.2895,14.89,22.53,26.106
1.045,1.07,1.0567,-4.6689,-13.507,-14.078,218.12,37.9,-3.3082,6.7604,0.54027,30.553,10.066,6.621,2.3886,6.3074,16.861,7.7176,33.095
1.045,1.07,1.0556,-5.3569,-14.693,-15.367,249.3,66.557,-3.9851,10.073,-0.53366,22.673,12.282,5.3681,1.6223,4.0664,13.926,16.355,35.656
1.045,1.07,1.0614,-4.6131,-13.233,-13.381,215.58,42.506,-6.3466,6.6026,1.2542,16.141,10.725,3.8485,4.2766,4.2452,16.859,14.074,36.539
1.045,1.07,1.0542,-5.4773,-15.755,-16.001,255.19,61.999,-4.0604,9.3473,1.0601,24.255,10.034,7.4638,4.3596,7.6098,19.43,14.163,27.721
1.045,1.07,1.053,-5.3032,-15.053,-15.983,247.1,53.259,-2.5187,9.8292,2.023,32.775,8.4564,6.7325,4.4055,6.9007,12.053,15.404,23.951
1.045,1.07,1.0635,-4.1022,-12.021,-11.882,192.43,27.376,-5.574,6.6908,-1.2486,14.823,11.391,4.3518,2.9669,10.681,11.526,11.366,43.517
1.045,1.07,1.0555,-5.651,-16.414,-16.52,263.14,66.614,-4.4258,8.1935,0.36436,25.911,7.2511,5.7638,2.9012,8.3906,23.354,16.211,19.203
1.045,1.07,1.0533,-5.2532,-14.78,-15.885,244.53,55.178,-2.8714,7.367,0.35606,29.182,12.452,5.7177,3.9283,5.9952,8.0164,20.167,35.191
1.045,1.07,1.0585,-4.7035,-13.087,-13.731,218.96,51.704,-4.2264,1.775,-0.23249,21.617,7.1277,4.4583,3.7455,7.131,6.1346,20.572,23.254
1.045,1.07,1.0566,-4.8732,-14.029,-14.561,227.62,43.464,-5.2544,8.8634,0.070757,26.857,8.3149,6.3318,4.3516,4.4966,15.773,15.404,26.04
1.045,1.07,1.0499,-5.7279,-16.448,-17.869,266.54,58.202,-3.3587,9.4534,0.21679,48.565,9.4783,6.3517,3.3834,4.5135,19.659,8.9437,24.089
1.045,1.07,1.0515,-5.1522,-15.939,-16.952,241.03,27.16,-2.9724,9.4832,0.33909,46.426,6.4257,6.8373,4.3291,6.507,20.799,18.038,16.808
1.045,1.07,1.0547,-4.7263,-14.181,-15.207,220.93,28.308,-3.5856,5.2576,-0.59682,42.692,10.664,6.0981,4.1843,5.0733,18.844,7.1791,32.604
1.045,1.07,1.0564,-5.2521,-14.075,-14.493,244.33,70.467,-3.9547,10.192,2.1436,19.241,8.2511,6.4109,1.6437,4.3507,14.513,11.876,25.138
1.045,1.07,1.0546,-4.584,-13.848,-14.575,214.58,25.711,-4.2175,6.1651,-2.1578,32.315,11.644,7.6691,4.6062,3.3465,17.043,16.99,35.759
1.045,1.07,1.0593,-4.5031,-13.147,-13.095,210.5,39.895,-5.6659,4.5417,-0.64497,17.906,9.8378,7.0254,2.8579,8.039,16.347,13.245,33.751
1.045,1.07,1.0585,-4.5558,-12.744,-13.457,212.76,40.502,-3.7996,7.6661,-0.8507,25.458,6.9001,4.8753,2.0006,8.2414,5.1397,19.025,23.246
1.045,1.07,1.054,-5.0288,-13.968,-14.726,234.38,54.108,-2.5877,9.6166,-2.4275,32.238,7.7503,7.7995,3.1265,5.0593,13.173,11.14,23.929
1.045,1.07,1.058,-4.3763,-11.661,-12.298,204,47.451,-3.4966,5.6152,-0.36623,22.788,5.4831,6.8786,0.28704,1.9352,10.295,12.694,20.125
1.045,1.07,1.0573,-4.7504,-12.992,-13.838,221.63,47.146,-3.5237,10.008,0.92742,28.84,7.5201,5.3633,3.2919,5.8209,8.5265,10.257,25.181
1.045,1.07,1.0543,-4.953,-14.606,-14.979,231.16,44.248,-4.7458,5.3389,0.62354,26.151,10.92,8.5703,3.1772,6.4624,18.744,15.013,32.69
1.045,1.07,1.0574,-4.6381,-13.447,-13.825,216.77,38.997,-3.4514,7.0777,-1.9353,20.435,11.329,6.1133,3.7901,3.2459,14.942,19.741,36.243
1.045,1.07,1.0558,-5.5506,-15.471,-15.551,258.38,72.713,-3.8448,11.125,-0.31118,15.201,9.6492,6.2956,5.0544,6.1864,15.857,19.537,26.7
1.045,1.07,1.0592,-4.564,-12.438,-13.103,213.21,43.32,-4.4481,10.814,1.1858,21.7,11.223,4.8579,2.5825,5.2453,8.3721,10.263,39.598
1.045,1.07,1.0541,-5.2218,-15.721,-16.355,243.58,44.317,-3.6299,4.758,-0.86608,29.145,10.374,5.4381,3.171,8.7073,14.764,27.075,26.934
1.045,1.07,1.0553,-5.3222,-14.995,-15.603,248.06,58.541,-5.949,10.655,1.2104,28.035,8.7738,6.2442,2.8798,4.3169,18.213,13.363,25.477
1.045,1.07,1.0503,-5.5785,-16.127,-17.389,260.03,51.544,-5.6751,11.537,2.1108,48.108,6.0028,7.7205,3.5933,4.8366,20.452,8.5228,15.796
1.045,1.07,1.0579,-4.0295,-11.748,-12.217,188.82,21.51,-2.1389,5.1366,-1.0582,24.98,6.1964,7.5468,1.9622,6.2522,9.3314,17.845,22.306
1.045,1.07,1.0586,-4.5782,-13.281,-13.397,214.04,39.358,-4.7469,6.6809,0.56153,18.787,6.4048,6.5674,3.3073,7.9093,12.777,19.375,21.122
1.045,1.07,1.0585,-4.9748,-13.929,-13.96,231.86,58.961,-3.4238,7.2783,0.027194,12.952,11.642,5.6782,5.0379,6.1794,14.389,14.909,36.779
1.045,1.07,1.06,-4.4455,-13.028,-13.206,208.57,28.277,-4.13,12.539,-1.3701,21.98,6.2383,5.1378,3.6966,6.0571,13.914,18.946,21.064
1.045,1.07,1.0542,-4.9283,-14.348,-15.091,230.23,40.286,-5.755,8.8134,0.24261,32.271,7.2364,7.818,3.6209,9.4246,10.174,17.827,21.742
1.045,1.07,1.0563,-4.8076,-13.274,-13.396,224.01,57.022,-2.5825,6.6356,-0.26223,17.445,7.0585,8.5682,3.8194,6.1035,12.809,13.699,23.184
1.045,1.07,1.0575,-4.8837,-13.478,-14.221,227.54,53.108,-4.0293,7.0303,-0.071406,28.421,6.1401,5.0603,1.8972,9.7394,6.6001,14.678,19.766
1.045,1.07,1.0525,-5.036,-14.851,-16.344,235.06,35.037,-5.2116,6.8537,-1.1671,48.026,9.0576,5.744,3.8068,4.7493,14.378,13.545,25.58
1.045,1.07,1.0559,-5.0921,-14.362,-14.965,237.58,51.5,-2.38,11.453,-0.65786,26.992,8.9245,5.7378,4.0424,7.0558,11.756,15.551,26.951
1.045,1.07,1.0553,-5.3213,-15.594,-15.888,248,56.048,-4.5908,6.1131,-0.83116,26.707,9.8572,6.3179,4.108,5.9909,21.784,15.966,27.612
1.045,1.07,1.057,-4.7512,-13.597,-14.26,221.74,42.846,-5.4864,5.7441,0.54716,31.159,6.7785,6.2308,4.1743,6.7881,13.428,10.882,22.086
1.045,1.07,1.0588,-4.3979,-12.369,-13.081,205.5,35.56,-2.1674,6.7062,-1.0415,25.51,9.4823,4.7168,2.1603,5.4318,8.7973,14.934,33.299
1.045,1.07,1.0512,-5.2549,-15.736,-16.838,245.58,35.962,-4.422,11.345,0.24942,42.758,9.1116,7.4837,6.3227,4.8182,17.84,15.315,24.469
1.045,1.07,1.0595,-4.2503,-12.378,-12.381,198.86,32.853,-1.9026,4.5282,-1.0765,14.677,8.2921,6.4657,1.8418,5.6984,13.615,20.8,28.484
1.045,1.07,1.0542,-5.427,-14.637,-15.558,252.27,70.129,-3.8329,9.5858,1.4796,30.07,9.4389,6.2839,3.2854,7.2184,10.119,8.4981,27.381
1.045,1.07,1.0626,-4.4594,-11.912,-11.712,208.16,54.529,-2.9322,9.3271,-0.8654,6.6485,7.2421,4.4617,3.4764,7.1183,8.2271,14.289,26.616
1.045,1.07,1.0539,-5.0392,-14.538,-15.916,235.48,36.338,-4.8886,12.323,-0.063028,46.106,7.3542,5.3076,2.6005,5.58,13.421,11.148,21.622
1.045,1.07,1.0523,-5.5196,-16.099,-16.995,256.98,55.631,-2.4586,6.7615,0.40737,35.968,8.429,5.984,2.7084,5.7017,18.64,19.433,22.015
1.045,1.07,1.0573,-4.5562,-12.441,-13.069,212.55,46.951,-5.8017,6.9612,0.06837,23.461,7.6197,7.2596,3.0716,4.9397,8.5818,12.361,26.707
1.045,1.07,1.0536,-5.1802,-14.157,-14.981,240.95,62.91,-2.7501,7.4873,-0.2962,26.543,8.5533,7.3885,3.2656,3.4391,11.449,16.178,25.539
1.045,1.07,1.054,-5.1045,-15.053,-16.007,238.24,40.745,-4.1526,7.4423,0.63636,33.108,9.8506,5.5872,2.9963,6.5326,13.242,22.373,27.348
1.045,1.07,1.0556,-4.9527,-13.996,-14.726,230.76,50.957,-2.4095,5.9034,-1.0794,38.259,6.758,6.3963,2.8164,8.2022,16.151,2.5879,21.192
1.045,1.07,1.0585,-4.7228,-12.279,-12.88,219.71,62.255,-3.9031,6.9242,0.83506,19.334,2.308,5.4008,2.5086,1.5596,8.4509,16.236,7.9264
1.045,1.07,1.0529,-4.995,-14.826,-15.455,232.97,42.192,-2.6153,4.0296,0.90157,28.962,10.359,8.1712,3.1802,5.9532,16.787,19.807,29.536
1.045,1.07,1.0538,-4.9475,-14.966,-15.827,231.47,29.487,-3.4157,9.4173,0.31667,38.682,7.5547,6.4454,2.6165,6.6754,17.493,18.702,21.39
1.045,1.07,1.0524,-5.351,-14.513,-16.19,248.31,64.353,-2.6509,3.8124,1.3815,30.66,12.9,4.3138,3.4519,2.7195,3.0014,23.515,35.475
1.045,1.07,1.0533,-5.0138,-15.267,-16.468,234.15,30.371,-4.4906,4.5154,1.1584,44.546,7.3191,5.3379,3.5011,5.8313,17.775,18.28,20.051
1.045,1.07,1.0613,-4.9607,-13.239,-13.524,231.03,65.946,-5.7762,9.3893,-1.4751,14.726,11.563,3.0447,3.011,7.4048,8.8851,11.322,38.193
1.045,1.07,1.0572,-4.445,-13.01,-13.451,208,30.043,-2.7002,6.9457,1.0216,28.197,6.8861,7.1965,3.8372,6.38,14.778,11.765,23.465
1.045,1.07,1.0541,-4.9518,-14.585,-15.335,230.73,43.901,-2.4147,1.6519,0.9046,29.046,11.098,6.7274,4.2428,7.2601,13.219,18.86,32.348
1.045,1.07,1.0515,-5.2622,-15.507,-16.714,245.61,40.841,-4.2854,9.7384,0.026211,38.007,11.501,6.67,5.43,5.8257,12.3,19.964,30.836
1.045,1.07,1.0451,-6.1939,-17.946,-19.451,287.67,68.725,-2.7327,7.7952,0.20393,50.812,12.929,8.7487,1.2055,9.2608,18.656,11.273,29.19
1.045,1.07,1.0615,-3.9105,-11.417,-11.386,183.69,19.734,-3.102,8.0506,0.56189,16.917,11.888,6.4553,4.4958,7.7261,12.916,5.3497,47.39
1.045,1.07,1.0556,-5.156,-14.482,-15.365,239.74,59.311,-6.0098,2.3826,1.3056,28.646,9.233,5.3242,3.8146,3.1719,15.075,15.445,27.461
1.045,1.07,1.0579,-4.4326,-12.79,-13.055,207.18,36.535,-3.3833,5.1191,0.080538,25.063,8.0374,7.4039,3.2754,3.6527,19.155,8.1826,28.151
1.045,1.07,1.0541,-4.8982,-14.05,-14.559,228.19,50.452,-4.7216,2.9627,0.034476,26.987,9.3489,9.0437,4.6553,7.4475,13.445,12.734,29.067
1.045,1.07,1.0535,-5.3664,-15.051,-16.574,249.6,56.91,-6.6651,5.8018,0.21828,40.313,10.319,4.3553,2.5798,3.4792,12.129,15.49,28.818
1.045,1.07,1.0531,-5.8005,-16.728,-17.653,269.89,64.296,-3.6699,8.8793,-0.22041,36.888,9.0147,4.3189,4.7262,4.2254,20.793,16.622,22.799
1.045,1.07,1.0572,-5.0537,-14.348,-15.212,235.58,49.776,-3.9632,7.3515,0.2674,33.063,10.639,3.794,2.499,5.8683,15.669,9.7152,32.503
1.045,1.07,1.0567,-5.2082,-15.375,-15.777,243.06,48.379,-4.1265,7.8613,-0.30673,28.832,10.269,4.7855,3.7182,7.6195,19.758,15.269,29.378
1.045,1.07,1.0559,-5.1863,-14.656,-15.302,241.64,55.444,-4.1427,8.1406,1.9766,22.341,14.354,5.5275,3.1603,8.125,11.189,15.452,42.412
1.045,1.07,1.0511,-5.2327,-14.584,-16.302,243.49,51.585,-4.1918,7.116,-0.12687,42.548,2.5997,5.9585,4.3456,5.2611,2.2571,25.917,6.9811
1.045,1.07,1.0522,-5.0036,-14.75,-16.02,233.53,36.413,-4.5597,6.4602,-0.28932,37.348,7.8954,6.5339,4.3995,4.6144,9.9761,25.752,21.256
1.045,1.07,1.0572,-4.6095,-13.224,-14.006,215.5,35.431,-4.7911,8.3193,-1.1499,27.948,9.881,5.5418,3.1128,4.9956,10.524,17.531,32.271
1.045,1.07,1.0534,-4.9396,-13.824,-14.873,230.53,44.237,-2.4351,11.488,0.67346,33.616,9.3995,7.5036,2.9812,3.0222,12.622,12.275,29.028
1.045,1.07,1.0618,-3.9856,-11.699,-11.675,187.16,20.833,-3.5699,7.8401,0.75637,15.619,7.6216,5.7121,2.6192,9.6433,9.4117,16.322,28.931
1.045,1.07,1.0549,-5.2555,-14.198,-15.063,244.46,65.457,-4.5294,9.1251,1.8841,24.836,9.7561,6.2308,4.997,4.3157,9.5044,12.912,29.275
1.045,1.07,1.0579,-4.7952,-13.439,-13.88,224.12,44.97,-3.9787,12.474,0.29317,19.022,9.7945,5.7543,3.9163,9.8884,4.8558,19.205,31.595
1.045,1.07,1.0579,-4.8866,-13.253,-13.914,227.22,60.45,-3.0322,3.671,0.99631,29.845,3.5694,5.0329,4.4625,7.6804,10.297,6.357,11.721
1.045,1.07,1.0521,-5.4534,-15.693,-17.282,253.78,51.005,-2.2991,6.5222,0.56258,43.068,10.499,3.7947,2.8617,5.219,11.82,19.312,27.488
1.045,1.07,1.0606,-4.8158,-13.148,-13.373,224.82,54.255,-3.5043,12.26,-1.3379,16.848,9.9631,3.9305,4.0998,7.376,9.6684,12.082,33.471
1.045,1.07,1.0501,-5.2582,-15.169,-16.644,244.85,47.045,-3.1265,5.8691,-0.075705,45.764,13.247,7.6521,3.2459,8.4348,11.487,8.0828,36.497
1.045,1.07,1.051,-5.9183,-17.3,-18.513,275.14,63.93,-4.9673,5.649,-0.5659,44.846,11.4,4.9542,1.767,7.4897,20.848,14.447,27.589
1.045,1.07,1.0566,-4.5143,-12.752,-14.029,210.8,32.908,-2.4882,6.4076,-1.2509,37.94,9.1886,4.4612,1.3967,3.6192,10.05,12.137,30.718
1.045,1.07,1.0574,-4.1108,-11.263,-11.859,192.43,30.068,-2.6684,9.4582,1.4891,18.675,10.48,8.1236,3.0434,3.2645,6.511,12.652,39.919
1.045,1.07,1.0563,-5.0322,-13.815,-14.405,234.39,58.91,-4.6786,8.3897,0.19935,30.113,1.3794,6.6201,3.1431,7.4586,11.24,12.923,4.3394
1.045,1.07,1.0622,-4.4352,-12.974,-13.576,207.38,30.686,-1.625,4.8126,-0.48192,26.822,7.882,0.67941,4.2257,5.3832,13.053,16.806,26.817
1.045,1.07,1.0539,-5.4882,-15.362,-16.191,255.22,66.19,-3.0854,7.4738,-1.1918,28.409,12.729,5.4571,2.2861,3.2844,17.088,15.961,35.152
1.045,1.07,1.0543,-5.3168,-15.267,-16.019,247.58,56.29,-4.5297,6.1477,0.63037,29.304,6.3616,5.7916,4.1576,7.1495,12.307,22.909,17.548
1.045,1.07,1.0595,-4.8164,-13.505,-13.693,224.77,51.463,-4.5209,8.4414,0.52258,19.468,6.9899,5.0808,3.7511,6.6887,13.95,13.784,23.008
1.045,1.07,1.0599,-4.3682,-11.375,-11.938,203.43,53.827,-5.9159,4.6358,-1.3298,19.717,8.5843,5.8776,2.2912,3.9926,7.1168,6.9071,32.514
1.045,1.07,1.0564,-4.7716,-13.151,-13.598,222.4,53.219,-3.7594,6.9284,-0.68566,18.121,11.913,7.4235,2.1093,4.7205,11.072,15.452,39.148
1.045,1.07,1.0556,-5.0083,-14.35,-15.165,233.69,45.535,-4.1168,8.5672,0.7856,30.245,7.8267,5.5603,4.2324,6.3218,11.604,17.903,23.494
1.045,1.07,1.0567,-4.5632,-12.358,-13.459,212.59,45.25,-2.9902,5.2231,1.1847,31.167,7.0383,5.6684,2.8455,5.2459,5.5823,10.513,24.346
1.045,1.07,1.0551,-5.8643,-16.202,-17.58,272.34,74.667,-6.3894,8.0447,-0.8131,39.698,6.1573,1.4659,3.3831,4.0272,13.652,18.558,15.845
1.045,1.07,1.0578,-4.3357,-13.267,-14.049,203.35,14.936,-5.4079,5.966,1.5762,35.986,9.7916,5.5591,4.8862,8.4197,13.722,10.339,32.535
1.045,1.07,1.058,-4.9501,-14.995,-15.58,231.33,34.689,-2.0439,6.0848,0.2153,35.393,7.9427,2.8675,4.6568,4.8677,23.178,13.832,23.315
1.045,1.07,1.0554,-4.886,-13.158,-14.007,227.46,57.443,-4.5585,7.4515,-0.41371,26.023,8.2021,7.1763,1.9951,7.1318,5.2031,14.437,26.58
